agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-10,,,,13:48:56,78503,4426772.0,,-3.7393970617,-38.5892512817,AVENIDA MISTER HULL,NAN,cvp,ROUBO A FARMÁCIA,,,Domingo,False,True,,,,ROUBO A FARMÁCIA
2.0,14.0,,,,Sobral,,Sim,2026-05-10,,,,11:52:02,78514,4426828.0,,-3.6610625209,-40.3802425229,RUA JOSE PAULA FERREIRA,NAN,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,3.0,,,ANCURI,Fortaleza,,Sim,2026-05-10,,,,10:41:18,78504,4426771.0,,-3.85058818,-38.4953255244,RUA PADRE PEDRO DE ALENCAR,NAN,cvp,ROUBO A POSTO DE GASOLINA,,,Domingo,False,True,,,,ROUBO A POSTO DE GASOLINA
2.0,18.0,,Arma de fogo,,Tabuleiro do Norte,,Sim,2026-05-10,,,,10:35:00,78409,4426427.0,33.0,-5.2899859731,-38.1077771331,SITIO GANGORRINHA,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-10,,,,09:29:51,78505,4426770.0,,-3.774737577,-38.5629479472,RUA DOM PEDRO II,NAN,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,10.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-10,,,,08:37:56,78506,4426768.0,,-3.7452279671,-38.4954329161,RUA POETA NAPOLEÃO MENEZES,NAN,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Domingo,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL
2.0,9.0,,,BOM JARDIM,Fortaleza,,Sim,2026-05-10,,,,08:20:00,78508,4426767.0,,-3.8093076976,-38.6027131909,RUA ITATIAIA,NAN,cvp,ROUBO A SUPERMERCADO/MERCANTIL,,,Domingo,False,True,,,,ROUBO A SUPERMERCADO/MERCANTIL
2.0,9.0,,,BOM JARDIM,Fortaleza,,Sim,2026-05-10,,,,08:03:00,78497,4426766.0,,-3.8169962829,-38.6139510682,AVENIDA GENERAL OSÓRIO DE PAIVA,NAN,cvp,ROUBO A POSTO DE GASOLINA,,,Domingo,False,True,,,,ROUBO A POSTO DE GASOLINA
2.0,3.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-10,,,,06:35:05,78496,4426765.0,,-3.8176920838,-38.4970016945,AVENIDA FREI CIRILO,NAN,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,21.0,,,IGUATU,Iguatu,,Sim,2026-05-10,,,,05:25:16,78512,4426816.0,,-6.3512740857,-39.314018714,RUA ANTÔNIO EPIFÂNIO DE SOUSA,NAN,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Domingo,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL
2.0,7.0,,Arma de fogo,AEROLANDIA,Fortaleza,,Sim,2026-05-10,,,,03:00:00,78413,4426393.0,28.0,-3.8152650839,-38.5038902448,RUA LUCIA HELENA DO NASCIMENTO,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-10,,,,02:24:05,78507,4426764.0,,-3.7825998194,-38.5851135123,RUA EMÍLIO DE MENEZES,NAN,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,11.0,,,GUADALAJARA,Caucaia,,Sim,2026-05-10,,,,02:01:38,78513,4426637.0,,-3.7413388712,-38.6601033477,RUA: BARÃO DE IBIAPABA,NAN,cvp,ROUBO A RESIDÊNCIA,,,Domingo,False,True,,,,ROUBO A RESIDÊNCIA
2.0,1.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-10,,,,01:17:48,78509,4426763.0,,-3.7311305951,-38.5076811602,AVENIDA RUI BARBOSA,NAN,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,22.0,,Arma branca,,Aiuaba,,Sim,2026-05-10,,,,01:00:00,78412,4426399.0,20.0,-6.5722744114,-40.1232281555,RUA RAIMUNDO DIAS OLIVEIRA,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,18.0,,Arma de fogo,ALTO SANTO,Alto Santo,,Sim,2026-05-10,,,,01:00:00,78411,4426400.0,19.0,-5.4969290427,-38.263053592,CONJUNTO FRANCISCO WILKER CAMPELO BEZERRA,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-09,,,,23:11:35,78490,4426762.0,,-3.7750210609,-38.5845663107,RUA MENINO JESUS DE PRAGA,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,1.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-09,,,,22:43:30,78495,4426760.0,,-3.7364283976,-38.5069238244,AVENIDA BARÃO DE STUDART,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,23.0,,Arma de fogo,,Trairi,,Sim,2026-05-09,,,,19:50:00,78408,4426428.0,42.0,-3.4058876092,-39.2764823331,ESTRADA BOM FIM 1,M,cvli,HOMICIDIO DOLOSO,,,Sábado,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-09,,,,19:09:06,78494,4426759.0,,-3.7580122875,-38.5533129693,POLÍGONO 2227,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,9.0,,,BOM JARDIM,Fortaleza,,Sim,2026-05-09,,,,18:21:44,78493,4426758.0,,-3.8085353587,-38.5863793956,RUA CENTO E QUATRO,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-09,,,,18:20:10,78492,4426757.0,,-3.7357438875,-38.5664936219,RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,10.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-09,,,,11:32:11,78487,4426755.0,,-3.7477689481,-38.5020097332,AVENIDA DESEMBARGADOR MOREIRA,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,9.0,,,AEROPORTO,Fortaleza,,Sim,2026-05-09,,,,11:27:49,78486,4426754.0,,-3.7964936426,-38.5696689355,AVENIDA GODOFREDO MACIEL,NAN,cvp,ROUBO A RESIDÊNCIA,,,Sábado,False,True,,,,ROUBO A RESIDÊNCIA
2.0,14.0,,,,Sobral,,Sim,2026-05-09,,,,10:54:22,78484,4426827.0,,-3.6911269275,-40.3657705143,RUA ARTHUR DA SILVEIRA BORGES,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,13.0,,,EUSEBIO,Eusébio,,Sim,2026-05-09,,,,10:05:11,78483,4426640.0,,-3.9199150955,-38.4492212724,RUA JASMIN,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,17.0,,Arma de fogo,,Itapipoca,,Sim,2026-05-09,,,,08:30:00,78406,4426413.0,26.0,-3.1795975978,-39.4171900037,ESTRADA JOSÉ VILA DOS PRACIANOS,M,cvli,HOMICIDIO DOLOSO,,,Sábado,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,7.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-09,,,,04:41:36,78491,4426752.0,,-3.787850434,-38.4828908424,RUA JOÃO REGINO,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,10.0,,,CIDADE 2000,Fortaleza,,Sim,2026-05-09,,,,04:12:55,78488,4426751.0,,-3.7635068607,-38.4416263467,RUA SERRA DA CALIXTA,NAN,cvp,ROUBO A PESSOA C/ CONSTRANGIMENTO DA LIBERDADE,,,Sábado,False,True,,,,ROUBO A PESSOA C/ CONSTRANGIMENTO DA LIBERDADE
2.0,19.0,,Arma de fogo,,Juazeiro do Norte,,Sim,2026-05-09,,,,03:20:00,78405,4426415.0,44.0,-7.2316609232,-39.3210985331,RUA JAIME DORCY,F,cvli,HOMICIDIO DOLOSO,,,Sábado,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,14.0,,Arma de fogo,,Sobral,,Sim,2026-05-09,,,,02:45:00,78407,4426423.0,37.0,-3.7863741762,-40.4988909154,RUA BELA VISTA,M,cvli,HOMICIDIO DOLOSO,,,Sábado,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,5.0,,,AEROPORTO,Fortaleza,,Sim,2026-05-09,,,,01:45:27,78489,4426750.0,,-3.7816400734,-38.5650774663,AVENIDA GODOFREDO MACIEL,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,1.0,,,ALDEOTA,Fortaleza,,Sim,2026-05-09,,,,00:38:38,78485,4426749.0,,-3.7302899799,-38.4880867866,AVENIDA ANTÔNIO JUSTA,NAN,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROPORTO,Fortaleza,,Sim,2026-05-08,,,,15:48:30,78482,4426742.0,,-3.7783433412,-38.5715285305,AVENIDA GENERAL OSÓRIO DE PAIVA,NAN,cvp,ROUBO A PESSOA,,,Sexta-feira,False,True,,,,ROUBO A PESSOA
2.0,17.0,,Arma de fogo,,Itapipoca,,Sim,2026-05-08,,,,08:26:00,78404,4426414.0,15.0,-3.5552039531,-39.7510690003,ESTRADA ITAPIPOCA BROTAS,M,cvli,HOMICIDIO DOLOSO,,,Sexta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,9.0,,,BOM JARDIM,Fortaleza,,Sim,2026-05-08,,,,03:13:47,78401,4426320.0,,-3.804801645,-38.572028949,RUA DOUTOR RODRIGO CODES SANDOVAL,NONE,cvp,ROUBO A PESSOA,,,Sexta-feira,False,True,,,,ROUBO A PESSOA
2.0,9.0,,,BOM JARDIM,Fortaleza,,Sim,2026-05-08,,,,03:13:47,78481,4426738.0,,-3.804801645,-38.572028949,RUA DOUTOR RODRIGO CODES SANDOVAL,NAN,cvp,ROUBO A PESSOA,,,Sexta-feira,False,True,,,,ROUBO A PESSOA
2.0,16.0,,Arma de fogo,,Monsenhor Tabosa,,Sim,2026-05-07,,,,20:52:00,78330,4426075.0,53.0,-4.9915781884,-39.9756294882,ESTRADA SEM NOME,M,cvli,HOMICIDIO DOLOSO,,,Quinta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,7.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-07,,,,20:38:26,78392,4426317.0,,-3.76387565,-38.5176987354,RUA CAPITÃO NOGUEIRA,NONE,cvp,ROUBO A COLETIVO,,,Quinta-feira,False,True,,,,ROUBO A COLETIVO
2.0,12.0,,Arma de fogo,CONJUNTO PALMEIRAS,Maracanaú,,Sim,2026-05-07,,,,20:30:00,78332,4426063.0,32.0,-3.8647280784,-38.5732664327,RUA SENADOR POMPEU,M,cvli,HOMICIDIO DOLOSO,,,Quinta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-07,,,,20:17:44,78391,4426316.0,,-3.7686241169,-38.5591919681,RUA DOM CARLOTO TÁVORA,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,True,,,,ROUBO A PESSOA
2.0,1.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-07,,,,20:00:10,78390,4426315.0,,-3.7392513632,-38.4878361067,RUA DELMIRO GOUVEIA,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Quinta-feira,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL
2.0,7.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-07,,,,18:05:19,78389,4426312.0,,-3.796357063,-38.49939464,AVENIDA OLIVEIRA PAIVA,NONE,cvp,ROUBO A FARMÁCIA,,,Quinta-feira,False,True,,,,ROUBO A FARMÁCIA
2.0,17.0,,Arma de fogo,,Amontada,,Sim,2026-05-07,,,,16:50:00,78331,4426064.0,24.0,-3.0918545704,-39.5775494615,ESTR. SABIAGUABA,M,cvli,HOMICIDIO DOLOSO,,,Quinta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,14.0,,Arma de fogo,,Frecheirinha,,Sim,2026-05-07,,,,11:00:00,78333,4426069.0,17.0,-3.7707178794,-40.812739275,AVENIDA ANTÔNIO DAVI,M,cvli,HOMICIDIO DOLOSO,,,Quinta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-07,,,,08:40:38,78395,4426308.0,,-3.757811193,-38.5897183737,AVENIDA SENADOR FERNANDES TÁVORA,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Quinta-feira,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL
2.0,5.0,,,AEROPORTO,Fortaleza,,Sim,2026-05-07,,,,08:22:58,78397,4426307.0,,-3.759434476,-38.5648446255,RUA CEARÁ,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Quinta-feira,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL
2.0,16.0,,,,Crateús,,Sim,2026-05-07,,,,07:48:52,78393,4426342.0,,-5.425143522,-40.8573106091,ESTRADA MONTENEBO A ROSÁRIO,NONE,cvp,ROUBO A RESIDÊNCIA,,,Quinta-feira,False,True,,,,ROUBO A RESIDÊNCIA
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-07,,,,07:40:53,78398,4426306.0,,-3.7304172383,-38.5829657679,RUA ALCÂNTARA BILHAR,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,True,,,,ROUBO A PESSOA
2.0,1.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-07,,,,06:18:06,78399,4426304.0,,-3.7312674171,-38.5148865611,RUA JOÃO CORDEIRO,NONE,cvp,ROUBO A RESIDÊNCIA,,,Quinta-feira,False,True,,,,ROUBO A RESIDÊNCIA
2.0,9.0,,,BOM JARDIM,Fortaleza,,Sim,2026-05-07,,,,05:08:02,78400,4426303.0,,-3.8074067895,-38.5937806509,RUA CÔNEGO DE CASTRO,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,True,,,,ROUBO A PESSOA
2.0,19.0,,Arma branca,,Crato,,Sim,2026-05-07,,,,05:00:00,78329,4426068.0,31.0,-7.2316134753,-39.4247329327,RUA TREZE DE DEZEMBRO,M,cvli,HOMICIDIO DOLOSO,,,Quinta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,9.0,,,BOM JARDIM,Fortaleza,,Sim,2026-05-07,,,,04:55:16,78394,4426301.0,,-3.8172264498,-38.5978637645,RUA LUÍS GUEDES,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,True,,,,ROUBO A PESSOA
2.0,9.0,,,BOM JARDIM,Fortaleza,,Sim,2026-05-07,,,,04:46:33,78396,4426300.0,,-3.8208730785,-38.5976692401,RUA ANTÔNIO MONTEIRO,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,True,,,,ROUBO A PESSOA
2.0,17.0,,,,Bela Cruz,,Sim,2026-05-07,,,,02:33:47,78387,4426341.0,,-3.0538013349,-40.1655407262,RUA VICENTE,NONE,cvp,ROUBO A POSTO DE GASOLINA,,,Quinta-feira,False,True,,,,ROUBO A POSTO DE GASOLINA
2.0,12.0,,,CANINDEZINHO,Maracanaú,,Sim,2026-05-07,,,,01:46:25,78388,4426338.0,,-3.854349357,-38.5827218189,RUA SÃO JOSÉ,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Quinta-feira,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-06,,,,16:46:48,78381,4426295.0,,-3.7603349477,-38.5870405878,RUA ARACAJÚ,NONE,cvp,ROUBO A PESSOA,,,Quarta-feira,False,True,,,,ROUBO A PESSOA
2.0,8.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-06,,,,15:47:45,78380,4426293.0,,-3.7078851026,-38.568318371,COLONIA,NONE,cvp,ROUBO A PESSOA,,,Quarta-feira,False,True,,,,ROUBO A PESSOA
2.0,3.0,,,ANCURI,Fortaleza,,Sim,2026-05-06,,,,13:13:42,78385,4426292.0,,-3.8331239166,-38.5040022124,RODOVIA SANTOS DUMONT,NONE,cvp,ROUBO A PESSOA,,,Quarta-feira,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-06,,,,12:00:29,78384,4426290.0,,-3.7729886893,-38.5615389516,AVENIDA JOÃO PESSOA,NONE,cvp,ROUBO A PESSOA,,,Quarta-feira,False,True,,,,ROUBO A PESSOA
2.0,11.0,,,IPARANA,Caucaia,,Sim,2026-05-06,,,,11:29:43,78386,4426222.0,,-3.6764157847,-38.6675389922,RUA VIRGINIA PEREIRA,NONE,cvp,ROUBO A PESSOA,,,Quarta-feira,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROPORTO,Fortaleza,,Sim,2026-05-06,,,,11:18:23,78383,4426288.0,,-3.7865841707,-38.5734381739,RUA POLÔNIA,NONE,cvp,ROUBO A PESSOA,,,Quarta-feira,False,True,,,,ROUBO A PESSOA
2.0,17.0,,Arma de fogo,,Apuiarés,,Sim,2026-05-06,,,,11:10:00,78327,4426065.0,50.0,-3.9445774789,-39.4276394615,RUA MANOEL SOARES GUIMARÃES,M,cvli,HOMICIDIO DOLOSO,,,Quarta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,1.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-06,,,,10:31:45,78382,4426287.0,,-3.7364283976,-38.5069238244,AVENIDA BARÃO DE STUDART,NONE,cvp,ROUBO A FARMÁCIA,,,Quarta-feira,False,True,,,,ROUBO A FARMÁCIA
2.0,22.0,,Arma de fogo,,Parambu,,Sim,2026-05-06,,,,10:30:00,78328,4426078.0,38.0,-6.214433728,-40.6930877903,RUA LUÍS MOREIRA DE LIMA,M,cvli,HOMICIDIO DOLOSO,,,Quarta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,22.0,,Arma branca,,Mombaça,,Sim,2026-05-06,,,,05:30:00,78326,4426074.0,35.0,-5.7071474647,-39.5844444038,CE-363,M,cvli,HOMICIDIO DOLOSO,,,Quarta-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,10.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,23:56:24,78373,4426283.0,,-3.7486631323,-38.4973124756,AVENIDA SENADOR VIRGÍLIO TÁVORA,NONE,cvp,ROUBO A RESIDÊNCIA,,,Terça-feira,False,True,,,,ROUBO A RESIDÊNCIA
2.0,12.0,,,PARQUE PRESIDENTE VARGAS,Maracanaú,,Sim,2026-05-05,,,,21:22:01,78369,4426335.0,,-3.871152283,-38.6201572772,RUA 7,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,25.0,,Arma branca,ANCURI,Itaitinga,,Sim,2026-05-05,,,,19:52:00,78323,4426062.0,47.0,-3.9018908762,-38.5200000039,RUA LIZETE VANDERLEI,M,cvli,HOMICIDIO DOLOSO,,,Terça-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,25.0,,,CHOROZINHO,Chorozinho,,Sim,2026-05-05,,,,17:03:14,78371,4426224.0,,-4.2998000482,-38.4979076766,AVENIDA RAIMUNDO SIMPLÍCIO DE CARVALHO,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,16:56:14,78377,4426276.0,,-3.764058284,-38.5516168064,RUA EUSÉBIO DE QUEIRÓS,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,15.0,,Arma de fogo,,Boa Viagem,,Sim,2026-05-05,,,,15:53:00,78325,4426067.0,49.0,-5.1210378368,-39.7373420327,LADISLAU VIEIRA CARNEIRO,M,cvli,HOMICIDIO DOLOSO,,,Terça-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,7.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,14:21:29,78376,4426275.0,,-3.7843533786,-38.5008560871,RUA DESEMBARGADOR CARVALHO LIMA,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,10.0,,,ALDEOTA,Fortaleza,,Sim,2026-05-05,,,,12:39:19,78378,4426273.0,,-3.7412988092,-38.4762793114,RUA PEREIRA DE MIRANDA,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,9.0,,,CANINDEZINHO,Fortaleza,,Sim,2026-05-05,,,,10:26:29,78379,4426272.0,,-3.8379195804,-38.57477764,RUA DIREITA,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,20.0,,Arma branca,,Morada Nova,,Sim,2026-05-05,,,,10:00:00,78322,4426076.0,81.0,-4.8984042365,-38.388906275,ESTRADA SÍTIO CIRIDOR,F,cvli,HOMICIDIO DOLOSO,,,Terça-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,12.0,,,BOM JARDIM,Maracanaú,,Sim,2026-05-05,,,,09:38:48,78370,4426334.0,,-3.8378006802,-38.59401493,RUA DEZOITO,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,7.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,08:39:52,78374,4426270.0,,-3.7946192242,-38.4904541124,RUA PADRE JANUÁRIO CAMPOS,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Terça-feira,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL
2.0,12.0,,,BOM JARDIM,Maracanaú,,Sim,2026-05-05,,,,06:14:12,78316,4424365.0,,-3.8295834796,-38.5966670771,RUA JACARANDÁ,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,12.0,,,BOM JARDIM,Maracanaú,,Sim,2026-05-05,,,,06:14:12,78372,4426333.0,,-3.8295834796,-38.5966670771,RUA JACARANDÁ,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,3.0,,Arma de fogo,BARROSO,Fortaleza,,Sim,2026-05-05,,,,05:46:00,78324,4426059.0,41.0,-3.8205663011,-38.4747329327,CUMBUCA,M,cvli,HOMICIDIO DOLOSO,,,Terça-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,8.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-05,,,,05:27:32,78319,4424355.0,,-3.7244458578,-38.5838729032,RUA RIO PARAGUAI,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,8.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-05,,,,05:27:32,78375,4426269.0,,-3.7244458578,-38.5838729032,RUA RIO PARAGUAI,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,04:32:09,78317,4424354.0,,-3.7829759119,-38.5464339022,RUA ÁLVARES CABRAL,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,04:32:09,78367,4426268.0,,-3.7829759119,-38.5464339022,RUA ÁLVARES CABRAL,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,03:04:50,78318,4424353.0,,-3.738728013,-38.5320670727,RUA INTERNA,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,03:04:50,78366,4426267.0,,-3.738728013,-38.5320670727,RUA INTERNA,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-05,,,,01:39:34,78320,4424352.0,,-3.7787671209,-38.5823313218,RUA RISO DO PRADO,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-05,,,,01:39:34,78365,4426266.0,,-3.7787671209,-38.5823313218,RUA RISO DO PRADO,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,1.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,00:10:59,78321,4424350.0,,-3.7304156291,-38.5154501347,AVENIDA SANTOS DUMONT,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,1.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-05,,,,00:10:59,78368,4426264.0,,-3.7304156291,-38.5154501347,AVENIDA SANTOS DUMONT,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,True,,,,ROUBO A PESSOA
2.0,3.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-04,,,,20:15:43,78315,4424347.0,,-3.8180011774,-38.4975715207,AVENIDA FREI CIRILO,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,True,,,,ROUBO A PESSOA
2.0,16.0,,Arma de fogo,,Ipu,,Sim,2026-05-04,,,,13:40:00,77919,4424238.0,25.0,-4.3305341992,-40.715822575,CE-187,M,cvli,HOMICIDIO DOLOSO,,,Segunda-feira,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,3.0,,,ANCURI,Fortaleza,,Sim,2026-05-04,,,,10:37:36,78312,4424344.0,,-3.8310241101,-38.492598534,RUA DOUTOR PERGENTINO MAIA,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,True,,,,ROUBO A PESSOA
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-04,,,,03:51:27,78314,4424342.0,,-3.7364176096,-38.564704438,RUA TIPÓGRAFO SALES,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Segunda-feira,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL
2.0,19.0,,Arma de fogo,,Salitre,,Sim,2026-05-04,,,,03:00:00,77918,4424241.0,27.0,-7.2877245819,-40.443044875,CE-187,M,cvli,HOMICIDIO DOLOSO,,,Segunda-feira,False,True,,,1.0,HOMICIDIO DOLOSO
