agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature
2.0,7.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-04,,,,01:28:34,78313,4424341.0,,-3.7959738733,-38.48910872,AVENIDA OLIVEIRA PAIVA,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,True,,,,ROUBO A PESSOA
2.0,10.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-03,,,,23:16:19,78307,4424340.0,,-3.7468093771,-38.5127489276,AVENIDA RUI BARBOSA,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,10.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-03,,,,19:59:37,78311,4424338.0,,-3.7388810329,-38.4866632746,RUA JOAQUIM LIMA,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,22.0,,Arma de fogo,,Parambu,,Sim,2026-05-03,,,,18:20:00,77917,4424240.0,45.0,-6.2877564651,-40.7858440327,SERRA DOS BATISTAS,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,17.0,,Arma de fogo,,Itapajé,,Sim,2026-05-03,,,,17:52:00,77913,4424239.0,33.0,-3.6768234963,-39.5852871615,RUA CHICO FURNA,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,10.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-03,,,,15:54:04,78308,4424336.0,,-3.7443361429,-38.4772608143,RUA ARAGÃO FONTENELE,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,2.0,,Arma de fogo,BOM JARDIM,Fortaleza,,Sim,2026-05-03,,,,13:30:00,77914,4424234.0,22.0,-3.816683576,-38.6167350039,RUA ITAPOÃ,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,4.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-03,,,,08:18:32,78309,4424335.0,,-3.7312569536,-38.5368488513,RUA PRINCESA ISABEL,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,17.0,,,ITAPAJE,Itapajé,,Sim,2026-05-03,,,,06:36:23,78306,4424369.0,,-3.6848332464,-39.5854483158,RUA BACHAREL JOSÉ AIRTON ROCHA,NONE,cvp,ROUBO A CONDOMÍNIO,,,Domingo,False,True,,,,ROUBO A CONDOMÍNIO
2.0,14.0,,Arma de fogo,,Graça,,Sim,2026-05-03,,,,03:00:00,77916 | 77915,4424237.0,41.0,-4.1056767946,-40.8003554192,V5VX+PV LAPA,F,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-03,,,,00:16:15,78310,4424332.0,,-3.7546920953,-38.5289647913,RUA GRACILIANO RAMOS,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA
2.0,4.0,,,ALDEOTA,Fortaleza,,Sim,2026-05-02,,,,20:40:49,78299,4424331.0,,-3.7192284871,-38.5297473551,AVENIDA PRESIDENTE CASTELO BRANCO,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,1.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-02,,,,20:27:08,78300,4424330.0,,-3.7376478707,-38.497528943,RUA BARBOSA DE FREITAS,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,3.0,,,ANCURI,Fortaleza,,Sim,2026-05-02,,,,19:43:40,78301,4424329.0,,-3.834609407,-38.4917827806,RUA RAIMUNDO CARLOS RODRIGUES,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,10.0,,,ALDEOTA,Fortaleza,,Sim,2026-05-02,,,,14:31:35,78295,4424327.0,,-3.7125954069,-38.4662532184,RUA GENERAL MURILO BORGES,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,2.0,,,ANTONIO BEZERRA,Fortaleza,,Sim,2026-05-02,,,,13:30:37,78296,4424326.0,,-3.7634688407,-38.6116304931,RUA 1165,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,7.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-02,,,,11:57:27,78297,4424325.0,,-3.79522242,-38.5010723954,RUA ANTÔNIO DE CASTRO,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,14.0,,Arma de fogo,,Sobral,,Sim,2026-05-02,,,,09:50:00,77912,4424242.0,29.0,-3.6652260937,-40.3386684536,RUA JOÃO PAULO I,M,cvli,HOMICIDIO DOLOSO,,,Sábado,False,True,,,1.0,HOMICIDIO DOLOSO
2.0,14.0,,,,Sobral,,Sim,2026-05-02,,,,08:59:01,78302,4424374.0,,-4.1626859861,-40.7501953401,PRAÇA 09 DE JANEIRO,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,6.0,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-02,,,,06:59:49,78298,4424324.0,,-3.7597007196,-38.5874962178,RUA ARACAJÚ,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,12.0,,,PARQUE PRESIDENTE VARGAS,Maracanaú,,Sim,2026-05-02,,,,04:48:44,78305,4424362.0,,-3.8679003992,-38.626142121,RUA FERREIRA NETO,NONE,cvp,ROUBO A ESTABELECIMENTO DE ENSINO,,,Sábado,False,True,,,,ROUBO A ESTABELECIMENTO DE ENSINO
2.0,12.0,,,CANINDEZINHO,Maracanaú,,Sim,2026-05-02,,,,03:51:00,78304,4424361.0,,-3.8416913144,-38.5735145792,AVENIDA RADIALISTA JOÃO RAMOS,NONE,cvp,ROUBO A PESSOA,,,Sábado,False,True,,,,ROUBO A PESSOA
2.0,5.0,,,AEROLANDIA,Fortaleza,,Sim,2026-05-02,,,,00:56:03,78294,4424322.0,,-3.7434669136,-38.5400858831,RUA PADRE FRANCISCO PINTO,NONE,cvp,ROUBO A PESSOA C/ CONSTRANGIMENTO DA LIBERDADE,,,Sábado,False,True,,,,ROUBO A PESSOA C/ CONSTRANGIMENTO DA LIBERDADE
2.0,12.0,,,CANINDEZINHO,Maracanaú,,Sim,2026-05-02,,,,00:54:40,78303,4424360.0,,-3.8562522147,-38.588798479,AVENIDA DOUTOR MENDEL STEINBRUCH,NONE,cvp,ROUBO A POSTO DE GASOLINA,,,Sábado,False,True,,,,ROUBO A POSTO DE GASOLINA
