snapshot_generated_at,data_limit,source,scope,rank,name,name_normalized,region,territorial_level,risk_score,risk_level,confidence_pct,confidence_label,expressiveness_pct,expressiveness_label,recent_cvli_14d,recent_cvli_30d,historical_cvli,neural_score,tension_score,inclusion_score,calm_penalty,territorial_support_pct,historical_support_pct,live_support_pct,score_z,peer_percentile,dynamic_window_days,base_window_days,historical_fallback,trend,top_driver_1,top_driver_1_strength_pct,top_driver_2,top_driver_2_strength_pct,top_driver_3,top_driver_3_strength_pct,explainability_summary,leitura_rapida_gestor,por_que_importa_gestor,confianca_limites_gestor,expressividade_previsao_gestor,proxima_acao_gestor
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,1,MESSEJANA,MESSEJANA,fortaleza,bairro,72.12,crítico,54.8,muito baixa,93.3,muito alta,0,0,116.0,84.2,100.0,0.0,100.0,100.0,100.0,0.0,2.77,100.0,90,90,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,84.2,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 84.2% | Fallback histórico ativado: 55.0%,"MESSEJANA aparece na posição 1 de 109, com risco 72.1 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,2,PARQUE DOIS IRMAOS,PARQUE DOIS IRMAOS,fortaleza,bairro,71.33,crítico,65.9,baixa,92.5,muito alta,1,1,33.0,100.0,100.0,50.0,36.7,100.0,32.5,100.0,2.71,99.1,90,90,True,stable,Sinal neural do ST-GAT,100.0,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT: 100.0% | Tensão territorial: 100.0% | Fallback histórico ativado: 55.0%,"PARQUE DOIS IRMAOS aparece na posição 2 de 109, com risco 71.3 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de sinal neural do st-gat, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,3,BARRA DO CEARA,BARRA DO CEARA,fortaleza,bairro,70.13,alto,60.3,baixa,91.5,muito alta,0,1,137.0,72.9,100.0,0.0,63.3,100.0,100.0,50.0,2.64,98.1,90,90,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,72.9,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 72.9% | Fallback histórico ativado: 55.0%,"BARRA DO CEARA aparece na posição 3 de 109, com risco 70.1 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,4,BARROSO,BARROSO,fortaleza,bairro,66.66,alto,55.3,baixa,89.9,muito alta,0,0,72.0,73.3,100.0,0.0,100.0,100.0,100.0,0.0,2.41,97.2,90,90,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,73.3,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 73.3% | Fallback histórico ativado: 55.0%,"BARROSO aparece na posição 4 de 109, com risco 66.7 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,5,MONDUBIM,MONDUBIM,fortaleza,bairro,65.39,alto,55.4,baixa,88.9,muito alta,0,0,92.0,70.8,100.0,0.0,100.0,100.0,100.0,0.0,2.32,96.3,90,90,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,70.8,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 70.8% | Fallback histórico ativado: 55.0%,"MONDUBIM aparece na posição 5 de 109, com risco 65.4 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,6,SIQUEIRA,SIQUEIRA,fortaleza,bairro,62.96,alto,55.5,baixa,87.6,muito alta,0,0,103.0,65.9,100.0,0.0,100.0,100.0,100.0,0.0,2.16,95.4,90,90,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,65.9,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 65.9% | Fallback histórico ativado: 55.0%,"SIQUEIRA aparece na posição 6 de 109, com risco 63.0 e nível alto; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,7,JOSE WALTER,JOSE WALTER,fortaleza,bairro,62.88,alto,55.6,baixa,87.0,muito alta,0,0,102.0,65.8,100.0,0.0,100.0,100.0,100.0,0.0,2.16,94.4,90,90,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,65.8,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 65.8% | Fallback histórico ativado: 55.0%,"JOSE WALTER aparece na posição 7 de 109, com risco 62.9 e nível alto; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,8,PLANALTO AYRTON SENNA,PLANALTO AYRTON SENNA,fortaleza,bairro,60.51,alto,55.7,baixa,85.7,muito alta,0,0,94.0,61.0,100.0,0.0,100.0,100.0,100.0,0.0,2.0,93.5,90,90,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,61.0,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 61.0% | Fallback histórico ativado: 55.0%,"PLANALTO AYRTON SENNA aparece na posição 8 de 109, com risco 60.5 e nível alto; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,9,JOSE DE ALENCAR,JOSE DE ALENCAR,fortaleza,bairro,56.74,alto,64.9,baixa,84.0,alta,0,2,44.0,83.5,100.0,0.0,50.0,100.0,60.0,100.0,1.75,92.6,90,90,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,83.5,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 83.5% | Fallback histórico ativado: 55.0%,"JOSE DE ALENCAR aparece na posição 9 de 109, com risco 56.7 e nível alto; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 2 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-10T13:19:01,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,10,PEDRAS,PEDRAS,fortaleza,bairro,56.49,alto,55.7,baixa,83.3,alta,0,0,81.0,53.0,100.0,0.0,100.0,100.0,100.0,0.0,1.73,91.7,90,90,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,53.0,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 53.0%,"PEDRAS aparece na posição 10 de 109, com risco 56.5 e nível alto; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
