agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature,ais_original,regiao_risp
2.0,AIS 19,,,PRAIA DO FUTURO I,FORTALEZA,,Sim,2026-06-08,,,,7:47:18,80214,4440348.0,,-3.7463690476,-38.4525571483,AVENIDA CÉSAR CALS,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,True,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 19,,,DIONISIO TORRES,FORTALEZA,,Sim,2026-06-08,,,,6:06:46,80215,4440347.0,,-3.7489785576,-38.5029451761,RUA FRANCISCO HOLANDA,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,True,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 05,,,JOSE BONIFACIO,FORTALEZA,,Sim,2026-06-08,,,,3:51:11,80212,4440345.0,,-3.7410808982,-38.5257599894,RUA SOUSA GIRÃO,NONE,cvp,ROUBO APLICATIVO DE TRANSPORTE,,,Segunda-feira,False,True,,,,ROUBO APLICATIVO DE TRANSPORTE,,CAPITAL OESTE
2.0,AIS 08,,,ALDEOTA,FORTALEZA,,Sim,2026-06-08,,,,2:18:47,80217,4440344.0,,-3.7327136909,-38.5067731657,RUA DOUTOR JOSÉ LOURENÇO,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,True,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 08,,,ALDEOTA,FORTALEZA,,Sim,2026-06-08,,,,2:17:13,80216,4440343.0,,-3.7311305951,-38.5076811602,AVENIDA RUI BARBOSA,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,True,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 05,,,PARANGABA,FORTALEZA,,Sim,2026-06-08,,,,1:10:50,80213,4440342.0,,-3.7811118192,-38.5699225784,RUA CÔNEGO DE CASTRO,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Segunda-feira,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL,,CAPITAL OESTE
2.0,AIS 31,,Arma de fogo,,SOLONOPOLE,,Sim,2026-06-07,,,,8:30:00,80146,4440113.0,28.0,-5.7536627503,-39.1400150766,ESTRADA SEM NOME,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,,HOMICIDIO DOLOSO,,SUDESTE
2.0,AIS 19,,,DIONISIO TORRES,FORTALEZA,,Sim,2026-06-07,,,,5:15:25,80208,4440334.0,,-3.7469900926,-38.4931487373,RUA MONSENHOR CATÃO,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 23,,Arma de fogo,,TRAIRI,,Sim,2026-06-07,,,,4:00:00,80144,4440115.0,34.0,-3.2188353372,-39.369155975,RUA ALAGADICO,M,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,,HOMICIDIO DOLOSO,,RMF OESTE
2.0,AIS 07,,,,CARIRE,,Sim,2026-06-07,,,,21:03:55,80211,4440377.0,,-3.9492214982,-40.4737295948,RUA CEFISA AGUIAR,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,NORTE
2.0,AIS 30,,Arma de fogo,,PARAMBU,,Sim,2026-06-07,,,,1:00:00,80148,4440107.0,23.0,-6.0275793244,-40.5837029207,RUA ANTÔNIO WILAME TOMAZ NORONHA,F,cvli,HOMICIDIO DOLOSO,,,Domingo,False,True,,,,HOMICIDIO DOLOSO,,SUDESTE
