agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature,ais_original,regiao_risp
2.0,AIS 19,,,PAPICU,FORTALEZA,,Sim,2026-06-23,,,,9:23:42,80800,4447870.0,,-3.7416043003,-38.4750548405,RUA DESEMBARGADOR LAURO NOGUEIRA,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 02,,Arma branca,,JUAZEIRO DO NORTE,,Sim,2026-06-23,,,,7:34:00,80573,4448128.0,23.0,-7.2355067626,-39.340011775,MUTIRÃO,M,cvli,HOMICIDIO DOLOSO,,,Terça-feira,False,False,,,,HOMICIDIO DOLOSO,,SUL
2.0,AIS 19,,,JOAQUIM TAVORA,FORTALEZA,,Sim,2026-06-23,,,,6:15:28,80799,4447867.0,,-3.738881902,-38.5197277727,RUA NOGUEIRA ACIOLI,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 20,,,MANOEL SATIRO,FORTALEZA,,Sim,2026-06-23,,,,5:52:07,80796,4447866.0,,-3.808435257,-38.5894897593,TRAVESSA JOSÉ ONOFRE,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 17,,Arma de fogo,CONJUNTO CEARA I,FORTALEZA,,Sim,2026-06-23,,,,17:17:00,80572,4448086.0,49.0,-3.7685296456,-38.6041502829,AVENIDA A,M,cvli,HOMICIDIO DOLOSO,,,Terça-feira,False,False,,,,HOMICIDIO DOLOSO,,CAPITAL OESTE
2.0,AIS 16,,Arma de fogo,ANCURI,ITAITINGA,,Sim,2026-06-23,,,,14:59:00,80571,4448100.0,39.0,-3.9068252645,-38.5146380326,RUA S,M,cvli,HOMICIDIO DOLOSO,,,Terça-feira,False,False,,,,HOMICIDIO DOLOSO,,CAPITAL LESTE
2.0,AIS 18,,,CENTRO,FORTALEZA,,Sim,2026-06-23,,,,10:13:45,80797,4447872.0,,-3.721440835,-38.5206972952,RUA DRAGÃO DO MAR,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 20,,,CONJUNTO ESPERANCA,FORTALEZA,,Sim,2026-06-23,,,,10:08:58,80798,4447871.0,,-3.8151333758,-38.5893991315,AVENIDA PENETRAÇÃO OESTE,NONE,cvp,ROUBO A PESSOA,,,Terça-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 08,,,PRAIA DE IRACEMA,FORTALEZA,,Sim,2026-06-22,,,,8:30:27,80793,4447853.0,,-3.723265449,-38.5150979775,RUA DOS GUANACÊS,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Segunda-feira,False,False,,,,ROUBO A ESTABELECIMENTO COMERCIAL,,CAPITAL LESTE
2.0,AIS 11,,Arma branca,,IBIAPINA,,Sim,2026-06-22,,,,8:00:00,80569,4448117.0,46.0,-3.992205782,-41.038975375,ESTRADA DE ALGODÃO,M,cvli,HOMICIDIO DOLOSO,,,Segunda-feira,False,False,,,,HOMICIDIO DOLOSO,,NORDESTE
