snapshot_generated_at,data_limit,source,scope,rank,name,name_normalized,region,territorial_level,risk_score,risk_level,confidence_pct,confidence_label,expressiveness_pct,expressiveness_label,recent_cvli_14d,recent_cvli_30d,historical_cvli,neural_score,tension_score,inclusion_score,calm_penalty,territorial_support_pct,historical_support_pct,live_support_pct,score_z,peer_percentile,dynamic_window_days,base_window_days,historical_fallback,trend,top_driver_1,top_driver_1_strength_pct,top_driver_2,top_driver_2_strength_pct,top_driver_3,top_driver_3_strength_pct,explainability_summary,leitura_rapida_gestor,por_que_importa_gestor,confianca_limites_gestor,expressividade_previsao_gestor,proxima_acao_gestor
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,1,BARROSO,BARROSO,fortaleza,bairro,98.33,crítico,78.0,moderada,100.0,muito alta,2,2,195.0,100.0,100.0,100.0,16.7,100.0,100.0,100.0,5.31,100.0,14,14,True,stable,Atividade recente e vizinhança,100.0,Sinal neural do ST-GAT,100.0,Tensão territorial,100.0,Atividade recente e vizinhança: 100.0% | Sinal neural do ST-GAT: 100.0% | Tensão territorial: 100.0%,"BARROSO aparece na posição 1 de 122, com risco 98.3 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de atividade recente e vizinhança, com suporte territorial de 100.0% e 2 registros recentes na janela de 30 dias.","Leitura consistente, mas ainda pede validação operacional pontual.",O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,2,JANGURUSSU,JANGURUSSU,fortaleza,bairro,65.95,alto,65.5,baixa,94.4,muito alta,1,1,210.0,44.6,100.0,50.0,13.3,100.0,100.0,100.0,3.1,99.2,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Atividade recente e vizinhança,50.0,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Atividade recente e vizinhança: 50.0%,"JANGURUSSU aparece na posição 2 de 122, com risco 66.0 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,3,CURIO,CURIO,fortaleza,bairro,64.1,alto,65.7,baixa,93.2,muito alta,0,2,151.0,57.5,100.0,0.0,46.7,100.0,100.0,100.0,2.97,98.3,14,14,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,57.5,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 57.5% | Fallback histórico ativado: 55.0%,"CURIO aparece na posição 3 de 122, com risco 64.1 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 2 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,4,MESSEJANA,MESSEJANA,fortaleza,bairro,55.8,alto,55.7,baixa,90.0,muito alta,0,0,174.0,40.9,100.0,0.0,46.7,100.0,100.0,0.0,2.4,97.5,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,40.9,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 40.9%,"MESSEJANA aparece na posição 4 de 122, com risco 55.8 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,5,PARQUE IRACEMA,PARQUE IRACEMA,fortaleza,bairro,53.32,alto,48.7,muito baixa,88.7,muito alta,0,0,54.0,82.0,85.0,0.0,46.7,85.0,85.0,0.0,2.23,96.7,14,14,True,stable,Tensão territorial,85.0,Sinal neural do ST-GAT,82.0,Fallback histórico ativado,55.0,Tensão territorial: 85.0% | Sinal neural do ST-GAT: 82.0% | Fallback histórico ativado: 55.0%,"PARQUE IRACEMA aparece na posição 5 de 122, com risco 53.3 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 85.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,6,BARRA DO CEARA,BARRA DO CEARA,fortaleza,bairro,50.37,moderado,55.4,baixa,87.3,muito alta,0,0,213.0,30.1,100.0,0.0,46.7,100.0,100.0,0.0,2.03,95.9,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,30.1,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 30.1%,"BARRA DO CEARA aparece na posição 6 de 122, com risco 50.4 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,7,GRANJA LISBOA,GRANJA LISBOA,fortaleza,bairro,49.8,moderado,55.4,baixa,86.6,muito alta,0,0,178.0,28.9,100.0,0.0,46.7,100.0,100.0,0.0,1.99,95.0,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,28.9,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 28.9%,"GRANJA LISBOA aparece na posição 7 de 122, com risco 49.8 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,8,CRISTO REDENTOR,CRISTO REDENTOR,fortaleza,bairro,48.57,moderado,55.3,baixa,85.7,muito alta,0,0,153.0,26.5,100.0,0.0,46.7,100.0,100.0,0.0,1.91,94.2,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,26.5,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 26.5%,"CRISTO REDENTOR aparece na posição 8 de 122, com risco 48.6 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,9,SIQUEIRA,SIQUEIRA,fortaleza,bairro,46.82,moderado,60.2,baixa,84.6,alta,0,1,140.0,23.0,100.0,0.0,46.7,100.0,100.0,50.0,1.79,93.4,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,23.0,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 23.0%,"SIQUEIRA aparece na posição 9 de 122, com risco 46.8 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-05-23T08:13:28,2026-05-20,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,10,JOSE WALTER,JOSE WALTER,fortaleza,bairro,46.51,moderado,55.1,baixa,84.1,alta,0,0,154.0,22.4,100.0,0.0,46.7,100.0,100.0,0.0,1.77,92.6,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,22.4,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 22.4%,"JOSE WALTER aparece na posição 10 de 122, com risco 46.5 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
