snapshot_generated_at,data_limit,source,scope,rank,name,name_normalized,region,territorial_level,risk_score,risk_level,confidence_pct,confidence_label,expressiveness_pct,expressiveness_label,recent_cvli_14d,recent_cvli_30d,historical_cvli,neural_score,tension_score,inclusion_score,calm_penalty,territorial_support_pct,historical_support_pct,live_support_pct,score_z,peer_percentile,dynamic_window_days,base_window_days,historical_fallback,trend,top_driver_1,top_driver_1_strength_pct,top_driver_2,top_driver_2_strength_pct,top_driver_3,top_driver_3_strength_pct,explainability_summary,leitura_rapida_gestor,por_que_importa_gestor,confianca_limites_gestor,expressividade_previsao_gestor,proxima_acao_gestor
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,1,BARRA DO CEARA,BARRA DO CEARA,fortaleza,bairro,87.57,crítico,66.3,baixa,100.0,muito alta,1,1,136.0,93.8,100.0,50.0,43.3,100.0,100.0,100.0,4.84,100.0,14,14,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,93.8,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 93.8% | Fallback histórico ativado: 55.0%,"BARRA DO CEARA aparece na posição 1 de 109, com risco 87.6 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,2,BONSUCESSO,BONSUCESSO,fortaleza,bairro,70.67,alto,65.9,baixa,97.1,muito alta,1,1,48.0,100.0,100.0,50.0,43.3,100.0,70.0,100.0,3.68,99.1,14,14,True,stable,Sinal neural do ST-GAT,100.0,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT: 100.0% | Tensão territorial: 100.0% | Fallback histórico ativado: 55.0%,"BONSUCESSO aparece na posição 2 de 109, com risco 70.7 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de sinal neural do st-gat, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,3,ANCURI,ANCURI,fortaleza,bairro,53.12,alto,65.2,baixa,90.7,muito alta,0,2,34.0,75.6,100.0,0.0,46.7,100.0,35.0,100.0,2.48,98.1,14,14,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,75.6,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 75.6% | Fallback histórico ativado: 55.0%,"ANCURI aparece na posição 3 de 109, com risco 53.1 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 2 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,4,MONDUBIM,MONDUBIM,fortaleza,bairro,51.27,alto,55.5,baixa,89.6,muito alta,0,0,92.0,31.9,100.0,0.0,46.7,100.0,100.0,0.0,2.35,97.2,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,31.9,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 31.9%,"MONDUBIM aparece na posição 4 de 109, com risco 51.3 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,5,JOSE WALTER,JOSE WALTER,fortaleza,bairro,48.85,moderado,55.3,baixa,88.3,muito alta,0,0,102.0,27.0,100.0,0.0,46.7,100.0,100.0,0.0,2.18,96.3,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,27.0,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 27.0%,"JOSE WALTER aparece na posição 5 de 109, com risco 48.9 e nível moderado; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,6,MESSEJANA,MESSEJANA,fortaleza,bairro,47.28,moderado,55.2,baixa,87.2,muito alta,0,0,115.0,23.9,100.0,0.0,46.7,100.0,100.0,0.0,2.08,95.4,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,23.9,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 23.9%,"MESSEJANA aparece na posição 6 de 109, com risco 47.3 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,7,BARROSO,BARROSO,fortaleza,bairro,44.83,moderado,55.0,baixa,85.8,muito alta,0,0,72.0,19.0,100.0,0.0,46.7,100.0,100.0,0.0,1.91,94.4,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,19.0,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 19.0%,"BARROSO aparece na posição 7 de 109, com risco 44.8 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,8,SAO BENTO,SAO BENTO,fortaleza,bairro,44.8,moderado,65.8,baixa,85.2,muito alta,1,1,19.0,48.3,100.0,50.0,43.3,100.0,0.0,100.0,1.91,93.5,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Atividade recente e vizinhança,50.0,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Atividade recente e vizinhança: 50.0%,"SAO BENTO aparece na posição 8 de 109, com risco 44.8 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,9,ALTO ALEGRE,ALTO ALEGRE,fortaleza,bairro,43.5,moderado,54.9,muito baixa,84.3,alta,0,0,125.0,16.3,100.0,0.0,46.7,100.0,100.0,0.0,1.82,92.6,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,16.3,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 16.3%,"ALTO ALEGRE aparece na posição 9 de 109, com risco 43.5 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-05T16:42:13,2026-06-02,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,10,PLANALTO AYRTON SENNA,PLANALTO AYRTON SENNA,fortaleza,bairro,42.74,moderado,54.8,muito baixa,83.5,alta,0,0,94.0,14.8,100.0,0.0,46.7,100.0,100.0,0.0,1.76,91.7,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,14.8,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 14.8%,"PLANALTO AYRTON SENNA aparece na posição 10 de 109, com risco 42.7 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
