snapshot_generated_at,data_limit,source,scope,rank,name,name_normalized,region,territorial_level,risk_score,risk_level,confidence_pct,confidence_label,expressiveness_pct,expressiveness_label,recent_cvli_14d,recent_cvli_30d,historical_cvli,neural_score,tension_score,inclusion_score,calm_penalty,territorial_support_pct,historical_support_pct,live_support_pct,score_z,peer_percentile,dynamic_window_days,base_window_days,historical_fallback,trend,top_driver_1,top_driver_1_strength_pct,top_driver_2,top_driver_2_strength_pct,top_driver_3,top_driver_3_strength_pct,explainability_summary,leitura_rapida_gestor,por_que_importa_gestor,confianca_limites_gestor,expressividade_previsao_gestor,proxima_acao_gestor
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,1,PARQUE DOIS IRMAOS,PARQUE DOIS IRMAOS,fortaleza,bairro,71.33,crítico,65.9,baixa,98.8,muito alta,1,1,33.0,100.0,100.0,50.0,36.7,100.0,32.5,100.0,3.92,100.0,14,14,True,stable,Sinal neural do ST-GAT,100.0,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT: 100.0% | Tensão territorial: 100.0% | Fallback histórico ativado: 55.0%,"PARQUE DOIS IRMAOS aparece na posição 1 de 109, com risco 71.3 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de sinal neural do st-gat, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,2,ALVARO WEYNE,ALVARO WEYNE,fortaleza,bairro,59.07,alto,66.9,baixa,94.4,muito alta,1,1,27.0,76.8,100.0,50.0,43.3,100.0,17.5,100.0,3.12,99.1,14,14,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,76.8,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 76.8% | Fallback histórico ativado: 55.0%,"ALVARO WEYNE aparece na posição 2 de 109, com risco 59.1 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,3,BARRA DO CEARA,BARRA DO CEARA,fortaleza,bairro,56.95,alto,60.7,baixa,93.2,muito alta,0,1,137.0,43.2,100.0,0.0,46.7,100.0,100.0,50.0,2.98,98.1,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,43.2,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 43.2%,"BARRA DO CEARA aparece na posição 3 de 109, com risco 57.0 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,4,BARROSO,BARROSO,fortaleza,bairro,50.15,moderado,55.4,baixa,90.5,muito alta,0,0,72.0,29.6,100.0,0.0,46.7,100.0,100.0,0.0,2.54,97.2,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,29.6,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 29.6%,"BARROSO aparece na posição 4 de 109, com risco 50.1 e nível moderado; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,5,JOSE DE ALENCAR,JOSE DE ALENCAR,fortaleza,bairro,47.49,moderado,65.6,baixa,89.1,muito alta,0,2,44.0,64.3,100.0,0.0,46.7,100.0,60.0,100.0,2.37,96.3,14,14,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,64.3,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 64.3% | Fallback histórico ativado: 55.0%,"JOSE DE ALENCAR aparece na posição 5 de 109, com risco 47.5 e nível moderado; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 2 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,6,MONDUBIM,MONDUBIM,fortaleza,bairro,40.04,moderado,54.5,muito baixa,86.3,muito alta,0,0,92.0,9.4,100.0,0.0,46.7,100.0,100.0,0.0,1.88,95.4,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,9.4,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 9.4%,"MONDUBIM aparece na posição 6 de 109, com risco 40.0 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,7,ALTO ALEGRE,ALTO ALEGRE,fortaleza,bairro,39.89,moderado,54.5,muito baixa,85.6,muito alta,0,0,125.0,9.1,100.0,0.0,46.7,100.0,100.0,0.0,1.87,94.4,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,9.1,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 9.1%,"ALTO ALEGRE aparece na posição 7 de 109, com risco 39.9 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,8,JOAO,JOAO,fortaleza,bairro,39.82,moderado,44.0,muito baixa,85.1,muito alta,0,1,10.0,69.0,50.0,0.0,46.7,50.0,0.0,50.0,1.87,93.5,14,14,True,stable,Sinal neural do ST-GAT,69.0,Fallback histórico ativado,55.0,Tensão territorial,50.0,Sinal neural do ST-GAT: 69.0% | Fallback histórico ativado: 55.0% | Tensão territorial: 50.0%,"JOAO aparece na posição 8 de 109, com risco 39.8 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de sinal neural do st-gat, com suporte territorial de 50.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,9,JOSE WALTER,JOSE WALTER,fortaleza,bairro,38.74,moderado,54.3,muito baixa,84.2,alta,0,0,102.0,6.8,100.0,0.0,46.7,100.0,100.0,0.0,1.79,92.6,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,6.8,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 6.8%,"JOSE WALTER aparece na posição 9 de 109, com risco 38.7 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T14:11:30,2026-06-08,src/core/orchestrator.py:get_combined_risk,fortaleza_bairros_top30,10,SIQUEIRA,SIQUEIRA,fortaleza,bairro,37.47,moderado,54.1,muito baixa,83.2,alta,0,0,103.0,4.3,100.0,0.0,46.7,100.0,100.0,0.0,1.71,91.7,14,14,True,stable,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,4.3,Tensão territorial: 100.0% | Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 4.3%,"SIQUEIRA aparece na posição 10 de 109, com risco 37.5 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
