snapshot_generated_at,data_limit,source,scope,rank,name,name_normalized,region,territorial_level,risk_score,risk_level,confidence_pct,confidence_label,expressiveness_pct,expressiveness_label,recent_cvli_14d,recent_cvli_30d,historical_cvli,neural_score,tension_score,inclusion_score,calm_penalty,territorial_support_pct,historical_support_pct,live_support_pct,score_z,peer_percentile,dynamic_window_days,base_window_days,historical_fallback,trend,top_driver_1,top_driver_1_strength_pct,top_driver_2,top_driver_2_strength_pct,top_driver_3,top_driver_3_strength_pct,explainability_summary,leitura_rapida_gestor,por_que_importa_gestor,confianca_limites_gestor,expressividade_previsao_gestor,proxima_acao_gestor
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,1,SOBRAL,SOBRAL,interior,cidade,95.97,crítico,99.0,alta,96.9,muito alta,3,4,386.0,98.4,100.0,100.0,13.3,100.0,100.0,100.0,3.51,100.0,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,100.0,Sinal Poisson do ranking operacional,98.4,Tensão territorial: 100.0% | Atividade recente e vizinhança: 100.0% | Sinal Poisson do ranking operacional: 98.4%,"SOBRAL aparece na posição 1 de 50, com risco 96.0 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 4 registros recentes na janela de 30 dias.",Leitura com boa sustentação dos sinais atuais.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,2,JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,interior,cidade,95.45,crítico,99.0,alta,95.5,muito alta,2,4,318.0,100.0,100.0,100.0,20.0,100.0,100.0,100.0,3.49,98.0,14,14,False,stable,Sinal Poisson do ranking operacional,100.0,Tensão territorial,100.0,Atividade recente e vizinhança,100.0,Sinal Poisson do ranking operacional: 100.0% | Tensão territorial: 100.0% | Atividade recente e vizinhança: 100.0%,"JUAZEIRO DO NORTE aparece na posição 2 de 50, com risco 95.5 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de sinal poisson do ranking operacional, com suporte territorial de 100.0% e 4 registros recentes na janela de 30 dias.",Leitura com boa sustentação dos sinais atuais.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,3,ITAPIPOCA,ITAPIPOCA,interior,cidade,51.8,alto,89.6,alta,84.9,alta,2,4,195.0,26.5,100.0,100.0,6.7,100.0,100.0,100.0,1.54,95.9,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,100.0,CVLI recente na janela de 30 dias,80.0,Tensão territorial: 100.0% | Atividade recente e vizinhança: 100.0% | CVLI recente na janela de 30 dias: 80.0%,"ITAPIPOCA aparece na posição 3 de 50, com risco 51.8 e nível alto; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 4 registros recentes na janela de 30 dias.",Leitura com boa sustentação dos sinais atuais.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,4,MORADA NOVA,MORADA NOVA,interior,cidade,50.03,moderado,84.2,moderada,83.3,alta,2,3,150.0,24.0,100.0,100.0,10.0,100.0,100.0,100.0,1.46,93.9,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,100.0,CVLI recente na janela de 30 dias,60.0,Tensão territorial: 100.0% | Atividade recente e vizinhança: 100.0% | CVLI recente na janela de 30 dias: 60.0%,"MORADA NOVA aparece na posição 4 de 50, com risco 50.0 e nível moderado; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 3 registros recentes na janela de 30 dias.","Leitura consistente, mas ainda pede validação operacional pontual.","O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,5,BOA VIAGEM,BOA VIAGEM,interior,cidade,47.01,moderado,83.5,moderada,81.4,alta,2,3,118.0,18.9,100.0,100.0,6.7,100.0,100.0,100.0,1.32,91.8,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,100.0,CVLI recente na janela de 30 dias,60.0,Tensão territorial: 100.0% | Atividade recente e vizinhança: 100.0% | CVLI recente na janela de 30 dias: 60.0%,"BOA VIAGEM aparece na posição 5 de 50, com risco 47.0 e nível moderado; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 3 registros recentes na janela de 30 dias.","Leitura consistente, mas ainda pede validação operacional pontual.","O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,6,AMONTADA,AMONTADA,interior,cidade,45.15,moderado,88.3,alta,79.8,alta,2,5,141.0,17.0,100.0,100.0,23.3,100.0,100.0,100.0,1.24,89.8,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,100.0,CVLI recente na janela de 30 dias,100.0,Tensão territorial: 100.0% | Atividade recente e vizinhança: 100.0% | CVLI recente na janela de 30 dias: 100.0%,"AMONTADA aparece na posição 6 de 50, com risco 45.1 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 5 registros recentes na janela de 30 dias.",Leitura com boa sustentação dos sinais atuais.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,7,LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,interior,cidade,44.17,moderado,82.9,moderada,78.4,alta,2,3,100.0,14.4,100.0,100.0,6.7,100.0,100.0,100.0,1.19,87.8,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,100.0,CVLI recente na janela de 30 dias,60.0,Tensão territorial: 100.0% | Atividade recente e vizinhança: 100.0% | CVLI recente na janela de 30 dias: 60.0%,"LIMOEIRO DO NORTE aparece na posição 7 de 50, com risco 44.2 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 3 registros recentes na janela de 30 dias.","Leitura consistente, mas ainda pede validação operacional pontual.","O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,8,ITAPIUNA,ITAPIUNA,interior,cidade,38.01,moderado,81.6,moderada,75.8,alta,2,3,45.0,4.9,100.0,100.0,16.7,100.0,62.5,100.0,0.92,85.7,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,100.0,CVLI recente na janela de 30 dias,60.0,Tensão territorial: 100.0% | Atividade recente e vizinhança: 100.0% | CVLI recente na janela de 30 dias: 60.0%,"ITAPIUNA aparece na posição 8 de 50, com risco 38.0 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 3 registros recentes na janela de 30 dias.","Leitura consistente, mas ainda pede validação operacional pontual.","O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,9,CRATO,CRATO,interior,cidade,36.28,moderado,80.6,moderada,74.3,alta,1,2,181.0,24.6,100.0,50.0,40.0,100.0,100.0,100.0,0.84,83.7,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,50.0,CVLI recente na janela de 30 dias,40.0,Tensão territorial: 100.0% | Atividade recente e vizinhança: 50.0% | CVLI recente na janela de 30 dias: 40.0%,"CRATO aparece na posição 9 de 50, com risco 36.3 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 2 registros recentes na janela de 30 dias.","Leitura consistente, mas ainda pede validação operacional pontual.","O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-16T16:05:48,2026-06-15,src/core/orchestrator.py:get_combined_risk,cities_interior_top30,10,QUIXADA,QUIXADA,interior,cidade,35.33,moderado,75.1,moderada,72.8,alta,1,1,147.0,20.0,100.0,50.0,3.3,100.0,100.0,100.0,0.8,81.6,14,14,False,stable,Tensão territorial,100.0,Atividade recente e vizinhança,50.0,CVLI recente na janela de 30 dias,20.0,Tensão territorial: 100.0% | Atividade recente e vizinhança: 50.0% | CVLI recente na janela de 30 dias: 20.0%,"QUIXADA aparece na posição 10 de 50, com risco 35.3 e nível moderado; é prioridade alta de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 1 registros recentes na janela de 30 dias.","Leitura consistente, mas ainda pede validação operacional pontual.","O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
