agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature,ais_original,regiao_risp
2.0,AIS 05,,,FATIMA,FORTALEZA,,Sim,2026-06-12,,,,6:21:41,80353,4442044.0,,-3.7561597413,-38.5249925094,AVENIDA EDUARDO GIRÃO,NONE,cvp,ROUBO A PESSOA,,,Sexta-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 18,,,PIRAMBU,FORTALEZA,,Sim,2026-06-12,,,,1:59:51,80352,4442043.0,,-3.7111465376,-38.557953013,RUA LUCAS PINTO,NONE,cvp,ROUBO A PESSOA,,,Sexta-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 04,,,,TURURU,,Sim,2026-06-11,,,,2:29:41,80341,4442096.0,,-3.6052431698,-39.435701894,AVENIDA JOÃO AMARO,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,,,,ROUBO A PESSOA,,NORDESTE
2.0,AIS 05,,,PARANGABA,FORTALEZA,,Sim,2026-06-11,,,,23:47:56,80346,4442042.0,,-3.7779642352,-38.5572262211,RUA OXALÁ,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 03,,Arma de fogo,,SOBRAL,,Sim,2026-06-11,,,,23:00:00,80236,4441665.0,42.0,-3.674890515,-40.3450119343,AVENIDA JOSÉ FIGUEIREDO DE PAULA PESSOA,M,cvli,HOMICIDIO DOLOSO,,,Quinta-feira,False,False,,,,HOMICIDIO DOLOSO,,NORTE
2.0,AIS 18,,,CENTRO,FORTALEZA,,Sim,2026-06-11,,,,22:49:05,80349,4442041.0,,-3.7356678423,-38.5254041204,RUA CONSELHEIRO TRISTÃO,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 11,,Arma de fogo,,VICOSA DO CEARA,,Sim,2026-06-11,,,,1:30:00,80237,4441673.0,21.0,-3.6093587359,-41.0642096208,SITIO JAGUARIBÉ I,M,cvli,HOMICIDIO DOLOSO,,,Quinta-feira,False,False,,,,HOMICIDIO DOLOSO,,NORDESTE
2.0,,,,JANGURURSSU,FORTALEZA,,Sim,2026-06-11,,,,19:33:28,80350,4442039.0,,-3.8378235673,-38.518120498,RUA 5,NONE,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,,,,ROUBO A PESSOA,,
2.0,AIS 08,,,ALDEOTA,FORTALEZA,,Sim,2026-06-11,,,,15:55:40,80351,4442037.0,,-3.7358399225,-38.4964459004,RUA MARIA TOMÁSIA,NONE,cvp,ROUBO A COLETIVO,,,Quinta-feira,False,False,,,,ROUBO A COLETIVO,,CAPITAL LESTE
2.0,AIS 06,,,ANTONIO BEZERRA,FORTALEZA,,Sim,2026-06-11,,,,12:42:36,80347,4442036.0,,-3.7434412668,-38.591310511,RUA HUGO VÍTOR,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Quinta-feira,False,False,,,,ROUBO A ESTABELECIMENTO COMERCIAL,,CAPITAL OESTE
