micronodo,area_oficial,faction,lat,long
Grossos - Várzea Alegre,VÁRZEA ALEGRE,TCP/GDE,-6.774925,-39.292127
Zezinho da costa - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.793237,-39.29313
José Dodô ,ASSARÉ,TCP/GDE,-6.870791,-39.877993
Parque de Vaquejada,ASSARÉ,TCP/GDE,-6.868734,-39.869192
Planalto dos lemos - Cedro,CEDRO,TCP/GDE,-6.627306,-39.060044
Bairro de Fátima - Cedro,CEDRO,TCP/GDE,-6.606911,-39.06282
Pega Avoante - Cedro,CEDRO,TCP/GDE,-6.613152,-39.061776
Jardim Afonso Celso - Cedro,CEDRO,TCP/GDE,-6.593174,-39.068235
Divisão - Cedro ,CEDRO,TCP/GDE,-6.61247,-39.060059
Prado - Cedro,CEDRO,TCP/GDE,-6.602969,-39.058511
Açude - Cedro,CEDRO,TCP/GDE,-6.609127,-39.060149
Parque Veraneio - Caucaia,IPARANA,TCP/GDE,-3.683736,-38.660547
Júa - Quixadá,ITAPIÚNA,TCP/GDE,-4.720969,-38.97633
Beco da Macumba,PACATUBA,TCP/GDE,-3.992044,-38.616206
Bela vista - Crato,JUAZEIRO DO NORTE,TCP/GDE,-7.172763,-39.387412
Bico da Arara - Caririaçu,CARIRIAÇU,TCP/GDE,-7.043078,-39.270272
Palestina - Caririaçu,CARIRIAÇU,TCP/GDE,-7.034792,-39.276967
Paraíso - Caririaçu ,CARIRIAÇU,TCP/GDE,-7.045538,-39.284744
Monte Nego - Caririaçu,CARIRIAÇU,TCP/GDE,-7.043316,-39.277978
José Agustinho - Caririaçu,CARIRIAÇU,TCP/GDE,-7.040479,-39.280579
Miragem - Caririaçu,CARIRIAÇU,TCP/GDE,-7.039437,-39.292624
Sulina,PINDORETAMA,TCP/GDE,-4.042344,-38.20701
Distrito de Vo Terta,GUARACIABA DO NORTE,TCP/GDE,-4.170661,-40.94342
Setor NH3 - Morada Nova,SÃO JOÃO DO JAGUARIBE,TCP/GDE,-5.141726,-38.246664
Setor NH5 - Morada Nova,LIMOEIRO DO NORTE,TCP/GDE,-5.155966,-38.192618
Setor 1 - Morada Nova,MORADA NOVA,TCP/GDE,-5.123987,-38.339776
Balneario - Morada Nova,MORADA NOVA,TCP/GDE,-5.125155,-38.368996
Pedras - Morada Nova,LIMOEIRO DO NORTE,TCP/GDE,-5.13596,-38.239987
Setor NH4 - Morada Nova,LIMOEIRO DO NORTE,TCP/GDE,-5.151167,-38.216394
Acoafa - Missão Velha,MISSÃO VELHA,TCP/GDE,-7.257207,-39.147758
Jardim Novo - Alto santo,ALTO SANTO,TCP/GDE,-5.483798,-38.262256
Campo Velho,IBARETAMA,TCP/GDE,-4.821543,-38.823809
Ibaretama,IBARETAMA,TCP/GDE,-4.818442,-38.818623
Ibicuitaba - Icapui,ICAPUÍ,TCP/GDE,-4.737497,-37.312651
São José - Barro,BARRO,TCP/GDE,-7.159898,-38.779593
Cidade De Barro,BARRO,TCP/GDE,-7.169717,-38.77608
Cidade De Jati,JATI,TCP/GDE,-7.687146,-39.003788
Cidade De Jardim,JARDIM,TCP/GDE,-7.588712,-39.274041
Mutirão ,JAGUARIBE,TCP/GDE,-5.885058,-38.610212
Alonso Diogenes,JAGUARIBE,TCP/GDE,-5.878989,-38.62022
Alto da Boa Vista,IBARETAMA,TCP/GDE,-4.817872,-38.823274
Castanhão,ALTO SANTO,TCP/GDE,-5.465483,-38.405263
Boa Vista,ASSARÉ,TCP/GDE,-6.864574,-39.867618
Favela da Coruja,ASSARÉ,TCP/GDE,-6.862505,-39.867856
São José ou Cohab,ASSARÉ,TCP/GDE,-6.861687,-39.873514
Favela do Rato ou Rua Luís Fabianl,CANINDÉ,TCP/GDE,-4.359328,-39.322084
Girilândia,MORADA NOVA,TCP/GDE,-5.100809,-38.381492
Padre Lucena,MORADA NOVA,TCP/GDE,-5.108197,-38.376738
Várzea ,MORADA NOVA,TCP/GDE,-5.113607,-38.374285
Rosário ,MORADA NOVA,TCP/GDE,-5.109525,-38.374277
2 de Agosto,MORADA NOVA,TCP/GDE,-5.10698,-38.368805
Vila Chagas,MORADA NOVA,TCP/GDE,-5.098275,-38.37605
Alto Tiradentes,MORADA NOVA,TCP/GDE,-5.100323,-38.356679
Divino Espírito Santo,MORADA NOVA,TCP/GDE,-5.089474,-38.362797
Vila Bezerra,MORADA NOVA,TCP/GDE,-5.094689,-38.375244
Sao Francisco ,MORADA NOVA,TCP/GDE,-5.098474,-38.370334
Olinda Ubajara - Tianguá ,UBAJARA,TCP/GDE,-3.833661,-40.96968
Parque De Exposições,MORADA NOVA,TCP/GDE,-5.100956,-38.385775
Vazantes - Morada Nova,MORADA NOVA,TCP/GDE,-5.103238,-38.330489
Nova Veneza,UBAJARA,TCP/GDE,-3.843969,-41.008647
Favela Do Gás ,CANINDÉ,TCP/GDE,-4.361902,-39.308613
Jurema,IBIAPINA,TCP/GDE,-3.938408,-40.929833
Santa Luzia ,CANINDÉ,TCP/GDE,-4.352785,-39.316977
Bela Vista,BELA VISTA,TCP/GDE,-4.3467,-39.310147
João Paulo ll,CANINDÉ,TCP/GDE,-4.366229,-39.32005
Morro do Caboré,ITAREMA,TCP/GDE,-2.960448,-39.798356
Saquin,ITAREMA,TCP/GDE,-2.9601,-39.81563
Preaoca,PINDORETAMA,TCP/GDE,-4.083327,-38.355334
São Mateus,CANINDÉ,TCP/GDE,-4.366952,-39.32142
Alto do Moinho,CANINDÉ,TCP/GDE,-4.362186,-39.307725
Patos,ITAREMA,TCP/GDE,-3.000854,-39.750354
Pereiro,PEREIRO,TCP/GDE,-6.040896,-38.459697
Itarema,ITAREMA,TCP/GDE,-2.914826,-39.929566
Flecheiras,TIANGUA,TCP/GDE,-3.737354,-40.992718
Camurupim,TRAIRI,TCP/GDE,-3.286922,-39.290428
Rua da Gaveta,IRACEMA,TCP/GDE,-5.807724,-38.302894
São João Do Queiroz,QUIXADA,TCP/GDE,-4.799702,-38.884859
Caixa d'água ,IRACEMA,TCP/GDE,-5.815073,-38.30508
Beira Rio,IRACEMA,TCP/GDE,-5.804875,-38.309484
Holandinho ,IRACEMA,TCP/GDE,-5.809752,-38.302991
Polígono 1496,IRACEMA,TCP/GDE,-5.810765,-38.303988
Jatoba,IRACEMA,TCP/GDE,-5.801016,-38.311327
Califórnia - Quixadá ,QUIXADA,TCP/GDE,-4.766289,-39.013946
Sitio Alegre,ITAREMA,TCP/GDE,-2.933726,-39.855362
Jaguaribe,JAGUARIBE,TCP/GDE,-5.88147,-38.621915
Campo de Aviação ,MORADA NOVA,TCP/GDE,-5.092207,-38.36764
Bitupitá ,BARROQUINHA,TCP/GDE,-2.895794,-41.278157
CÓRREGO DO SAL,FORTIM,TCP/GDE,-4.346366,-37.947821
VOLTA DO SOCÓ / CAMPESTRE DA PENHA,FORTIM,TCP/GDE,-4.338098,-37.941488
Uiraponga,SÃO JOÃO DO JAGUARIBE,TCP/GDE,-5.280509,-38.361272
SAO RAIMUNDO - LIMOEIRO DO NORTE - TCP,LIMOEIRO DO NORTE,TCP/GDE,-5.1124475,-38.097558
BROTOLANCIA - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,TCP/GDE,-5.153751,-38.102222
BOA FE - LIMOEIRO DO NORTE - TCP,LIMOEIRO DO NORTE,TCP/GDE,-5.120596,-38.088562
ARRAIAL - LIMOEIRO DO NORTE - TCP,LIMOEIRO DO NORTE,TCP/GDE,-5.105104,-38.079481
Vila Franco ,SAO BENEDITO,TCP/GDE,-4.042694,-40.869972
Jaguaretama,JAGUARETAMA,TCP/GDE,-5.607347,-38.776525
Feira dos Peixes,GRAÇA,TCP/GDE,-4.043088,-40.863203
LIMOEIRINHO - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,TCP/GDE,-5.159415,-38.109717
CIDADE ALTA - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,TCP/GDE,-5.150444,-38.147399
SÃO JOÃO DO JAGUARIBE,SÃO JOÃO DO JAGUARIBE,TCP/GDE,-5.269027,-38.266627
Cidade Nova ,CIDADE NOVA,TCP/GDE,-4.039564,-40.863585
BURACO DA GIA - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,TCP/GDE,-5.149478,-38.152074
VILA DA PAZ - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,TCP/GDE,-5.149449,-38.15155
Toca do Quati,GRAÇA,TCP/GDE,-4.062052,-40.862897
Roldão ,MORADA NOVA,TCP/GDE,-5.237818,-38.488693
SOCORRO - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,TCP/GDE,-5.157855,-38.10414
Cruzeiro,GRAÇA,TCP/GDE,-4.058489,-40.863471
Pimenteira- São Benedito,SAO BENEDITO,TCP/GDE,-4.029882,-40.868626
MULTIRÃO - LIMOEIRO DO NRTE,LIMOEIRO DO NORTE,TCP/GDE,-5.123768,-38.094583
Ipiranga,GRAÇA,TCP/GDE,-4.066858,-40.861751
BOM NOME - LIMOEIRO DO NORTE - TCP,LIMOEIRO DO NORTE,TCP/GDE,-5.147165,-38.0922
CONDOMÍNIO SÃO PAULO E SÃO PEDRO,IPARANA,TCP/GDE,-3.687737,-38.661491
MORRO DOURADO - TCP,BREJO SANTO,TCP/GDE,-7.4686432,-38.9768906
Bairro Santo Anônio,TIANGUA,TCP/GDE,-3.723766,-41.002909
Bairro do Estádio ,TIANGUA,TCP/GDE,-3.733892,-41.006304
Por do Sol,TIANGUA,TCP/GDE,-3.71926,-41.006964
Ceasa,TIANGUA,TCP/GDE,-3.713144,-40.997669
Bairro Subestação ,TIANGUA,TCP/GDE,-3.74209,-41.006534
Sumaré,MERUOCA,TCP/GDE,-3.70114,-40.36801
MUCAMBINHO,MERUOCA,TCP/GDE,-3.6963863,-40.3593455
CORREGO FUNDO,TRAIRI,MASSA,-3.3582276,-39.3568281
Comunidade Madureira - Caucaia,PARQUE SOLEDADE,MASSA,-3.719344,-38.651476
Itambé I,PARQUE SOLEDADE,MASSA,-3.723007,-38.652278
Groaíras,GROAIRAS,MASSA,-3.913479,-40.37917
Padre Romualdo,PARQUE SOLEDADE,MASSA,-3.721925,-38.657052
Japuara- Caucaia,PARQUE SOLEDADE,MASSA,-3.672684,-38.747668
Parajuru ,FORTIM,MASSA,-4.384564,-37.855502
Levada,MESSEJANA,MASSA,-3.823661,-38.490084
Pajusara,IPARANA,MASSA,-3.66639,-38.706817
Comunidade Panamirim ,IPARANA,MASSA,-3.645814,-38.714041
Comunidade do Parazinho,IPARANA,MASSA,-3.63595,-38.712691
Tabapuazinho,TABAPUÁ,MASSA,-3.737658,-38.619694
Comunidade do Barreirão,PARQUE IRACEMA,MASSA,-3.813342,-38.501415
Parque Iracema I,PARQUE IRACEMA,MASSA,-3.816115,-38.495497
Conjunto São Bernardo,MESSEJANA,MASSA,-3.817426,-38.492026
Alto do Garrote - Caucaia,PARQUE SOLEDADE,MASSA,-3.690333,-38.704467
São Sebastião - Garrote,PARQUE SOLEDADE,MASSA,-3.684117,-38.737827
Camará,CAUCAIA,MASSA,-3.695533,-38.749142
Parque Iracema II,PARQUE IRACEMA,MASSA,-3.810791,-38.496629
LAGOA - JAGUARUANA,JAGUARUANA,MASSA,-4.841249,-37.78358
Parque Soledade,PARQUE SOLEDADE,MASSA,-3.745109,-38.654066
Pedra Redonda,ITAIÇABA,MASSA,-4.587743,-37.796138
Parque São Gerardo,PARQUE SOLEDADE,MASSA,-3.739834,-38.636732
Lage ou Padre Júlio Maria,PARQUE SOLEDADE,MASSA,-3.74644,-38.667441
Comunidade da Ponte,PARQUE SOLEDADE,MASSA,-3.739214,-38.631003
Canindezinho,CANINDEZINHO,MASSA,-3.727369,-38.683257
Cipó - Caucaia,PARQUE SOLEDADE,MASSA,-3.702588,-38.702733
Genipabu,PARQUE SOLEDADE,MASSA,-3.729263,-38.729657
Jardim do Amor,PARQUE SOLEDADE,MASSA,-3.73304,-38.712763
Mangabeira- Caucaia,IPARANA,MASSA,-3.656789,-38.753767
Cercadão ,IPARANA,MASSA,-3.67843,-38.671274
Primavera,CAUCAIA,MASSA,-3.70916,-38.830835
Alto da Raposa,CAUCAIA,MASSA,-3.703343,-38.759204
Santa Rosa- Caucaia,CAUCAIA,MASSA,-3.690439,-38.791246
Coité Pedreira,CAUCAIA,MASSA,-3.74062,-38.745335
Acacias,IPARANA,MASSA,-3.659112,-38.690098
Itambé II,PARQUE SOLEDADE,MASSA,-3.729308,-38.647688
Planalto Caucaia,PARQUE SOLEDADE,MASSA,-3.742208,-38.667567
Capuan,PARQUE SOLEDADE,MASSA,-3.733601,-38.69836
Condomínio Pabussu,PARQUE SOLEDADE,MASSA,-3.741296,-38.664954
Jardim Planalto ,PARQUE SOLEDADE,MASSA,-3.733274,-38.705849
Comunidade do Uga- Uga,GUADALAJARA,MASSA,-3.749584,-38.630778
Cabatan,PARQUE SOLEDADE,MASSA,-3.727163,-38.671995
Comunidade do Carrapicho,CAMBEBA,MASSA,-3.812129,-38.483882
Comunidade da Portelinha- Messejana,MESSEJANA,MASSA,-3.818126,-38.492218
Palmirim,PARQUE SOLEDADE,MASSA,-3.735028,-38.672802
Favelinha - São Miguel,CURIÓ,MASSA,-3.82556,-38.479542
Comunidade do Brejo,CURIÓ,MASSA,-3.818854,-38.474104
Mangueirinha,CURIÓ,MASSA,-3.82151,-38.476536
Comunidade da Conquista,MESSEJANA,MASSA,-3.822045,-38.494503
Vila Zé augusto - Jaguaruana,JAGUARUANA,MASSA,-4.843057,-37.790381
Favelinha,PARQUE IRACEMA,MASSA,-3.812259,-38.493485
Almeida Rego,PARQUE IRACEMA,MASSA,-3.81389,-38.497143
Caveca,PARQUE IRACEMA,MASSA,-3.816362,-38.501399
Munguba,IPARANA,MASSA,-3.667336,-38.679958
Gereba,PASSARÉ,MASSA,-3.826748,-38.530578
Vila Nova,PARQUE ALBANO,MASSA,-3.743111,-38.625083
Boqueirão - Caucaia ,CAUCAIA,MASSA,-3.744766,-38.873416
Comunidade da Mangueira,CURIÓ,MASSA,-3.820132,-38.479633
Campinho ,PARQUE SOLEDADE,MASSA,-3.728242,-38.697978
Jandaiguabinha,PARQUE SOLEDADE,MASSA,-3.728341,-38.695787
Cohab,PARQUE SOLEDADE,MASSA,-3.722915,-38.699685
Igrejinha,CURIÓ,MASSA,-3.820832,-38.47248
Lagoa do Banana,CAUCAIA,MASSA,-3.635598,-38.765946
Tanubapa,CAUCAIA,MASSA,-3.643341,-38.765967
Carandiru,PARQUE SOLEDADE,MASSA,-3.73502,-38.652489
Favela Da Cagece,PARQUE SOLEDADE,MASSA,-3.744492,-38.650304
Cumbuca,CURIÓ,MASSA,-3.820344,-38.475039
Castanhola ,CURIÓ,MASSA,-3.817543,-38.478572
Os Forno,COAÇU,MASSA,-3.842466,-38.48348
Vila Moskito,TABAPUÁ,MASSA,-3.7378,-38.620462
Corrego dos Furtados,TRAIRI,MASSA,-3.310467,-39.322122
Miraima,MIRAIMA,MASSA,-3.564875,-39.971015
Bairro Tapeba,PARQUE SOLEDADE,MASSA,-3.722037,-38.702476
Porteiras ,PORTEIRAS,MASSA,-3.735956,-38.761454
Missi,MIRAÍMA,MASSA,-3.615323,-39.822712
Beco da Rocinha ,PARQUE IRACEMA,MASSA,-3.807495,-38.495649
ALTO DO VELAME - RUSSAS ,QUIXERE,MASSA,-4.950616,-37.976202
Cigana,PARQUE SOLEDADE,MASSA,-3.737868,-38.665159
PLACAS - RUSSAS ,QUIXERE,MASSA,-4.951756,-37.994638
25 E 26 DE AGOSTO - RUSSAS ,QUIXERE,MASSA,-4.942638,-37.979063
PLANALTO DA BELA VISTA - RUSSAS ,QUIXERE,MASSA,-4.93264,-37.989791
TABULEIRO - JAGUARUANA - TDN/MASSA,JAGUARUANA,MASSA,-4.837371,-37.780605
CONJUNTO GERARDO MATOSO - RUSSAS ,QUIXERE,MASSA,-4.931127,-37.98448
Chaval,CHAVAL,MASSA,-3.039956,-41.235214
Vila Cazé,PARQUE SOLEDADE,MASSA,-3.735247,-38.667715
COHAB - JAGUARUANA - TDN/MASSA,JAGUARUANA,MASSA,-4.82893,-37.780921
CORREGO DAS MELANCIAS - JAGUARUANA - TDN/MASSA,JAGUARUANA,MASSA,-4.834347,-37.784846
ALTO - JAGUARUANA - TDN/MASSA,JAGUARUANA,MASSA,-4.827341,-37.777161
Planalto Caucaia,PARQUE SOLEDADE,MASSA,-3.743334,-38.66449
Bairro do Pedregal (DISPUTA CV X MASSA),FORTIM,MASSA,-4.576108,-37.790869
Nova Cigana,PARQUE SOLEDADE,MASSA,-3.745231,-38.660092
FAVELA DO AGACI - RUSSAS ,QUIXERE,MASSA,-4.929696,-37.989055
Comunidade do Açudd,PARQUE SOLEDADE,MASSA,-3.73861,-38.658106
JUAZEIRO - JAGUARUANA - TDN/MASSA,JAGUARUANA,MASSA,-4.841702,-37.78571
Rua da Palha,PARQUE SOLEDADE,MASSA,-3.741146,-38.655206
Parque Ipiranga ,TABAPUÁ,MASSA,-3.736561,-38.615697
MATINHO - JAGUARUANA - TDN/MASSA,JAGUARUANA,MASSA,-4.855762,-37.794781
CARDEAIS - JAGUARUANA - TDN/MASSA,JAGUARUANA,MASSA,-4.851256,-37.801939
CABELO DE NEGO - RUSSAS ,QUIXERE,MASSA,-4.937353,-37.984878
BARREIRAS - RUSSAS ,QUIXERE,MASSA,-4.930112,-37.990333
Curicaca,PARQUE SOLEDADE,MASSA,-3.709997,-38.661583
Barra Nova,IPARANA,MASSA,-3.687758,-38.669356
CARAÚBAS,TRAIRI,MASSA,-3.3132642,-39.32778
ZÉ AIRES,TRAIRI,MASSA,-3.3452269,-39.3972052
Pintor Lemos,MERUOCA,MASSA,-3.692069,-40.358248
Rua do Arame,TIANGUA,PCC,-3.727882,-41.004754
JORDÃO,ALCÂNTARAS,PCC,-3.665064,-40.4875435
Comunidade da Vacaria - Araturi,MARECHAL RONDON,PCC,-3.767174,-38.642267
Conjunto Araturi ,MARECHAL RONDON,PCC,-3.765102,-38.641961
Bairro Pedregal- Tauá,TAUÁ,PCC,-6.007106,-40.286023
Tauazinho I/II,TAUÁ,PCC,-6.011374,-40.299033
Manoel Alves Mota,TAUÁ,PCC,-6.008991,-40.288364
Conjunto Lino SIlveira,MARECHAL RONDON,PCC,-3.767928,-38.638372
Bairro Bezerra de Sousa- Tauá,TAUÁ,PCC,-6.00561,-40.281488
Serrote do Piaba ,MERUOCA,PCC,-3.730622,-40.390852
Nova Aldeota- Tauá,TAUÁ,PCC,-5.985458,-40.295635
SALGADOS DOS MACHADOS,SOBRAL,PCC,-3.77309,-40.348437
Cariré ,CARIRE,PCC,-3.95068,-40.474659
ABC,SAO BENEDITO,PCC,-4.034029,-40.869774
Cidade Independência,INDEPENDÊNCIA,PCC,-5.389471,-40.318646
CEMITÉRIO SANTANA DO ACARAÚ,SANTANA DO ACARAÚ,PCC,-3.46228,-40.2097229
Cidade Nova- Tauá,TAUÁ,PCC,-5.99127,-40.294996
Planalto dos Colibris,TAUÁ,PCC,-6.010126,-40.302562
Cidade de Óros,ORÓS,PCC,-6.234064,-38.916118
Bairro do Cruzeiro ,ITAPAJÉ,PCC,-3.687202,-39.590232
EMBOQUE,BREJO SANTO,PCC,-7.4956932,-38.9860583
Cidade de Acopiara,ACOPIARA,PCC,-6.086559,-39.461352
Bairro Nossa Senhora de Fátima- Boa Viagem,BOA VIAGEM,PCC,-5.128187,-39.730132
Recreio- Boa Viagem,BOA VIAGEM,PCC,-5.115432,-39.734909
Ponte Nova,BOA VIAGEM,PCC,-5.125478,-39.740899
Vila Azul- Boa Viagem,BOA VIAGEM,PCC,-5.127069,-39.73706
Alto do Motor,BOA VIAGEM,PCC,-5.123634,-39.734522
Alto da Queiroz,BOA VIAGEM,PCC,-5.123818,-39.741636
Tibiaquari,BOA VIAGEM,PCC,-5.126946,-39.729512
Bairro José Rosa,BOA VIAGEM,PCC,-5.124328,-39.729061
Bairro Oséas Facundo,BOA VIAGEM,PCC,-5.133559,-39.721857
Cacimbas,CRATO,PCC,-7.233036,-39.431699
Bairro do Seminário- Crato,CRATO,PCC,-7.231726,-39.425072
Vila Alta/ Brejo- Crato,CRATO,PCC,-7.221845,-39.416511
Batateiras- Crato,CRATO,PCC,-7.220147,-39.430062
Monte Alegre- Mauriti,MAURITI,PCC,-7.376938,-38.769271
Bela Vista II- Mauriti,MAURITI,PCC,-7.381082,-38.772172
Bairro Populares,MAURITI,PCC,-7.384539,-38.778025
Dom Bosco- Mauriti,MAURITI,PCC,-7.391081,-38.775747
Bela Vista I- Mauriti,MAURITI,PCC,-7.382858,-38.771716
Vila São José- Mombaça,MOMBAÇA,PCC,-5.738354,-39.63286
Vila Recreio,MOMBAÇA,PCC,-5.737461,-39.625439
Vila Iracema- Mombaça,MOMBAÇA,PCC,-5.750946,-39.641892
Vila São Domingos- Mombaça,MOMBAÇA,PCC,-5.751253,-39.636026
Vila Salete,MOMBAÇA,PCC,-5.74803,-39.630769
Cidade de Piquet Carneiro,PIQUET CARNEIRO,PCC,-5.798296,-39.422794
Bairro do Pavãozinho,SENADOR POMPEU,PCC,-5.594093,-39.382424
Cidade de Pedra Branca,PEDRA BRANCA,PCC,-5.448192,-39.724004
Cidade de Madalena ,MADALENA,PCC,-4.849601,-39.570825
Palestina do cariri - Mauriti,MAURITI,PCC,-7.467438,-38.770006
Quiterianopolis ,QUITERIANÓPOLIS,PCC,-5.839648,-40.709044
Arneiroz ,ARNEIROZ,PCC,-6.320899,-40.164282
Cidade de Catarina ,CATARINA,PCC,-6.128669,-39.879828
Bairro do Aeroporto,TIANGUA,PCC,-3.720569,-41.011801
Terra Prometida,TIANGUA,PCC,-3.727929,-41.011074
Lavras da Mangabeira,LAVRAS DA MANGABEIRA,PCC,-6.744692,-38.964511
Irapuan Ribeiro,DEPUTADO IRAPUAN PINHEIRO,PCC,-5.913701,-39.267297
Solonope ,SOLONÓPOLE,PCC,-5.722198,-39.007948
Canto da Cruz - Palhano,PALHANO,PCC,-4.757679,-37.962304
Porteiras ,PORTEIRAS,PCC,-7.529089,-39.115503
São José - Palhano,PALHANO,PCC,-4.615731,-38.088125
Peixe - Russas,RUSSAS,PCC,-4.92597,-38.086628
Sítio Canto - Russas ,QUIXERE,PCC,-4.974218,-38.014552
AP De Catatau ,TIANGUA,PCC,-3.746506,-41.006085
São José Do Torto,CARIRE,PCC,-3.78677,-40.614993
Governador Ferraz,TIANGUA,PCC,-3.733439,-41.002034
Cruzeiro,TIANGUA,PCC,-3.727727,-40.996237
Dom Timóteo ,TIANGUA,PCC,-3.73759,-40.989064
Corrego,TIANGUA,PCC,-3.704547,-40.976201
Comunidade Do Canal ,ITAPIPOCA,PCC,-3.485951,-39.587002
Comunidade Do Avante,ITAPIPOCA,PCC,-3.490177,-39.580302
Cruzeiro - Itapipoca ,ITAPIPOCA,PCC,-3.487334,-39.575633
Dos Pico - Itapipoca ,URUBURETAMA,PCC,-3.512768,-39.560525
Chora,SAO BENEDITO,PCC,-4.047729,-40.874625
Corrente,SAO BENEDITO,PCC,-4.04964,-40.871322
Araripe,ARARIPE,PCC,-7.203204,-40.13368
Vila Holanda,BOA VIAGEM,PCC,-5.134096,-39.736548
Campos - Aurora,AURORA,PCC,-6.94869,-38.970428
São Benedito - Aurora,AURORA,PCC,-6.949586,-38.962866
Recreio - Aurora,AURORA,PCC,-6.943142,-38.970589
Araçá - Aurora,AURORA,PCC,-6.940082,-38.975493
Zezé Da Cruz ,AURORA,PCC,-6.937498,-38.963158
Capilé ,BREJO SANTO,PCC,-7.489942,-38.991963
Araújão,BREJO SANTO,PCC,-7.482653,-38.991251
Lagoa Do Tigre Norte,NOVO ORIENTE,PCC,-5.532191,-40.783512
Luzia Leite,BREJO SANTO,PCC,-7.48886,-38.990915
Vila Feliz,NOVO ORIENTE,PCC,-5.539841,-40.782737
Lagoa Do Tigre Sul,NOVO ORIENTE,PCC,-5.537651,-40.784363
Colinas,NOVO ORIENTE,PCC,-5.537469,-40.773709
Boa Vista,NOVO ORIENTE,PCC,-5.538339,-40.772457
Centro,CENTRO,PCC,-5.534045,-40.772645
Açude Oriente,NOVO ORIENTE,PCC,-5.546377,-40.787149
João Antero,NOVO ORIENTE,PCC,-5.534069,-40.777266
Vicente Rodrigues ,NOVO ORIENTE,PCC,-5.52614,-40.77687
Santa Inês,PENTECOSTE,PCC,-3.783997,-39.263603
Cohab,PENTECOSTE,PCC,-3.785962,-39.2647
Conj. Barro Branco 2,CRATO,PCC,-7.249835,-39.382255
Vila Alta,CRATO,PCC,-7.223929,-39.407582
Novo Crato,CRATO,PCC,-7.238309,-39.428225
Barro Branco,JUAZEIRO DO NORTE,PCC,-7.229828,-39.38174
Conj. Barro Branco 1,JUAZEIRO DO NORTE,PCC,-7.246674,-39.376844
Mirandao,CRATO,PCC,-7.234588,-39.396439
Aprazível ,ALCÂNTARAS,PCC,-3.751347,-40.560464
Pindoguaba,TIANGUÁ,PCC,-3.749455,-41.137101
General Sampaio ,GENERAL SAMPAIO,PCC,-4.042353,-39.45046
Bonfim,GROAIRAS,PCC,-3.772931,-40.399933
Jaibaras,CARIRE,PCC,-3.773264,-40.505208
Ouro Branco,MUCAMBO,PCC,-3.804,-40.675569
Rafael Arruda,MUCAMBO,PCC,-3.833768,-40.669862
Alto Alegre,SALITRE,PCC,-7.065376,-40.374142
Patriarca,SALITRE,PCC,-7.067731,-40.370982
Cohab,SALITRE,PCC,-7.085816,-40.373384
Batalhão ,SALITRE,PCC,-7.078786,-40.37007
Quadra G,SALITRE,PCC,-7.075314,-40.369934
Barragem,SALITRE,PCC,-7.066649,-40.378342
Santa Luzia,SALITRE,PCC,-7.075848,-40.377842
Guarani,SALITRE,PCC,-7.07435,-40.38829
Ererê,ERERÉ,PCC,-6.030022,-38.3432
Palhano,PALHANO,PCC,-4.743144,-37.955554
Alto São Luís - Palhano,PALHANO,PCC,-4.75723,-37.966116
Bairro José Holanda Lima- Tauá,TAUÁ,PCC,-6.014746,-40.304956
Santa Cruz De Banabuiu ,PEDRA BRANCA,PCC,-5.435994,-40.007313
Mineirolandia,SENADOR POMPEU,PCC,-5.51955,-39.607815
Mundo Novo,TRAIRI,PCC,-3.276294,-39.320662
Genipapeiro,TRAIRI,PCC,-3.290299,-39.30152
Ilha,TRAIRI,PCC,-3.277394,-39.286209
Acarape,ACARAPE,PCC,-3.670495,-40.967036
Bela Vista,BELA VISTA,PCC,-3.657336,-40.925993
Bairro do Csu,TIANGUA,PCC,-3.720147,-40.99337
Pedra Fina,TIANGUA,PCC,-3.733472,-41.002799
Comunidade do Catatau,TIANGUA,PCC,-3.745104,-41.007311
Sítios Cacimbas,TIANGUA,PCC,-3.74042,-41.006578
Dom Expedito ,TIANGUA,PCC,-3.72209,-41.007666
Casinhas,ITAPIPOCA,PCC,-3.469514,-39.564259
Bairro do Patu,SENADOR POMPEU,PCC,-5.59216,-39.376988
Chafariz,SALITRE,PCC,-7.078308,-40.379116
Rua da Pousada,SALITRE,PCC,-7.066244,-40.367917
Bairro do Cruzeiro,NOVA OLINDA,PCC,-7.08916,-39.679864
Nova Olinda ,NOVA OLINDA,PCC,-7.080065,-39.683231
Mirandinha,SAO BENEDITO,PCC,-4.043443,-40.876182
Maranhão - Itapipoca ,ITAPIPOCA,PCC,-3.482269,-39.579054
Conjunto Novo Caiçara,MERUOCA,PCC,-3.667768,-40.380683
Violete - Itapipoca ,ITAPIPOCA,PCC,-3.48235,-39.575454
PADRE PALHANO,MERUOCA,PCC,-3.696298,-40.371419
Morro Da Macaca,MERUOCA,PCC,-3.670355,-40.377514
São Francisco - Itapipoca ,ITAPIPOCA,PCC,-3.495182,-39.595733
