w_ewma,w_lgbm,w_hist,w_target,p10,p20,r10,r20
0.2,0.0,0.7,0.1,0.17790697674418604,0.1296511627906977,0.4441306755260243,0.5866002214839423
0.2,0.0,0.8,0.0,0.17790697674418604,0.1290697674418605,0.4441306755260243,0.5827242524916942
0.2,0.0,0.6,0.2,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5852159468438537
0.2,0.1,0.5,0.2,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5852159468438537
0.2,0.2,0.4,0.2,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5852159468438537
0.2,0.2,0.5,0.1,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5852159468438537
0.2,0.2,0.6,0.0,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5852159468438537
0.1,0.0,0.2,0.7,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5806755260243632
0.1,0.0,0.3,0.6,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5806755260243632
0.1,0.1,0.3,0.5,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5806755260243632
0.1,0.1,0.4,0.4,0.17790697674418604,0.12790697674418608,0.4441306755260243,0.5806755260243632
0.1,0.2,0.2,0.5,0.17790697674418604,0.12732558139534886,0.4441306755260243,0.5828903654485049
0.1,0.3,0.5,0.1,0.17790697674418604,0.12674418604651166,0.4441306755260243,0.5821013289036544
0.1,0.1,0.2,0.6,0.17790697674418604,0.12616279069767444,0.4441306755260243,0.575346068660022
0.1,0.1,0.5,0.3,0.17790697674418604,0.12616279069767444,0.4441306755260243,0.5721483942414174
0.1,0.0,0.1,0.8,0.17790697674418604,0.12558139534883725,0.4441306755260243,0.5713732004429679
0.1,0.1,0.1,0.7,0.17790697674418604,0.12558139534883725,0.4441306755260243,0.5713732004429679
0.1,0.0,0.4,0.5,0.17790697674418604,0.12500000000000003,0.4441306755260243,0.5704872646733111
0.1,0.0,0.0,0.9,0.17790697674418604,0.12500000000000003,0.4441306755260243,0.5699889258028793
0.1,0.1,0.6,0.2,0.17790697674418604,0.12500000000000003,0.4441306755260243,0.5674972314507197
0.1,0.1,0.0,0.8,0.17790697674418604,0.12441860465116282,0.4441306755260243,0.5738648947951273
0.1,0.2,0.3,0.4,0.17790697674418604,0.1244186046511628,0.4441306755260243,0.5700858250276855
0.1,0.2,0.4,0.3,0.17790697674418604,0.12383720930232563,0.4441306755260243,0.5681478405315614
0.1,0.3,0.6,0.0,0.17790697674418604,0.12383720930232561,0.4441306755260243,0.5696982281284606
0.1,0.2,0.7,0.0,0.17790697674418604,0.1232558139534884,0.4441306755260243,0.5621677740863786
0.1,0.1,0.7,0.1,0.17790697674418604,0.12209302325581398,0.4441306755260243,0.5543189368770765
0.1,0.2,0.5,0.2,0.17790697674418604,0.12151162790697678,0.4441306755260243,0.5570182724252492
