source,date,lat,lon,bairro_assigned,bairro_text
data_with_coordinates.js,2025-06-06T03:00:00.000Z,-3.1837463,-40.2560671,,Centro
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-7.4960174,-38.9873379,,Centro
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-4.7135601,-40.5753326,,Zona Rural
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-3.7057374,-38.5807532,,Barra Do Ceará
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-4.8403438,-37.7824569,,Zona Rural
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-5.0359773,-38.0597135,,Zona Rural
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-3.7448615,-38.5522344,,Rodolfo Teófilo
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-5.1349601,-39.487728,,Zona Rural
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-3.6220582,-39.4948036,,Zona Rural
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-5.1392147,-39.7367342,,Vila Holanda
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-4.9441165,-40.5372873,,"Bola Branca, Sucesso"
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-2.8978955,-40.846693,,São Pedro
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-4.1805808,-38.4551101,,Aldeia Park
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-6.0108859,-40.2893316,,Bezerra E Sousa
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-3.8565295,-40.2821256,,Caiçara
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-3.757183,-38.6101769,,Genibaú
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-6.417133,-39.4868072,,Zona Rural
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-4.0388799,-38.197363,CEARÁ,Caponga
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-3.740496,-38.529849,,José Bonifácio
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-4.3282233,-38.8855756,,Centro
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.8020654,-38.4783834,,Sapiranga
data_with_coordinates.js,2025-06-07T03:00:00.000Z,-2.94565,-40.4164224,,Zona Rural
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.7436952,-38.5962851,,Antônio Bezerra
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.8142183,-38.5567488,,Mondubim
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.7510624,-38.594332,,Autramn Nunes
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-7.2067667,-39.2773888,,Aeroporto
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.7428563,-38.6719036,,Padre Júlio Maria
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-5.5237623,-39.4924533,,Centro
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-4.6556724,-40.694393,,Zona Rural
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-4.7548821,-37.866078,,Lagoinha
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-7.2938623,-39.3122425,,Cirolândia
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.5319594,-40.3382981,,Nossa Senhora de Fátima
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.7318621,-38.4706182,,Vicente Pizon
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.8329581,-38.528389,,Jangurussu
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-4.3323179,-38.884542,,Beira Rio
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.8110203,-38.6102863,,Siqueira
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.4500985,-39.155885,,C 2
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.7014919,-40.363002,,Sumaré
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.6813651,-39.5847836,,Esmerino Gomes
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-3.7453824,-38.5712128,,Pernambuquinho
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-4.3711376,-38.8230657,,Repartidor
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-6.3642979,-39.2617233,,Chapadinha
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.889757,-40.906075,,Zona Rural
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.4979724,-40.1641518,,Zona Rural
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.8037727,-38.59231,,Parque São José
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.7272118,-38.5808501,,Padre Andrade
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.7734069,-39.2838062,,Zona Rural
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.8002737,-38.5859922,,Vila Manuel Sátiro
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-5.0888648,-38.392184,,São José
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-6.8118881,-39.0609456,,Zona Rural
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-6.2949599,-39.2821289,,Zona Rural
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.7040902,-39.5780117,,Barateiro
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.7007358,-38.5866122,,Barra do Ceará
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.974158,-38.5242997,,Centro
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-4.1020092,-38.1564057,,Barra Nova
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-7.2337214,-39.4106715,,Centro
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.9011953,-38.5987467,,Pavuna
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.8779072,-38.6190813,,Jereissati I
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.5610843,-38.8288351,,Pecém
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-4.459655,-37.8436591,,Mamoeiro
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.7849654,-38.6287203,,Granja Lisboa
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-3.6935491,-40.3589038,,Centro
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-2.8752961,-40.5038274,,Cruzeiro do Brandão
data_with_coordinates.js,2025-06-09T03:00:00.000Z,-6.4072331,-38.8627907,,DNER
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-6.7520645,-38.9637302,,Centro
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-7.029225,-39.243102,,Zona Rural
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.3994906,-39.2946591,,Zona Rural
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-4.5426323,-40.7194669,,Centro
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-4.0835625,-40.8696875,,Ypiranga
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.7446222,-38.552153,,Rodolfo Teófilo
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.757797,-38.5542564,,Damas
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.7861108,-38.5937366,,Granja Portugal
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-6.3697704,-39.2893492,,Zona Rural
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-5.5375411,-40.7793975,,Trecho Taua
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.2289937,-40.1156881,,São Luiz
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-2.8835931,-40.1240945,,Centro
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.3985951,-39.2241535,,Boa Vista
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.7966096,-38.5944264,,Bom Jardim
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.5016122,-38.9068354,,Taiba
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-2.9760398,-40.0400565,,Zona Rural
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-4.3800931,-38.789933,,Centro
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.6864527,-39.5871693,,São Francisco 2
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-6.0136499,-38.6786194,,Zona Rural
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.7716822,-38.7936121,,Metrópole Sul
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.7572364,-38.5712789,,Pici
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-4.8396498,-37.7507616,,Zona Rural
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.8397976,-38.5677131,,Planalto Airton Senna
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.7776316,-38.4987274,,Luciano Cavalcante
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-3.8572856,-38.551077,,Nova Pacatuba
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-6.6071506,-39.0651055,,Fátima
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-5.2256528,-40.5859238,,KM 10
data_with_coordinates.js,2025-06-10T03:00:00.000Z,-4.2761825,-38.4745996,,Multirão
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.8114133,-38.6126275,,Parque Jerusalém
data_with_coordinates.js,2025-06-08T03:00:00.000Z,-4.0791591,-38.5142806,,Catolé
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.7098576,-38.4714513,,Cais do Porto
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.7039574,-38.5802949,,Barra do Ceará
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.714695,-38.5804959,,Floresta
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.7276347,-38.4695347,,Vicente Pinzón
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.7107377,-38.5828068,,Barra do Ceará
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.4241635,-39.0304449,,Conjunto Nova Esperança
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-4.3831783,-40.6409364,,Cafut
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.3489675,-41.2651204,,Ipueiras
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-7.2526979,-39.2993149,,Campo Alegre
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.820482,-38.605404,,Alto Alegre 2
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.7186511,-38.5890503,,Vila Velha
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.8750612,-38.5853616,,Jardim Bandeirantes
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.695079,-38.5947137,,Parque Leblon
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-5.178932,-40.674325,,Fátima I
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-4.711414,-40.5207245,,Jovinão
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.7486592,-38.567936,,Alencar
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-4.984039,-39.6634795,,Santa Rita
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-2.9527857,-39.7957311,,Torrões
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-6.3586791,-39.312532,,Jardim Oásis
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.6878946,-40.3495226,,Tamarindo / Centro
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-7.2490664,-39.2842309,,Campo Alegre
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-4.1857633,-38.4854028,,-
data_with_coordinates.js,2025-06-11T03:00:00.000Z,-3.7058268,-40.4783149,,Recanto 1
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-7.2259854,-39.078289,,Zona Rural
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.8030239,-38.5872442,,Parque São José
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.4117675,-39.0409779,CEARÁ,Sem Terra
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.8096686,-38.599924,,Canindezinho
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.6584584,-39.2642523,,Zona Rural
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.7154999,-38.671019,,Parque Itapoã
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.2761117,-39.2665262,,Centro
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-2.8989348,-40.8468184,,Centro
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.0741698,-40.8449964,,Iperuy
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-5.8658229,-40.5721531,,Santa Tereza
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-4.0419673,-38.197075,CEARÁ,Caponga
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.3612755,-39.8305602,,Centro
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-5.1127344,-39.7311084,,Vazia do Canto
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-4.1672567,-38.4512148,,Alto da Boa Vista
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.7083078,-40.9747102,,Córrego
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.8208743,-38.4801097,,São Miguel
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.7125388,-38.5748404,,Floresta
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.8122929,-38.5630594,,Mondubim
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-7.487615,-39.004756,,René Lucena
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-4.1779035,-38.4634668,,Pajeú
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.9306423,-38.5041092,,Jabuti
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.6999501,-38.5804066,,Barra do Ceará
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.77684,-38.5017014,,Jardim das Oliveiras
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-6.9436564,-38.9702148,,Centro
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-6.3726695,-39.2928731,,Vila Neuma
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.8885685,-38.6774841,,Mororó
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-4.5262186,-37.7019978,,Canoa Quebrada
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-2.8989348,-40.8468184,,Centro
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.8297008,-38.5896384,,Aracapé
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-5.187786,-40.6484441,,Venâncios
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.7465795,-38.5431366,,Jardim América
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.7652514,-38.6298311,,Potira
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-4.7437603,-40.9242962,,Centro
data_with_coordinates.js,2025-06-12T03:00:00.000Z,-3.9067513,-38.4532104,,Urucunema
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-5.1377673,-38.3405435,,Zona Rural
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.6468853,-40.3918885,,Condominio Moradas
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-4.1673776,-38.1307573,,Zona Rural
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.7291837,-38.5350007,,Centro
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-5.5511556,-40.7866776,,Açude Orinte
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.7577084,-40.5028182,,Santo Antônio
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.486813,-40.4040573,,Zona Rural
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-7.3899917,-38.7616133,,Vila Holywood
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.8122296,-38.5962644,,Parque Santa Rosa
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-4.3591134,-38.8844932,,Zona Rural
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.7003113,-38.588558,,Barra do Ceará
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-5.2118296,-40.6972605,,Santa Tereza
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-5.2104926,-40.7524198,,Zona Rural
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.7004701,-38.6296725,,Guajiru
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-5.1494309,-38.1430121,,Cidade  Alta
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.8115376,-38.6001407,,Canindezinho
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-4.2054596,-38.1699516,,Córrego
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.7850244,-39.2624565,,Santa Inês
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-7.0735795,-39.2942119,,Zona Rural
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.264465,-40.9592712,,São Pedro
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.8444926,-38.533258,,Jangurussu
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.4837371,-39.4126022,,Batatas
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.6629795,-40.3879971,,Renatop Parente
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-4.9491604,-37.9896407,,Ypiranga
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-6.4400568,-38.856739,,Zona Rural
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-2.8519398,-40.455559,,Corrego Mourão
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-5.4555068,-39.712852,,Bom Princípio
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.8295063,-38.5658541,,José Walter
data_with_coordinates.js,2025-06-13T03:00:00.000Z,-3.7689589,-38.6476337,, Conjunto El Dourado
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-5.5862794,-40.0523362,,-
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.463605,-39.200016,,-
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.406012,-39.1794758,,Boa Vista
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.7760801,-38.5893911,,Bonsucesso
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-4.6871954,-37.3985081,,Serra do Mar
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.7101127,-38.4710245,,Cais do Porto
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-4.3267707,-40.1531414,,Pereiros
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-5.0316654,-38.8686269,,Cacimbas
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-2.9162931,-40.8581764,,Nossa Senhora de Fátima
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-6.3564698,-39.2957413,,João Paulo II
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-4.8353222,-38.1439623,,Alto São João
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.800242,-38.511516,,Cajazeiras
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.7276679,-38.5676431,,São Gerardo
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.8340871,-38.5508043,,Cidade Jardim I (Conjunto José Walter)
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.7767654,-38.5890528,,Bonsucesso
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.8519161,-38.6136696,,Santo Sátiro
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-4.1868631,-38.4613302,,Bangüê I
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-6.3425676,-39.3184661,,-
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.8746626,-38.6696591,,Outra Banda
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.792651,-38.573807,,Maraponga
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.5558995,-38.8311906,,Pecém
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.5739438,-40.3436519,,Mumbaba de Baixo
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-4.1706306,-38.1210622,,Centro
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-5.2374846,-38.1318537,,Vila José Mendes
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-4.2875961,-38.6513265,,Jatobá II
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.4631081,-39.4203009,,Cemoaba
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-3.839568,-38.528553,,Conjunto Palmeiras
data_with_coordinates.js,2025-06-14T03:00:00.000Z,-5.1907319,-39.3005986,,Pompeia
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7656884,-38.5932732,,Genibau
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-6.3898597,-39.2904867,,Alto Do Juca
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7223691,-38.5777749,,Jardim Iracema
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.9515346,-41.0169114,,Pedrinhas
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7683947,-38.5925083,,Henrique Jorge
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7467625,-38.5573792,,Amadeu Furtado
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-4.9631133,-39.0099641,,Campo Velho
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.8217331,-38.4724084,,São Miguel
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.8526704,-38.5169395,,Jangurussu
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7276347,-38.4695347,,Vicente Pinzon
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.708599,-38.5708893,,Cristo Redentor
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.4484191,-39.0103859,,Muriti Dos Carlos
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7906167,-38.6603716,,Conjunto São Domingos
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7123032,-38.5722797,,Cristo Redentor
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-6.0991535,-39.4529242,,Colchetes
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-6.3704832,-39.2895258,,Vila Neuma
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7994635,-40.2649154,,Cohab
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-4.3198694,-38.8580827,,Coió Do Meio
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-6.3754462,-39.2640503,,Chapadinha
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7859555,-38.5845895,,Vila Pery
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-6.3523829,-39.3026889,,Areias
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-6.3523829,-39.3026889,,Areias
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.843641,-38.559305,,José Walter
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7486592,-38.567936,,Pici
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7267405,-38.5860895,,Quintino Cunha
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.0545952,-40.1663261,,Centro
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-5.1490435,-38.138829,,Antônio Holanda De Oliveira
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.6205507,-41.0583745,,Zona Rural
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7436122,-38.4692334,,Papicu
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.8134702,-38.6045558,,Jardim Fluminense
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-4.1831551,-38.4544598,,Aldeia Park
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-5.533779,-40.7746253,,Centro
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-7.3225303,-39.3486957,,Zona Rural
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-3.7754862,-38.4534443,,Édson Queiroz
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-5.0359773,-38.0597135,,Zona Rural
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-7.2413298,-39.4033954,,Vila Lobo
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-4.3294385,-39.426289,,Vila São Pedro
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-5.5317336,-40.7860924,,Lagoa Do Tigre Norte
data_with_coordinates.js,2025-06-15T03:00:00.000Z,-4.4942431,-38.8994538,,Marmoré
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.719506,-38.562166,,Carlito Pamplona
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-5.1259377,-39.7325617,,Centro
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.7141796,-38.5543034,,Carlito Pamplona
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-5.0244849,-38.2961249,,Zona Rural
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.7856738,-38.5694788,,Parangaba
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-4.916565,-37.9783134,,Tabuleiro do Catavento
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.7312666,-38.5639248,,São Gerardo
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.7850449,-39.2733926,,Posto Agrícola
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-4.1096473,-38.5036923,,Planalto da Galiléia
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-4.6078848,-40.5766146,,Zona Rural
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.8047908,-38.5918633,,Parque São José
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.9052631,-38.4110195,,Jacunda
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.606062,-40.2622473,,Patriarca
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.2626368,-39.2623123,,Estrada do Fio
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.1837463,-40.2560671,,Centro
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-2.9155091,-40.8408039,,Olinda
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.8170095,-38.6086533,,Canindezinho
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-6.3690712,-39.2881442,,Vila Moura
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.817324,-38.608163,,Canindezinho
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.7299368,-38.5739735,,Presidente Kenned
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.8459714,-38.627784,,Jari
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-4.0398097,-38.2042403,CEARÁ,Caponga
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-4.1322464,-38.2373556,,Centro
data_with_coordinates.js,2025-06-17T03:00:00.000Z,-3.8118034,-38.5552092,,Itaperi
data_with_coordinates.js,2025-06-17T03:00:00.000Z,-5.534679,-40.6843237,,Zona Rural
data_with_coordinates.js,2025-06-16T03:00:00.000Z,-3.1973051,-40.1974813,,Coqueirinho
data_with_coordinates.js,2025-06-17T03:00:00.000Z,-3.8245278,-38.518052,,João Paulo II
data_with_coordinates.js,2025-06-17T03:00:00.000Z,-4.5579398,-37.7711094,,Nossa Senhora de Fátima
data_with_coordinates.js,2025-06-17T03:00:00.000Z,-6.4026761,-38.8676806,,Cidade de Deus
data_with_coordinates.js,2025-06-17T03:00:00.000Z,-3.8014186,-40.2664738,,Edmundo Rodrigues
data_with_coordinates.js,2025-06-17T03:00:00.000Z,-5.1856547,-39.2788691,,Conjunto Esperença
