id,data,bairro_assigned,cidade_norm,latitude,longitude,tipo,tipo_evento
1,2022-01-01,Pirambu,fortaleza,-3.709641078,-38.55443237,cvli,HOMICIDIO DOLOSO
3,2022-01-01,Conjunto Palmeiras,fortaleza,-3.851335374,-38.53057706,cvli,HOMICIDIO DOLOSO
4,2022-01-01,Floresta,fortaleza,-3.716104886,-38.57390956,cvli,HOMICIDIO DOLOSO
5,2022-01-01,Cristo Redentor,fortaleza,-3.705818703,-38.56971866,cvli,HOMICIDIO DOLOSO
6,2022-01-01,Granja Lisboa,fortaleza,-3.788365498,-38.61509302,cvli,HOMICIDIO DOLOSO
14,2022-01-01,Granja Lisboa,fortaleza,-3.777780964,-38.6119378,cvli,HOMICIDIO DOLOSO
18,2022-01-01,Jangurussu,fortaleza,-3.839589988,-38.50498396,cvli,HOMICIDIO DOLOSO
21,2022-01-02,José De Alencar,fortaleza,-3.817177132,-38.47603549,cvli,HOMICIDIO DOLOSO
23,2022-01-02,Barroso,fortaleza,-3.82407214,-38.51845632,cvli,HOMICIDIO DOLOSO
32,2022-01-03,Mondubim,fortaleza,-3.814128272,-38.55783443,cvli,ROUBO SEGUIDO DE MORTE (LATROCINIO)
46,2022-01-06,Moura Brasil,fortaleza,-3.718557938,-38.53353127,cvli,HOMICIDIO DOLOSO
47,2022-01-06,Antônio Bezerra,fortaleza,-3.74244367,-38.58971883,cvli,HOMICIDIO DOLOSO
49,2022-01-06,Granja Lisboa,fortaleza,-3.777893543,-38.61728115,cvli,HOMICIDIO DOLOSO
51,2022-01-06,Sapiranga / Coité,fortaleza,-3.79217179,-38.46990392,cvli,HOMICIDIO DOLOSO
52,2022-01-06,Jangurussu,fortaleza,-3.851955793,-38.51407037,cvli,HOMICIDIO DOLOSO
57,2022-01-08,Edson Queiroz,fortaleza,-3.769578308,-38.47293146,cvli,HOMICIDIO DOLOSO
59,2022-01-08,Olavo Oliveira,fortaleza,-3.72955573,-38.5934343,cvli,HOMICIDIO DOLOSO
65,2022-01-08,Pici,fortaleza,-3.748437997,-38.58112327,cvli,HOMICIDIO DOLOSO
68,2022-01-09,Antônio Bezerra,fortaleza,-3.74394595,-38.5909825,cvli,HOMICIDIO DOLOSO
72,2022-01-09,Passaré,fortaleza,-3.827658383,-38.52904042,cvli,FEMINICÍDIO
74,2022-01-10,João Xxiii,fortaleza,-3.766380868,-38.58638622,cvli,HOMICIDIO DOLOSO
76,2022-01-10,Serrinha,fortaleza,-3.783158997,-38.54298952,cvli,HOMICIDIO DOLOSO
83,2022-01-10,Planalto Ayrton Senna,fortaleza,-3.842206585,-38.56881535,cvli,HOMICIDIO DOLOSO
84,2022-01-10,Granja Lisboa,fortaleza,-3.78562647,-38.62136186,cvli,HOMICIDIO DOLOSO
86,2022-01-10,Cais Do Porto,fortaleza,-3.716321347,-38.46442042,cvli,HOMICIDIO DOLOSO
88,2022-01-11,Planalto Ayrton Senna,fortaleza,-3.841755169,-38.56853699,cvli,HOMICIDIO DOLOSO
90,2022-01-11,Centro,fortaleza,-3.725125154,-38.53621947,cvli,HOMICIDIO DOLOSO
101,2022-01-12,Centro,fortaleza,-3.719348041,-38.5238889,cvli,HOMICIDIO DOLOSO
103,2022-01-12,Praia Do Futuro Ii,fortaleza,-3.749701597,-38.45330499,cvli,HOMICIDIO DOLOSO
109,2022-01-13,Prefeito José Walter,fortaleza,-3.825375288,-38.54125481,cvli,ROUBO SEGUIDO DE MORTE (LATROCINIO)
112,2022-01-14,Siqueira,fortaleza,-3.802009845,-38.60667017,cvli,ROUBO SEGUIDO DE MORTE (LATROCINIO)
118,2022-01-15,Parque Dois Irmăos,fortaleza,-3.795739644,-38.54917467,cvli,HOMICIDIO DOLOSO
121,2022-01-15,Carlito Pamplona,fortaleza,-3.715997341,-38.55822419,cvli,HOMICIDIO DOLOSO
125,2022-01-16,Praia De Iracema,fortaleza,-3.72182401,-38.5186168,cvli,HOMICIDIO DOLOSO
127,2022-01-17,Mondubim,fortaleza,-3.826088492,-38.5809233,cvli,HOMICIDIO DOLOSO
129,2022-01-17,Messejana,fortaleza,-3.823217721,-38.50324223,cvli,HOMICIDIO DOLOSO
130,2022-01-17,Jangurussu,fortaleza,-3.840267769,-38.5039351,cvli,HOMICIDIO DOLOSO
134,2022-01-17,Cambeba,fortaleza,-3.815051052,-38.4838349,cvli,HOMICIDIO DOLOSO
136,2022-01-17,Edson Queiroz,fortaleza,-3.770482736,-38.47268722,cvli,HOMICIDIO DOLOSO
139,2022-01-18,Panamericano,fortaleza,-3.75767074,-38.56363256,cvli,HOMICIDIO DOLOSO
142,2022-01-18,Passaré,fortaleza,-3.819859248,-38.52386763,cvli,HOMICIDIO DOLOSO
144,2022-01-18,Barra Do Ceará,fortaleza,-3.71049427,-38.58693696,cvli,HOMICIDIO DOLOSO
154,2022-01-19,Messejana,fortaleza,-3.836692869,-38.49029785,cvli,HOMICIDIO DOLOSO
156,2022-01-19,Paupina,fortaleza,-3.851634107,-38.48712794,cvli,HOMICIDIO DOLOSO
159,2022-01-20,Montese,fortaleza,-3.760790567,-38.55386761,cvli,HOMICIDIO DOLOSO
164,2022-01-20,Curió,fortaleza,-3.822059472,-38.47417617,cvli,HOMICIDIO DOLOSO
167,2022-01-21,Vila Velha,fortaleza,-3.719268354,-38.58842981,cvli,HOMICIDIO DOLOSO
170,2022-01-22,Curió,fortaleza,-3.82168034,-38.47480967,cvli,HOMICIDIO DOLOSO
171,2022-01-22,Manuel Dias Branco,fortaleza,-3.756888528,-38.46374921,cvli,HOMICIDIO DOLOSO
175,2022-01-22,Curió,fortaleza,-3.823578982,-38.4747222,cvli,HOMICIDIO DOLOSO
186,2022-01-23,Cristo Redentor,fortaleza,-3.70955555,-38.57117765,cvli,HOMICIDIO DOLOSO
198,2022-01-24,Maraponga,fortaleza,-3.793867487,-38.57471147,cvli,HOMICIDIO DOLOSO
202,2022-01-25,Passaré,fortaleza,-3.821598752,-38.52098753,cvli,HOMICIDIO DOLOSO
205,2022-01-26,Itaoca,fortaleza,-3.773081469,-38.55499627,cvli,HOMICIDIO DOLOSO
213,2022-01-27,Pici,fortaleza,-3.756686516,-38.57055921,cvli,HOMICIDIO DOLOSO
217,2022-01-28,Henrique Jorge,fortaleza,-3.76517078,-38.5925051,cvli,HOMICIDIO DOLOSO
219,2022-01-28,Jangurussu,fortaleza,-3.845135764,-38.50242897,cvli,HOMICIDIO DOLOSO
230,2022-01-29,Praia Do Futuro Ii,fortaleza,-3.762326029,-38.44434662,cvli,HOMICIDIO DOLOSO
233,2022-01-30,Granja Portugal,fortaleza,-3.784081719,-38.60727509,cvli,HOMICIDIO DOLOSO
237,2022-01-30,Maraponga,fortaleza,-3.788925864,-38.56692287,cvli,HOMICIDIO DOLOSO
243,2022-01-31,Quintino Cunha,fortaleza,-3.732601667,-38.59327736,cvli,ROUBO SEGUIDO DE MORTE (LATROCINIO)
245,2022-01-31,Jangurussu,fortaleza,-3.839225859,-38.52036272,cvli,HOMICIDIO DOLOSO
246,2022-01-31,Granja Lisboa,fortaleza,-3.785699216,-38.61594525,cvli,HOMICIDIO DOLOSO
247,2022-01-31,Prefeito José Walter,fortaleza,-3.831308966,-38.54984612,cvli,HOMICIDIO DOLOSO
248,2022-01-31,Lagoa Redonda,fortaleza,-3.820162462,-38.47237764,cvli,HOMICIDIO DOLOSO
249,2022-01-31,Lagoa Redonda,fortaleza,-3.819273519,-38.47298252,cvli,HOMICIDIO DOLOSO
264,2022-02-02,Manoel Sátiro,fortaleza,-3.798825318,-38.58062184,cvli,HOMICIDIO DOLOSO
274,2022-02-04,Bela Vista,fortaleza,-3.750177773,-38.56475423,cvli,HOMICIDIO DOLOSO
275,2022-02-04,Aracapé,fortaleza,-3.832094395,-38.58741593,cvli,HOMICIDIO DOLOSO
276,2022-02-04,Novo Mondubim,fortaleza,-3.812357382,-38.58510939,cvli,HOMICIDIO DOLOSO
278,2022-02-04,Jardim Das Oliveiras,fortaleza,-3.774878058,-38.50583182,cvli,HOMICIDIO DOLOSO
280,2022-02-04,Jardim Iracema,fortaleza,-3.720482604,-38.58337546,cvli,HOMICIDIO DOLOSO
281,2022-02-04,Boa Vista/Castelão,fortaleza,-3.796977814,-38.51668478,cvli,HOMICIDIO DOLOSO
285,2022-02-05,Jardim Das Oliveiras,fortaleza,-3.78337317,-38.50316919,cvli,HOMICIDIO DOLOSO
291,2022-02-05,Aldeota,fortaleza,-3.732325467,-38.50370437,cvli,HOMICIDIO DOLOSO
292,2022-02-05,Parque Santa Maria,fortaleza,-3.854287429,-38.49891018,cvli,HOMICIDIO DOLOSO
298,2022-02-06,Barroso,fortaleza,-3.816219457,-38.51787963,cvli,FEMINICÍDIO
302,2022-02-06,Granja Lisboa,fortaleza,-3.783839857,-38.62312598,cvli,HOMICIDIO DOLOSO
306,2022-02-06,Moura Brasil,fortaleza,-3.71927936,-38.53485936,cvli,HOMICIDIO DOLOSO
308,2022-02-07,Pirambu,fortaleza,-3.708079685,-38.55650177,cvli,HOMICIDIO DOLOSO
309,2022-02-07,Pirambu,fortaleza,-3.708079685,-38.55650177,cvli,HOMICIDIO DOLOSO
310,2022-02-07,Centro,fortaleza,-3.72444087,-38.51444035,cvli,HOMICIDIO DOLOSO
313,2022-02-07,Passaré,fortaleza,-3.826080973,-38.52861078,cvli,HOMICIDIO DOLOSO
315,2022-02-07,Lagoa Redonda,fortaleza,-3.822966413,-38.46910829,cvli,HOMICIDIO DOLOSO
316,2022-02-07,Lagoa Redonda,fortaleza,-3.822966413,-38.46910829,cvli,HOMICIDIO DOLOSO
321,2022-02-07,Cristo Redentor,fortaleza,-3.707407348,-38.56259915,cvli,HOMICIDIO DOLOSO
324,2022-02-08,Barroso,fortaleza,-3.825466071,-38.51534763,cvli,HOMICIDIO DOLOSO
330,2022-02-08,Bonsucesso,fortaleza,-3.781418901,-38.58567073,cvli,HOMICIDIO DOLOSO
332,2022-02-09,Vila Velha,fortaleza,-3.718791635,-38.60840172,cvli,HOMICIDIO DOLOSO
336,2022-02-09,Bonsucesso,fortaleza,-3.789241801,-38.58717302,cvli,HOMICIDIO DOLOSO
340,2022-02-10,Conjunto Palmeiras,fortaleza,-3.863453566,-38.52333282,cvli,HOMICIDIO DOLOSO
350,2022-02-10,Serrinha,fortaleza,-3.78311947,-38.54851149,cvli,HOMICIDIO DOLOSO
352,2022-02-11,Bom Jardim,fortaleza,-3.79851475,-38.5963889,cvli,HOMICIDIO DOLOSO
354,2022-02-11,Prefeito José Walter,fortaleza,-3.825328768,-38.55219211,cvli,HOMICIDIO DOLOSO
358,2022-02-11,Aeroporto,fortaleza,-3.764031774,-38.5287382,cvli,HOMICIDIO DOLOSO
360,2022-02-11,Barroso,fortaleza,-3.825311158,-38.517186,cvli,HOMICIDIO DOLOSO
361,2022-02-11,Bonsucesso,fortaleza,-3.788271629,-38.58779919,cvli,HOMICIDIO DOLOSO
365,2022-02-12,Granja Portugal,fortaleza,-3.782016386,-38.59538373,cvli,HOMICIDIO DOLOSO
368,2022-02-12,Siqueira,fortaleza,-3.816527428,-38.62212709,cvli,HOMICIDIO DOLOSO
369,2022-02-12,Centro,fortaleza,-3.72528324,-38.53360636,cvli,HOMICIDIO DOLOSO
370,2022-02-12,Planalto Ayrton Senna,fortaleza,-3.833603559,-38.5780616,cvli,HOMICIDIO DOLOSO
371,2022-02-12,Parreão,fortaleza,-3.761444486,-38.54556803,cvli,HOMICIDIO DOLOSO
372,2022-02-12,Granja Lisboa,fortaleza,-3.79524006,-38.61318173,cvli,HOMICIDIO DOLOSO
374,2022-02-12,Floresta,fortaleza,-3.718449491,-38.57654077,cvli,HOMICIDIO DOLOSO
378,2022-02-12,Lagoa Redonda,fortaleza,-3.821758862,-38.47133637,cvli,HOMICIDIO DOLOSO
384,2022-02-13,Cidade Dos Funcionários,fortaleza,-3.789316038,-38.50563607,cvli,HOMICIDIO DOLOSO
389,2022-02-13,Jardim Das Oliveiras,fortaleza,-3.784446481,-38.50673826,cvli,FEMINICÍDIO
390,2022-02-14,Cristo Redentor,fortaleza,-3.703514538,-38.56764786,cvli,HOMICIDIO DOLOSO
396,2022-02-14,Jangurussu,fortaleza,-3.831473244,-38.51306382,cvli,HOMICIDIO DOLOSO
398,2022-02-15,Pedras,fortaleza,-3.878031075,-38.51639656,cvli,HOMICIDIO DOLOSO
399,2022-02-15,Siqueira,fortaleza,-3.798318466,-38.62460182,cvli,HOMICIDIO DOLOSO
401,2022-02-15,Itaperi,fortaleza,-3.783295385,-38.55860683,cvli,HOMICIDIO DOLOSO
402,2022-02-15,Praia De Iracema,fortaleza,-3.721672137,-38.5145816,cvli,HOMICIDIO DOLOSO
403,2022-02-15,Vila Peri,fortaleza,-3.790825268,-38.58778183,cvli,HOMICIDIO DOLOSO
404,2022-02-15,Aldeota,fortaleza,-3.742786344,-38.49315915,cvli,HOMICIDIO DOLOSO
405,2022-02-15,Granja Lisboa,fortaleza,-3.788515549,-38.624113,cvli,HOMICIDIO DOLOSO
408,2022-02-16,Jardim Iracema,fortaleza,-3.720867935,-38.58425146,cvli,HOMICIDIO DOLOSO
409,2022-02-16,Pedras,fortaleza,-3.873419671,-38.51167674,cvli,HOMICIDIO DOLOSO
413,2022-02-16,Jangurussu,fortaleza,-3.856488693,-38.51869536,cvli,HOMICIDIO DOLOSO
414,2022-02-16,Jangurussu,fortaleza,-3.857662261,-38.51522884,cvli,HOMICIDIO DOLOSO
415,2022-02-17,Bela Vista,fortaleza,-3.751708391,-38.56188622,cvli,HOMICIDIO DOLOSO
416,2022-02-17,Jangurussu,fortaleza,-3.853933416,-38.51073926,cvli,HOMICIDIO DOLOSO
417,2022-02-17,Jangurussu,fortaleza,-3.855175871,-38.51139205,cvli,HOMICIDIO DOLOSO
421,2022-02-17,Conjunto Ceará Ii,fortaleza,-3.770338579,-38.61670032,cvli,HOMICIDIO DOLOSO
422,2022-02-17,Farias Brito,fortaleza,-3.736053167,-38.53944772,cvli,HOMICIDIO DOLOSO
423,2022-02-17,Presidente Kennedy,fortaleza,-3.725302485,-38.56921146,cvli,HOMICIDIO DOLOSO
426,2022-02-18,Alto Da Balança,fortaleza,-3.762922706,-38.51156273,cvli,HOMICIDIO DOLOSO
427,2022-02-18,Alto Da Balança,fortaleza,-3.762922706,-38.51156273,cvli,HOMICIDIO DOLOSO
428,2022-02-18,São João Do Tauape,fortaleza,-3.762134631,-38.51335999,cvli,HOMICIDIO DOLOSO
429,2022-02-18,Alto Da Balança,fortaleza,-3.762922706,-38.51156273,cvli,HOMICIDIO DOLOSO
437,2022-02-19,Conjunto Palmeiras,fortaleza,-3.851001702,-38.52110903,cvli,HOMICIDIO DOLOSO
438,2022-02-19,Jangurussu,fortaleza,-3.857674947,-38.51761691,cvli,HOMICIDIO DOLOSO
441,2022-02-19,Jangurussu,fortaleza,-3.854155931,-38.5152815,cvli,HOMICIDIO DOLOSO
443,2022-02-19,Granja Lisboa,fortaleza,-3.79144446,-38.61458317,cvli,HOMICIDIO DOLOSO
445,2022-02-20,Itaoca,fortaleza,-3.770294852,-38.55629509,cvli,HOMICIDIO DOLOSO
448,2022-02-20,São Bento,fortaleza,-3.854924533,-38.4766531,cvli,HOMICIDIO DOLOSO
453,2022-02-20,Prefeito José Walter,fortaleza,-3.831187883,-38.55677467,cvli,LESAO CORPORAL SEGUIDA DE MORTE
458,2022-02-21,Jacarecanga,fortaleza,-3.717393672,-38.54819156,cvli,HOMICIDIO DOLOSO
460,2022-02-21,Aerolândia,fortaleza,-3.771367486,-38.51751073,cvli,HOMICIDIO DOLOSO
464,2022-02-21,Cajazeiras,fortaleza,-3.813975297,-38.50516074,cvli,HOMICIDIO DOLOSO
469,2022-02-22,Genibaú,fortaleza,-3.770813697,-38.59698617,cvli,HOMICIDIO DOLOSO
485,2022-02-24,Damas,fortaleza,-3.755745218,-38.54780445,cvli,HOMICIDIO DOLOSO
488,2022-02-24,Prefeito José Walter,fortaleza,-3.823723988,-38.55798502,cvli,HOMICIDIO DOLOSO
489,2022-02-24,Boa Vista/Castelão,fortaleza,-3.80192341,-38.52521003,cvli,HOMICIDIO DOLOSO
498,2022-02-26,Planalto Ayrton Senna,fortaleza,-3.825945278,-38.57239103,cvli,HOMICIDIO DOLOSO
511,2022-02-26,Mondubim,fortaleza,-3.813912167,-38.57812943,cvli,HOMICIDIO DOLOSO
512,2022-02-27,Vila Uniăo,fortaleza,-3.771641747,-38.53553646,cvli,HOMICIDIO DOLOSO
516,2022-02-27,Granja Portugal,fortaleza,-3.787077076,-38.5930908,cvli,HOMICIDIO DOLOSO
519,2022-02-27,Papicu,fortaleza,-3.745687426,-38.46558276,cvli,HOMICIDIO DOLOSO
526,2022-02-28,Bonsucesso,fortaleza,-3.778964446,-38.59445739,cvli,HOMICIDIO DOLOSO
527,2022-02-28,Granja Portugal,fortaleza,-3.778278905,-38.59683076,cvli,HOMICIDIO DOLOSO
530,2022-03-01,Granja Lisboa,fortaleza,-3.785317859,-38.61789457,cvli,HOMICIDIO DOLOSO
531,2022-03-01,Sapiranga / Coité,fortaleza,-3.794844012,-38.47307216,cvli,HOMICIDIO DOLOSO
542,2022-03-02,Canindezinho,fortaleza,-3.813598177,-38.60019496,cvli,HOMICIDIO DOLOSO
543,2022-03-03,Parque Săo José,fortaleza,-3.802029935,-38.5901092,cvli,HOMICIDIO DOLOSO
552,2022-03-04,Passaré,fortaleza,-3.813638862,-38.53812945,cvli,HOMICIDIO DOLOSO
555,2022-03-04,Pirambu,fortaleza,-3.70970316,-38.55165074,cvli,HOMICIDIO DOLOSO
556,2022-03-04,Pirambu,fortaleza,-3.70970316,-38.55165074,cvli,HOMICIDIO DOLOSO
565,2022-03-05,Rachel De Queiroz,fortaleza,-3.795433476,-38.5534343,cvli,HOMICIDIO DOLOSO
567,2022-03-05,Pirambu,fortaleza,-3.707711359,-38.55611033,cvli,HOMICIDIO DOLOSO
568,2022-03-05,Bom Futuro,fortaleza,-3.75945688,-38.54808846,cvli,HOMICIDIO DOLOSO
569,2022-03-05,Bom Futuro,fortaleza,-3.75945688,-38.54808846,cvli,HOMICIDIO DOLOSO
573,2022-03-06,Granja Portugal,fortaleza,-3.786900492,-38.5962014,cvli,HOMICIDIO DOLOSO
574,2022-03-06,Jacarecanga,fortaleza,-3.71278394,-38.54715661,cvli,HOMICIDIO DOLOSO
575,2022-03-06,Henrique Jorge,fortaleza,-3.76343814,-38.5854719,cvli,HOMICIDIO DOLOSO
577,2022-03-06,Siqueira,fortaleza,-3.797985014,-38.62903007,cvli,HOMICIDIO DOLOSO
579,2022-03-07,Jacarecanga,fortaleza,-3.726832617,-38.542474,cvli,HOMICIDIO DOLOSO
580,2022-03-07,Granja Lisboa,fortaleza,-3.786146388,-38.61418671,cvli,HOMICIDIO DOLOSO
590,2022-03-08,Barroso,fortaleza,-3.815360867,-38.50839246,cvli,HOMICIDIO DOLOSO
596,2022-03-09,Conjunto Palmeiras,fortaleza,-3.85034866,-38.5244186,cvli,HOMICIDIO DOLOSO
605,2022-03-12,José Bonifácio,fortaleza,-3.741672991,-38.52709419,cvli,HOMICIDIO DOLOSO
611,2022-03-13,Cristo Redentor,fortaleza,-3.707205613,-38.56194906,cvli,HOMICIDIO DOLOSO
614,2022-03-13,São Bento,fortaleza,-3.85570537,-38.47727529,cvli,HOMICIDIO DOLOSO
624,2022-03-15,Pici,fortaleza,-3.756108422,-38.57406103,cvli,HOMICIDIO DOLOSO
626,2022-03-15,Sapiranga / Coité,fortaleza,-3.79111636,-38.477796,cvli,HOMICIDIO DOLOSO
627,2022-03-15,Prefeito José Walter,fortaleza,-3.836413783,-38.54994582,cvli,ROUBO SEGUIDO DE MORTE (LATROCINIO)
634,2022-03-16,Messejana,fortaleza,-3.816981622,-38.4958563,cvli,HOMICIDIO DOLOSO
636,2022-03-16,Messejana,fortaleza,-3.830228173,-38.4887254,cvli,HOMICIDIO DOLOSO
638,2022-03-17,Jangurussu,fortaleza,-3.84021864,-38.50388994,cvli,HOMICIDIO DOLOSO
639,2022-03-17,Barroso,fortaleza,-3.815698635,-38.50618889,cvli,HOMICIDIO DOLOSO
643,2022-03-18,Praia Do Futuro Ii,fortaleza,-3.767203718,-38.4412337,cvli,HOMICIDIO DOLOSO
650,2022-03-18,Bonsucesso,fortaleza,-3.789752654,-38.58921017,cvli,HOMICIDIO DOLOSO
653,2022-03-18,Aeroporto,fortaleza,-3.759899874,-38.5222251,cvli,HOMICIDIO DOLOSO
655,2022-03-19,Bonsucesso,fortaleza,-3.779200649,-38.5881824,cvli,LESAO CORPORAL SEGUIDA DE MORTE
660,2022-03-19,Granja Lisboa,fortaleza,-3.792349471,-38.612291,cvli,HOMICIDIO DOLOSO
664,2022-03-19,Jardim Das Oliveiras,fortaleza,-3.785987234,-38.5076425,cvli,HOMICIDIO DOLOSO
666,2022-03-20,José De Alencar,fortaleza,-3.817448368,-38.47863975,cvli,HOMICIDIO DOLOSO
668,2022-03-20,Pirambu,fortaleza,-3.708846072,-38.55251073,cvli,HOMICIDIO DOLOSO
669,2022-03-20,Jacarecanga,fortaleza,-3.716865341,-38.54817687,cvli,HOMICIDIO DOLOSO
672,2022-03-20,Parangaba,fortaleza,-3.766131378,-38.56380971,cvli,HOMICIDIO DOLOSO
676,2022-03-20,Serrinha,fortaleza,-3.790121038,-38.5368837,cvli,HOMICIDIO DOLOSO
677,2022-03-21,Jangurussu,fortaleza,-3.863521467,-38.52308091,cvli,HOMICIDIO DOLOSO
678,2022-03-21,Granja Lisboa,fortaleza,-3.793858733,-38.62027857,cvli,HOMICIDIO DOLOSO
679,2022-03-21,Aeroporto,fortaleza,-3.761307898,-38.52127138,cvli,HOMICIDIO DOLOSO
682,2022-03-22,Cristo Redentor,fortaleza,-3.706071353,-38.56638376,cvli,HOMICIDIO DOLOSO
687,2022-03-23,Siqueira,fortaleza,-3.812876997,-38.61293894,cvli,HOMICIDIO DOLOSO
689,2022-03-23,Curió,fortaleza,-3.822187872,-38.4736696,cvli,HOMICIDIO DOLOSO
691,2022-03-23,Guajeru,fortaleza,-3.827791478,-38.4801258,cvli,HOMICIDIO DOLOSO
694,2022-03-23,Barra Do Ceará,fortaleza,-3.702862565,-38.57871817,cvli,HOMICIDIO DOLOSO
698,2022-03-24,Bom Jardim,fortaleza,-3.801796892,-38.60151697,cvli,HOMICIDIO DOLOSO
700,2022-03-24,Granja Lisboa,fortaleza,-3.785176197,-38.61582385,cvli,HOMICIDIO DOLOSO
701,2022-03-24,Bonsucesso,fortaleza,-3.779705242,-38.58851366,cvli,HOMICIDIO DOLOSO
702,2022-03-25,Rodolfo Teófilo,fortaleza,-3.742449902,-38.55029495,cvli,HOMICIDIO DOLOSO
703,2022-03-25,Padre Andrade,fortaleza,-3.742082473,-38.58228313,cvli,HOMICIDIO DOLOSO
707,2022-03-25,Vicente Pinzón,fortaleza,-3.727354806,-38.46747716,cvli,HOMICIDIO DOLOSO
708,2022-03-25,Rachel De Queiroz,fortaleza,-3.795014255,-38.5540301,cvli,HOMICIDIO DOLOSO
718,2022-03-27,Granja Lisboa,fortaleza,-3.786760632,-38.62252346,cvli,HOMICIDIO DOLOSO
720,2022-03-27,Granja Portugal,fortaleza,-3.78263431,-38.60359273,cvli,HOMICIDIO DOLOSO
725,2022-03-28,Bonsucesso,fortaleza,-3.774916647,-38.59398295,cvli,HOMICIDIO DOLOSO
726,2022-03-28,Granja Portugal,fortaleza,-3.785686832,-38.60592277,cvli,HOMICIDIO DOLOSO
727,2022-03-28,Jangurussu,fortaleza,-3.854505065,-38.51613169,cvli,HOMICIDIO DOLOSO
728,2022-03-29,Jangurussu,fortaleza,-3.854993207,-38.51572796,cvli,HOMICIDIO DOLOSO
732,2022-03-29,Jangurussu,fortaleza,-3.854405863,-38.51512575,cvli,HOMICIDIO DOLOSO
733,2022-03-29,Granja Portugal,fortaleza,-3.784090654,-38.60059,cvli,HOMICIDIO DOLOSO
734,2022-03-29,Jangurussu,fortaleza,-3.85264999,-38.51542027,cvli,HOMICIDIO DOLOSO
736,2022-03-29,Presidente Kennedy,fortaleza,-3.734438266,-38.57024554,cvli,HOMICIDIO DOLOSO
739,2022-03-30,Jangurussu,fortaleza,-3.854053707,-38.51451385,cvli,HOMICIDIO DOLOSO
741,2022-03-30,Sabiaguaba,fortaleza,-3.801594645,-38.43205726,cvli,HOMICIDIO DOLOSO
743,2022-03-30,Mondubim,fortaleza,-3.826275153,-38.5633683,cvli,HOMICIDIO DOLOSO
744,2022-03-30,Bonsucesso,fortaleza,-3.780711459,-38.58257213,cvli,HOMICIDIO DOLOSO
748,2022-03-31,José De Alencar,fortaleza,-3.817683639,-38.47972754,cvli,HOMICIDIO DOLOSO
749,2022-03-31,Lagoa Redonda,fortaleza,-3.820994122,-38.47164067,cvli,HOMICIDIO DOLOSO
750,2022-03-31,Passaré,fortaleza,-3.824708683,-38.54297931,cvli,HOMICIDIO DOLOSO
751,2022-03-31,Passaré,fortaleza,-3.824708683,-38.54297931,cvli,HOMICIDIO DOLOSO
752,2022-03-31,Manuel Dias Branco,fortaleza,-3.758507722,-38.46438669,cvli,HOMICIDIO DOLOSO
755,2022-04-01,Mondubim,fortaleza,-3.81887795,-38.58527223,cvli,FEMINICÍDIO
757,2022-04-01,Parque Santa Rosa,fortaleza,-3.822189892,-38.59265353,cvli,HOMICIDIO DOLOSO
759,2022-04-01,Bom Jardim,fortaleza,-3.796040454,-38.59436993,cvli,HOMICIDIO DOLOSO
760,2022-04-01,Parque Santa Maria,fortaleza,-3.853598877,-38.49583487,cvli,HOMICIDIO DOLOSO
761,2022-04-01,Parque Santa Maria,fortaleza,-3.853598877,-38.49583487,cvli,HOMICIDIO DOLOSO
762,2022-04-01,Parque Santa Maria,fortaleza,-3.853598877,-38.49583487,cvli,HOMICIDIO DOLOSO
765,2022-04-02,Sabiaguaba,fortaleza,-3.810151772,-38.41029509,cvli,HOMICIDIO DOLOSO
767,2022-04-02,Pici,fortaleza,-3.753241062,-38.57952157,cvli,HOMICIDIO DOLOSO
773,2022-04-03,José De Alencar,fortaleza,-3.806689662,-38.47560618,cvli,HOMICIDIO DOLOSO
775,2022-04-03,Bonsucesso,fortaleza,-3.786043582,-38.58767827,cvli,HOMICIDIO DOLOSO
776,2022-04-03,Barra Do Ceará,fortaleza,-3.706247453,-38.57776063,cvli,HOMICIDIO DOLOSO
780,2022-04-04,Vila Velha,fortaleza,-3.713308634,-38.60830663,cvli,HOMICIDIO DOLOSO
783,2022-04-04,Jangurussu,fortaleza,-3.854132112,-38.51595145,cvli,HOMICIDIO DOLOSO
784,2022-04-05,Itaperi,fortaleza,-3.791975638,-38.5470891,cvli,HOMICIDIO DOLOSO
786,2022-04-05,Bom Jardim,fortaleza,-3.791608892,-38.60002179,cvli,HOMICIDIO DOLOSO
792,2022-04-06,Passaré,fortaleza,-3.807689956,-38.54227852,cvli,HOMICIDIO DOLOSO
798,2022-04-06,Barra Do Ceará,fortaleza,-3.704403227,-38.5766356,cvli,HOMICIDIO DOLOSO
804,2022-04-07,Messejana,fortaleza,-3.824571623,-38.49098462,cvli,HOMICIDIO DOLOSO
812,2022-04-09,Centro,fortaleza,-3.727943545,-38.5242794,cvli,HOMICIDIO DOLOSO
817,2022-04-10,Jangurussu,fortaleza,-3.855674195,-38.51928014,cvli,HOMICIDIO DOLOSO
819,2022-04-10,Canindezinho,fortaleza,-3.811270816,-38.60012485,cvli,HOMICIDIO DOLOSO
822,2022-04-10,Guajeru,fortaleza,-3.829105424,-38.47687037,cvli,HOMICIDIO DOLOSO
831,2022-04-12,Autran Nunes,fortaleza,-3.757706157,-38.59515154,cvli,HOMICIDIO DOLOSO
