id,data,bairro_assigned,cidade_norm,latitude,longitude,tipo,tipo_evento
1907,2022-08-20,Granja Lisboa,fortaleza,-3.7844134,-38.62944933,cvli,HOMICIDIO DOLOSO
1909,2022-08-21,Planalto Ayrton Senna,fortaleza,-3.843475324,-38.56554825,cvli,HOMICIDIO DOLOSO
1910,2022-08-21,Jangurussu,fortaleza,-3.850019857,-38.51933844,cvli,HOMICIDIO DOLOSO
1922,2022-08-23,Siqueira,fortaleza,-3.802799853,-38.61034491,cvli,HOMICIDIO DOLOSO
1930,2022-08-25,Bom Jardim,fortaleza,-3.79730906,-38.59583173,cvli,HOMICIDIO DOLOSO
1931,2022-08-25,Floresta,fortaleza,-3.718089545,-38.57718161,cvli,HOMICIDIO DOLOSO
1932,2022-08-25,Parque Santa Maria,fortaleza,-3.854419083,-38.5058402,cvli,HOMICIDIO DOLOSO
1940,2022-08-26,Floresta,fortaleza,-3.71521356,-38.57584403,cvli,HOMICIDIO DOLOSO
1944,2022-08-26,Cristo Redentor,fortaleza,-3.707176909,-38.5661081,cvli,HOMICIDIO DOLOSO
1948,2022-08-26,Jardim Das Oliveiras,fortaleza,-3.782215175,-38.50580413,cvli,HOMICIDIO DOLOSO
1950,2022-08-27,Messejana,fortaleza,-3.818729462,-38.49868053,cvli,HOMICIDIO DOLOSO
1953,2022-08-27,Olavo Oliveira,fortaleza,-3.731572755,-38.58516749,cvli,HOMICIDIO DOLOSO
1962,2022-08-28,Barra Do Ceará,fortaleza,-3.709989102,-38.58012442,cvli,FEMINICÍDIO
1964,2022-08-28,Bom Jardim,fortaleza,-3.790528903,-38.59466987,cvli,HOMICIDIO DOLOSO
1966,2022-08-29,Parangaba,fortaleza,-3.781159543,-38.56597102,cvli,HOMICIDIO DOLOSO
1967,2022-08-29,Genibaú,fortaleza,-3.752650091,-38.60366334,cvli,HOMICIDIO DOLOSO
1973,2022-08-30,Siqueira,fortaleza,-3.796544061,-38.62953313,cvli,HOMICIDIO DOLOSO
1976,2022-08-30,Lagoa Redonda,fortaleza,-3.82007094,-38.47237338,cvli,HOMICIDIO DOLOSO
1978,2022-08-31,Genibaú,fortaleza,-3.751803962,-38.60151394,cvli,HOMICIDIO DOLOSO
1982,2022-08-31,Prefeito José Walter,fortaleza,-3.841660007,-38.55332928,cvli,HOMICIDIO DOLOSO
1987,2022-08-31,Genibaú,fortaleza,-3.751803962,-38.60151394,cvli,HOMICIDIO DOLOSO
1990,2022-09-01,Paupina,fortaleza,-3.849604446,-38.4830556,cvli,HOMICIDIO DOLOSO
1991,2022-09-01,Álvaro Weyne,fortaleza,-3.715525953,-38.57079377,cvli,HOMICIDIO DOLOSO
1992,2022-09-01,Barra Do Ceará,fortaleza,-3.714108472,-38.57993336,cvli,HOMICIDIO DOLOSO
1993,2022-09-01,Planalto Ayrton Senna,fortaleza,-3.842442083,-38.566058,cvli,HOMICIDIO DOLOSO
1994,2022-09-01,Joaquim Távora,fortaleza,-3.739433691,-38.52165597,cvli,HOMICIDIO DOLOSO
2007,2022-09-02,Parque Santa Maria,fortaleza,-3.857392438,-38.50271839,cvli,HOMICIDIO DOLOSO
2008,2022-09-02,Parque Santa Maria,fortaleza,-3.857392438,-38.50271839,cvli,HOMICIDIO DOLOSO
2010,2022-09-02,Antônio Bezerra,fortaleza,-3.74321745,-38.58896216,cvli,HOMICIDIO DOLOSO
2011,2022-09-03,Messejana,fortaleza,-3.824320077,-38.50194322,cvli,HOMICIDIO DOLOSO
2012,2022-09-03,Jardim Cearense,fortaleza,-3.797326629,-38.56626379,cvli,HOMICIDIO DOLOSO
2016,2022-09-03,Messejana,fortaleza,-3.824320077,-38.50194322,cvli,HOMICIDIO DOLOSO
2018,2022-09-04,Alto Da Balança,fortaleza,-3.767133958,-38.5110948,cvli,HOMICIDIO DOLOSO
2024,2022-09-04,Barroso,fortaleza,-3.816581057,-38.51251073,cvli,HOMICIDIO DOLOSO
2025,2022-09-05,Jangurussu,fortaleza,-3.829657968,-38.51554487,cvli,HOMICIDIO DOLOSO
2026,2022-09-05,Olavo Oliveira,fortaleza,-3.732863579,-38.58782357,cvli,HOMICIDIO DOLOSO
2030,2022-09-05,Siqueira,fortaleza,-3.810459251,-38.62193367,cvli,HOMICIDIO DOLOSO
2031,2022-09-05,Siqueira,fortaleza,-3.810459251,-38.62193367,cvli,HOMICIDIO DOLOSO
2032,2022-09-05,Bonsucesso,fortaleza,-3.781880164,-38.58113256,cvli,HOMICIDIO DOLOSO
2036,2022-09-06,Pirambu,fortaleza,-3.71157034,-38.5547222,cvli,HOMICIDIO DOLOSO
2043,2022-09-07,Pici,fortaleza,-3.752224368,-38.5692262,cvli,HOMICIDIO DOLOSO
2048,2022-09-08,Rachel De Queiroz,fortaleza,-3.794118523,-38.55196586,cvli,HOMICIDIO DOLOSO
2049,2022-09-08,Pedras,fortaleza,-3.875442214,-38.51822243,cvli,HOMICIDIO DOLOSO
2050,2022-09-08,Cristo Redentor,fortaleza,-3.708367546,-38.56043789,cvli,HOMICIDIO DOLOSO
2051,2022-09-08,Cajazeiras,fortaleza,-3.799387876,-38.50883477,cvli,HOMICIDIO DOLOSO
2052,2022-09-08,Rachel De Queiroz,fortaleza,-3.794134583,-38.55196586,cvli,HOMICIDIO DOLOSO
2053,2022-09-08,Jangurussu,fortaleza,-3.846686546,-38.50612717,cvli,HOMICIDIO DOLOSO
2054,2022-09-08,Jangurussu,fortaleza,-3.846686546,-38.50612717,cvli,HOMICIDIO DOLOSO
2058,2022-09-09,Bonsucesso,fortaleza,-3.788877278,-38.5871698,cvli,HOMICIDIO DOLOSO
2065,2022-09-10,Siqueira,fortaleza,-3.810736951,-38.62084403,cvli,HOMICIDIO DOLOSO
2068,2022-09-10,José De Alencar,fortaleza,-3.815509856,-38.47611391,cvli,HOMICIDIO DOLOSO
2080,2022-09-11,Centro,fortaleza,-3.728372985,-38.5358299,cvli,HOMICIDIO DOLOSO
2081,2022-09-11,Granja Lisboa,fortaleza,-3.789348049,-38.62386744,cvli,HOMICIDIO DOLOSO
2082,2022-09-11,Praia Do Futuro Ii,fortaleza,-3.762435763,-38.44614329,cvli,HOMICIDIO DOLOSO
2090,2022-09-13,Jardim Guanabara,fortaleza,-3.722335772,-38.5924101,cvli,HOMICIDIO DOLOSO
2094,2022-09-14,Jardim Das Oliveiras,fortaleza,-3.782403648,-38.50445513,cvli,HOMICIDIO DOLOSO
2098,2022-09-15,Jangurussu,fortaleza,-3.84580336,-38.51293386,cvli,HOMICIDIO DOLOSO
2104,2022-09-15,Barroso,fortaleza,-3.812632731,-38.50998962,cvli,HOMICIDIO DOLOSO
2119,2022-09-17,Granja Portugal,fortaleza,-3.784060294,-38.60387396,cvli,HOMICIDIO DOLOSO
2121,2022-09-17,Canindezinho,fortaleza,-3.814930414,-38.61028317,cvli,HOMICIDIO DOLOSO
2122,2022-09-17,Ancuri,fortaleza,-3.86811285,-38.50956753,cvli,HOMICIDIO DOLOSO
2127,2022-09-18,Parangaba,fortaleza,-3.779381352,-38.5566733,cvli,HOMICIDIO DOLOSO
2130,2022-09-18,Barroso,fortaleza,-3.8183851,-38.50503053,cvli,HOMICIDIO DOLOSO
2131,2022-09-18,Mondubim,fortaleza,-3.820791949,-38.56833035,cvli,HOMICIDIO DOLOSO
2132,2022-09-18,Mondubim,fortaleza,-3.820791949,-38.56833035,cvli,HOMICIDIO DOLOSO
2133,2022-09-18,Cais Do Porto,fortaleza,-3.717054209,-38.46716979,cvli,HOMICIDIO DOLOSO
2134,2022-09-18,Granja Lisboa,fortaleza,-3.780922353,-38.61298212,cvli,HOMICIDIO DOLOSO
2137,2022-09-18,Granja Lisboa,fortaleza,-3.785929378,-38.61563831,cvli,HOMICIDIO DOLOSO
2138,2022-09-18,Jóquei Clube,fortaleza,-3.766235369,-38.57692777,cvli,HOMICIDIO DOLOSO
2140,2022-09-19,Praia Do Futuro Ii,fortaleza,-3.749430366,-38.4502786,cvli,HOMICIDIO DOLOSO
2145,2022-09-19,Bom Jardim,fortaleza,-3.796271965,-38.59850333,cvli,HOMICIDIO DOLOSO
2147,2022-09-19,Autran Nunes,fortaleza,-3.752403645,-38.59889963,cvli,HOMICIDIO DOLOSO
2148,2022-09-19,Pici,fortaleza,-3.747666638,-38.57036557,cvli,HOMICIDIO DOLOSO
2149,2022-09-19,Praia Do Futuro Ii,fortaleza,-3.749430366,-38.4502786,cvli,HOMICIDIO DOLOSO
2151,2022-09-20,Bonsucesso,fortaleza,-3.786450547,-38.58448203,cvli,HOMICIDIO DOLOSO
2153,2022-09-20,Barra Do Ceará,fortaleza,-3.713573176,-38.58333526,cvli,HOMICIDIO DOLOSO
2154,2022-09-20,Barra Do Ceará,fortaleza,-3.713573176,-38.58333526,cvli,HOMICIDIO DOLOSO
2160,2022-09-21,Itaperi,fortaleza,-3.793791062,-38.54463453,cvli,HOMICIDIO DOLOSO
2163,2022-09-21,Planalto Ayrton Senna,fortaleza,-3.843470196,-38.5655139,cvli,HOMICIDIO DOLOSO
2170,2022-09-22,Maraponga,fortaleza,-3.794229471,-38.56882738,cvli,ROUBO SEGUIDO DE MORTE (LATROCINIO)
2177,2022-09-22,Granja Lisboa,fortaleza,-3.787111227,-38.61673345,cvli,HOMICIDIO DOLOSO
2178,2022-09-23,Rodolfo Teófilo,fortaleza,-3.743476285,-38.55394902,cvli,HOMICIDIO DOLOSO
2180,2022-09-23,Vila Uniăo,fortaleza,-3.769028468,-38.53034599,cvli,HOMICIDIO DOLOSO
2182,2022-09-23,Jangurussu,fortaleza,-3.841380545,-38.51164857,cvli,HOMICIDIO DOLOSO
2189,2022-09-24,Cajazeiras,fortaleza,-3.810726246,-38.51363256,cvli,HOMICIDIO DOLOSO
2196,2022-09-24,Cajazeiras,fortaleza,-3.810726246,-38.51363256,cvli,HOMICIDIO DOLOSO
2198,2022-09-25,Alto Da Balança,fortaleza,-3.766480566,-38.51554809,cvli,ROUBO SEGUIDO DE MORTE (LATROCINIO)
2209,2022-09-26,Antônio Bezerra,fortaleza,-3.741524296,-38.58978607,cvli,HOMICIDIO DOLOSO
2219,2022-09-28,Passaré,fortaleza,-3.811932541,-38.54032512,cvli,HOMICIDIO DOLOSO
2222,2022-09-28,Bom Jardim,fortaleza,-3.801107485,-38.60166677,cvli,HOMICIDIO DOLOSO
2228,2022-09-29,Serrinha,fortaleza,-3.782572964,-38.55183112,cvli,HOMICIDIO DOLOSO
2229,2022-09-29,Prefeito José Walter,fortaleza,-3.829425666,-38.52917206,cvli,HOMICIDIO DOLOSO
2230,2022-09-30,Jardim Das Oliveiras,fortaleza,-3.780516245,-38.50554303,cvli,HOMICIDIO DOLOSO
2234,2022-09-30,Curió,fortaleza,-3.819894632,-38.47538724,cvli,HOMICIDIO DOLOSO
2240,2022-10-01,Siqueira,fortaleza,-3.810779772,-38.62608965,cvli,HOMICIDIO DOLOSO
2243,2022-10-01,Genibaú,fortaleza,-3.753683051,-38.60565322,cvli,HOMICIDIO DOLOSO
2249,2022-10-02,Vila Velha,fortaleza,-3.716927422,-38.6038019,cvli,HOMICIDIO DOLOSO
2252,2022-10-03,Vila Velha,fortaleza,-3.720651898,-38.60655014,cvli,HOMICIDIO DOLOSO
2270,2022-10-05,Sapiranga / Coité,fortaleza,-3.790891176,-38.46849499,cvli,HOMICIDIO DOLOSO
2273,2022-10-06,Messejana,fortaleza,-3.813786877,-38.49438497,cvli,HOMICIDIO DOLOSO
2275,2022-10-06,Paupina,fortaleza,-3.844925064,-38.48695513,cvli,HOMICIDIO DOLOSO
2283,2022-10-06,Granja Lisboa,fortaleza,-3.779414957,-38.61639695,cvli,HOMICIDIO DOLOSO
2287,2022-10-07,Coaçu,fortaleza,-3.837515502,-38.48620971,cvli,HOMICIDIO DOLOSO
2293,2022-10-07,Aerolândia,fortaleza,-3.771352903,-38.51721808,cvli,HOMICIDIO DOLOSO
2297,2022-10-08,Cristo Redentor,fortaleza,-3.708751227,-38.56558063,cvli,HOMICIDIO DOLOSO
2302,2022-10-09,Praia Do Futuro Ii,fortaleza,-3.753007273,-38.44973902,cvli,HOMICIDIO DOLOSO
2303,2022-10-09,Praia Do Futuro Ii,fortaleza,-3.753007273,-38.44973902,cvli,HOMICIDIO DOLOSO
2305,2022-10-09,Prefeito José Walter,fortaleza,-3.842681455,-38.55334403,cvli,HOMICIDIO DOLOSO
2306,2022-10-09,Novo Mondubim,fortaleza,-3.808230082,-38.58654997,cvli,HOMICIDIO DOLOSO
2308,2022-10-09,Edson Queiroz,fortaleza,-3.775384308,-38.4697222,cvli,HOMICIDIO DOLOSO
2315,2022-10-10,Bom Jardim,fortaleza,-3.794604439,-38.6086111,cvli,HOMICIDIO DOLOSO
2317,2022-10-11,João Xxiii,fortaleza,-3.766112463,-38.58908077,cvli,HOMICIDIO DOLOSO
2326,2022-10-12,Jardim Das Oliveiras,fortaleza,-3.786859959,-38.50071966,cvli,HOMICIDIO DOLOSO
2327,2022-10-12,Barroso,fortaleza,-3.813399746,-38.50876581,cvli,HOMICIDIO DOLOSO
2330,2022-10-13,Montese,fortaleza,-3.768451309,-38.55699727,cvli,HOMICIDIO DOLOSO
2339,2022-10-13,Montese,fortaleza,-3.768451309,-38.55699727,cvli,HOMICIDIO DOLOSO
2350,2022-10-15,Genibaú,fortaleza,-3.744444,-38.599167,cvli,HOMICIDIO DOLOSO
2363,2022-10-16,São João Do Tauape,fortaleza,-3.761191,-38.514182,cvli,HOMICIDIO DOLOSO
2364,2022-10-16,Conjunto Palmeiras,fortaleza,-3.837778,-38.529444,cvli,HOMICIDIO DOLOSO
2366,2022-10-17,Serrinha,fortaleza,-3.782814,-38.550975,cvli,HOMICIDIO DOLOSO
2368,2022-10-17,Jangurussu,fortaleza,-3.853056,-38.513056,cvli,HOMICIDIO DOLOSO
2369,2022-10-18,Pirambu,fortaleza,-3.707672,-38.556808,cvli,HOMICIDIO DOLOSO
2371,2022-10-18,Panamericano,fortaleza,-3.754947,-38.566832,cvli,HOMICIDIO DOLOSO
2375,2022-10-18,Sapiranga / Coité,fortaleza,-3.795571,-38.467213,cvli,HOMICIDIO DOLOSO
2388,2022-10-20,Canindezinho,fortaleza,-3.824036,-38.60919,cvli,HOMICIDIO DOLOSO
2389,2022-10-20,Parque Iracema,fortaleza,-3.809722,-38.495833,cvli,HOMICIDIO DOLOSO
2390,2022-10-20,Antônio Bezerra,fortaleza,-3.745278,-38.586111,cvli,HOMICIDIO DOLOSO
2391,2022-10-20,Bom Jardim,fortaleza,-3.796032,-38.608645,cvli,HOMICIDIO DOLOSO
2393,2022-10-21,José De Alencar,fortaleza,-3.8125,-38.474167,cvli,HOMICIDIO DOLOSO
2395,2022-10-21,Serrinha,fortaleza,-3.782778,-38.539722,cvli,HOMICIDIO DOLOSO
2396,2022-10-22,Pici,fortaleza,-3.749444,-38.581389,cvli,HOMICIDIO DOLOSO
2399,2022-10-22,Bonsucesso,fortaleza,-3.775833,-38.588889,cvli,HOMICIDIO DOLOSO
2402,2022-10-22,Itaperi,fortaleza,-3.794722,-38.542778,cvli,HOMICIDIO DOLOSO
2405,2022-10-23,Vila Uniăo,fortaleza,-3.764237,-38.534195,cvli,HOMICIDIO DOLOSO
2406,2022-10-23,Demócrito Rocha,fortaleza,-3.765,-38.563056,cvli,HOMICIDIO DOLOSO
2407,2022-10-23,Praia Do Futuro Ii,fortaleza,-3.755556,-38.444722,cvli,HOMICIDIO DOLOSO
2409,2022-10-23,Granja Lisboa,fortaleza,-3.787402056,-38.60850704,cvli,HOMICIDIO DOLOSO
2410,2022-10-23,Aerolândia,fortaleza,-3.781389,-38.513611,cvli,HOMICIDIO DOLOSO
2411,2022-10-23,Guajeru,fortaleza,-3.828274,-38.477329,cvli,HOMICIDIO DOLOSO
2414,2022-10-23,Lagoa Redonda,fortaleza,-3.824584,-38.470858,cvli,HOMICIDIO DOLOSO
2415,2022-10-23,Dom Lustosa,fortaleza,-3.752222,-38.585556,cvli,HOMICIDIO DOLOSO
2428,2022-10-24,Vila Velha,fortaleza,-3.7175,-38.590556,cvli,HOMICIDIO DOLOSO
2429,2022-10-24,José De Alencar,fortaleza,-3.815278,-38.475,cvli,HOMICIDIO DOLOSO
2430,2022-10-24,Pici,fortaleza,-3.748889,-38.580833,cvli,HOMICIDIO DOLOSO
2435,2022-10-25,Serrinha,fortaleza,-3.785922,-38.543769,cvli,HOMICIDIO DOLOSO
2439,2022-10-26,Prefeito José Walter,fortaleza,-3.822398,-38.558385,cvli,HOMICIDIO DOLOSO
2452,2022-10-27,Passaré,fortaleza,-3.82720271,-38.52899878,cvli,HOMICIDIO DOLOSO
2453,2022-10-27,Barra Do Ceará,fortaleza,-3.701635758,-38.58393054,cvli,HOMICIDIO DOLOSO
2454,2022-10-27,Benfica,fortaleza,-3.744321597,-38.54419467,cvli,HOMICIDIO DOLOSO
2457,2022-10-28,Meireles,fortaleza,-3.729562717,-38.50171505,cvli,HOMICIDIO DOLOSO
2462,2022-10-29,Genibaú,fortaleza,-3.751667,-38.604722,cvli,HOMICIDIO DOLOSO
2463,2022-10-29,Praia Do Futuro Ii,fortaleza,-3.7475,-38.450833,cvli,HOMICIDIO DOLOSO
2469,2022-10-29,Presidente Kennedy,fortaleza,-3.73431869,-38.56766739,cvli,HOMICIDIO DOLOSO
2471,2022-10-30,Henrique Jorge,fortaleza,-3.756111,-38.580833,cvli,HOMICIDIO DOLOSO
2472,2022-10-30,São Bento,fortaleza,-3.848611,-38.480278,cvli,HOMICIDIO DOLOSO
2473,2022-10-30,Quintino Cunha,fortaleza,-3.736020947,-38.5965665,cvli,HOMICIDIO DOLOSO
2474,2022-10-30,Quintino Cunha,fortaleza,-3.736020947,-38.5965665,cvli,HOMICIDIO DOLOSO
2475,2022-10-30,Prefeito José Walter,fortaleza,-3.828611,-38.550833,cvli,HOMICIDIO DOLOSO
2479,2022-10-30,Henrique Jorge,fortaleza,-3.756111,-38.580833,cvli,HOMICIDIO DOLOSO
2485,2022-10-31,Manoel Sátiro,fortaleza,-3.79879255,-38.5791667,cvli,HOMICIDIO DOLOSO
2489,2022-11-01,Bom Jardim,fortaleza,-3.791898443,-38.60306949,cvli,HOMICIDIO DOLOSO
2491,2022-11-01,José Bonifácio,fortaleza,-3.740668167,-38.52324196,cvli,HOMICIDIO DOLOSO
2492,2022-11-01,Quintino Cunha,fortaleza,-3.729892936,-38.60364329,cvli,HOMICIDIO DOLOSO
2493,2022-11-01,Quintino Cunha,fortaleza,-3.729892936,-38.60364329,cvli,HOMICIDIO DOLOSO
2504,2022-11-03,Barroso,fortaleza,-3.81466814,-38.50780999,cvli,HOMICIDIO DOLOSO
2507,2022-11-03,Passaré,fortaleza,-3.809360945,-38.53139841,cvli,HOMICIDIO DOLOSO
2508,2022-11-03,Papicu,fortaleza,-3.745362891,-38.46612183,cvli,HOMICIDIO DOLOSO
2510,2022-11-04,Pici,fortaleza,-3.754121198,-38.57695781,cvli,HOMICIDIO DOLOSO
2512,2022-11-04,Antônio Bezerra,fortaleza,-3.736605789,-38.59361821,cvli,HOMICIDIO DOLOSO
2513,2022-11-04,Siqueira,fortaleza,-3.810573215,-38.62200143,cvli,HOMICIDIO DOLOSO
2515,2022-11-04,Pici,fortaleza,-3.754121198,-38.57695781,cvli,HOMICIDIO DOLOSO
2527,2022-11-06,Siqueira,fortaleza,-3.813444916,-38.61845713,cvli,HOMICIDIO DOLOSO
2531,2022-11-06,Messejana,fortaleza,-3.826809902,-38.4872091,cvli,HOMICIDIO DOLOSO
2536,2022-11-07,Parque Dois Irmăos,fortaleza,-3.813977745,-38.55343468,cvli,HOMICIDIO DOLOSO
2538,2022-11-07,Padre Andrade,fortaleza,-3.732745141,-38.58111791,cvli,HOMICIDIO DOLOSO
2540,2022-11-07,Parque Dois Irmăos,fortaleza,-3.813977745,-38.55343468,cvli,HOMICIDIO DOLOSO
2541,2022-11-08,José De Alencar,fortaleza,-3.81579721,-38.46974069,cvli,HOMICIDIO DOLOSO
2542,2022-11-08,Quintino Cunha,fortaleza,-3.733739012,-38.60053414,cvli,HOMICIDIO DOLOSO
2543,2022-11-08,Barroso,fortaleza,-3.820034601,-38.50839862,cvli,HOMICIDIO DOLOSO
2544,2022-11-08,Bom Jardim,fortaleza,-3.791111722,-38.60448913,cvli,HOMICIDIO DOLOSO
2545,2022-11-08,Bela Vista,fortaleza,-3.755185386,-38.56028596,cvli,HOMICIDIO DOLOSO
2558,2022-11-10,Papicu,fortaleza,-3.73859802,-38.48235981,cvli,HOMICIDIO DOLOSO
2560,2022-11-10,Granja Lisboa,fortaleza,-3.785803857,-38.6155556,cvli,HOMICIDIO DOLOSO
2561,2022-11-11,Parque Manibura,fortaleza,-3.794390871,-38.48110037,cvli,HOMICIDIO DOLOSO
2569,2022-11-11,Lagoa Redonda,fortaleza,-3.830136826,-38.46198434,cvli,HOMICIDIO DOLOSO
2576,2022-11-13,Prefeito José Walter,fortaleza,-3.844927942,-38.55359447,cvli,HOMICIDIO DOLOSO
2577,2022-11-13,Prefeito José Walter,fortaleza,-3.844927942,-38.55359447,cvli,HOMICIDIO DOLOSO
2594,2022-11-14,Mondubim,fortaleza,-3.819113104,-38.58671121,cvli,HOMICIDIO DOLOSO
2595,2022-11-14,Mondubim,fortaleza,-3.819113104,-38.58671121,cvli,HOMICIDIO DOLOSO
2597,2022-11-14,Jardim Guanabara,fortaleza,-3.724870235,-38.58777107,cvli,HOMICIDIO DOLOSO
2598,2022-11-15,Bonsucesso,fortaleza,-3.789059643,-38.58721147,cvli,HOMICIDIO DOLOSO
2601,2022-11-15,Olavo Oliveira,fortaleza,-3.727471348,-38.59412619,cvli,HOMICIDIO DOLOSO
2602,2022-11-15,Vila Uniăo,fortaleza,-3.768387669,-38.53655029,cvli,HOMICIDIO DOLOSO
2603,2022-11-15,Granja Portugal,fortaleza,-3.786300932,-38.60506207,cvli,HOMICIDIO DOLOSO
2613,2022-11-16,Conjunto Ceará I,fortaleza,-3.7597135,-38.61155135,cvli,HOMICIDIO DOLOSO
2614,2022-11-17,Messejana,fortaleza,-3.831799959,-38.48812886,cvli,HOMICIDIO DOLOSO
2616,2022-11-17,Aeroporto,fortaleza,-3.770629891,-38.54917743,cvli,HOMICIDIO DOLOSO
2620,2022-11-18,Centro,fortaleza,-3.723996042,-38.52122603,cvli,HOMICIDIO DOLOSO
2621,2022-11-18,Conjunto Ceará I,fortaleza,-3.760774416,-38.61306554,cvli,HOMICIDIO DOLOSO
2623,2022-11-18,Aracapé,fortaleza,-3.834797968,-38.5880136,cvli,HOMICIDIO DOLOSO
2625,2022-11-18,Floresta,fortaleza,-3.71715627,-38.57832027,cvli,HOMICIDIO DOLOSO
2629,2022-11-19,Coaçu,fortaleza,-3.852873619,-38.47282072,cvli,HOMICIDIO DOLOSO
2631,2022-11-19,Messejana,fortaleza,-3.825918409,-38.4936111,cvli,HOMICIDIO DOLOSO
2633,2022-11-19,Granja Lisboa,fortaleza,-3.792969955,-38.62082257,cvli,HOMICIDIO DOLOSO
2643,2022-11-21,Granja Portugal,fortaleza,-3.787184867,-38.59499827,cvli,HOMICIDIO DOLOSO
2649,2022-11-21,Parque Santa Maria,fortaleza,-3.851371205,-38.49866733,cvli,HOMICIDIO DOLOSO
2653,2022-11-22,Genibaú,fortaleza,-3.760496568,-38.59832127,cvli,HOMICIDIO DOLOSO
2657,2022-11-23,Meireles,fortaleza,-3.725579905,-38.50945685,cvli,HOMICIDIO DOLOSO
2671,2022-11-24,Aracapé,fortaleza,-3.824872175,-38.58519219,cvli,HOMICIDIO DOLOSO
2672,2022-11-24,Bela Vista,fortaleza,-3.756689867,-38.55772331,cvli,HOMICIDIO DOLOSO
2673,2022-11-24,Joaquim Távora,fortaleza,-3.744992056,-38.51849456,cvli,HOMICIDIO DOLOSO
2681,2022-11-26,Antônio Bezerra,fortaleza,-3.743344978,-38.59570216,cvli,HOMICIDIO DOLOSO
2682,2022-11-26,Vila Velha,fortaleza,-3.719308285,-38.60466902,cvli,HOMICIDIO DOLOSO
2690,2022-11-26,Papicu,fortaleza,-3.735999915,-38.4802969,cvli,HOMICIDIO DOLOSO
2691,2022-11-26,Pirambu,fortaleza,-3.710034437,-38.55066864,cvli,HOMICIDIO DOLOSO
2692,2022-11-26,Granja Lisboa,fortaleza,-3.795117818,-38.61207352,cvli,HOMICIDIO DOLOSO
2697,2022-11-27,José De Alencar,fortaleza,-3.815494165,-38.47639829,cvli,HOMICIDIO DOLOSO
2698,2022-11-27,Aerolândia,fortaleza,-3.777670742,-38.51220075,cvli,HOMICIDIO DOLOSO
2700,2022-11-27,Papicu,fortaleza,-3.738371401,-38.47968323,cvli,HOMICIDIO DOLOSO
2711,2022-11-29,Granja Lisboa,fortaleza,-3.789061138,-38.61802556,cvli,HOMICIDIO DOLOSO
2712,2022-11-29,Granja Lisboa,fortaleza,-3.789061138,-38.61802556,cvli,HOMICIDIO DOLOSO
2719,2022-11-30,Aerolândia,fortaleza,-3.777481076,-38.51369921,cvli,HOMICIDIO DOLOSO
2722,2022-11-30,Centro,fortaleza,-3.735583072,-38.52361204,cvli,HOMICIDIO DOLOSO
2724,2022-12-01,Padre Andrade,fortaleza,-3.738410654,-38.58135066,cvli,HOMICIDIO DOLOSO
2731,2022-12-01,Parque Săo José,fortaleza,-3.792792619,-38.58848877,cvli,HOMICIDIO DOLOSO
2732,2022-12-01,Granja Lisboa,fortaleza,-3.792333738,-38.62002962,cvli,HOMICIDIO DOLOSO
2736,2022-12-02,Canindezinho,fortaleza,-3.799948879,-38.59715301,cvli,HOMICIDIO DOLOSO
2737,2022-12-02,José De Alencar,fortaleza,-3.816944417,-38.47713127,cvli,HOMICIDIO DOLOSO
2745,2022-12-03,Pici,fortaleza,-3.754151981,-38.56989925,cvli,HOMICIDIO DOLOSO
2746,2022-12-03,Maraponga,fortaleza,-3.79302691,-38.56970511,cvli,HOMICIDIO DOLOSO
2755,2022-12-04,Cais Do Porto,fortaleza,-3.714800866,-38.46423912,cvli,HOMICIDIO DOLOSO
2765,2022-12-04,Jangurussu,fortaleza,-3.851353769,-38.51722669,cvli,HOMICIDIO DOLOSO
2766,2022-12-05,Bom Jardim,fortaleza,-3.786828305,-38.60723436,cvli,HOMICIDIO DOLOSO
2767,2022-12-05,Granja Lisboa,fortaleza,-3.785999032,-38.62376136,cvli,HOMICIDIO DOLOSO
2778,2022-12-05,Jangurussu,fortaleza,-3.847158155,-38.51789729,cvli,HOMICIDIO DOLOSO
2781,2022-12-05,Barroso,fortaleza,-3.819190989,-38.51264821,cvli,HOMICIDIO DOLOSO
2787,2022-12-06,Lagoa Redonda,fortaleza,-3.824038238,-38.45169889,cvli,HOMICIDIO DOLOSO
2791,2022-12-06,Sapiranga / Coité,fortaleza,-3.797718761,-38.46110666,cvli,HOMICIDIO DOLOSO
2794,2022-12-07,Lagoa Redonda,fortaleza,-3.832231751,-38.46498892,cvli,HOMICIDIO DOLOSO
2802,2022-12-08,Lagoa Redonda,fortaleza,-3.822511346,-38.47284547,cvli,HOMICIDIO DOLOSO
2803,2022-12-08,Coaçu,fortaleza,-3.837809367,-38.48599739,cvli,HOMICIDIO DOLOSO
2809,2022-12-09,Siqueira,fortaleza,-3.803445805,-38.60737281,cvli,HOMICIDIO DOLOSO
2810,2022-12-09,Lagoa Redonda,fortaleza,-3.823698943,-38.4555,cvli,HOMICIDIO DOLOSO
2811,2022-12-09,Canindezinho,fortaleza,-3.815168037,-38.59981732,cvli,HOMICIDIO DOLOSO
2812,2022-12-09,Mondubim,fortaleza,-3.817095782,-38.56581717,cvli,HOMICIDIO DOLOSO
2824,2022-12-09,Monte Castelo,fortaleza,-3.722826714,-38.55782749,cvli,HOMICIDIO DOLOSO
