Controle,Data,Natureza,BairroOcor,bairro_norm,CidadeOcor,total_armas_cache,total_drogas_cache,Dinheiro_Apreendido,lat_ibge,long_ibge
29653,2024-10-16,MANDADO DE PRISÃO,Tiradentes,Meireles,Juazeiro do Norte,0,0.0,,,
29655,2024-10-16,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,São Gonçalo do Amarante,0,0.0,,,
29656,2024-10-16,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Canindezinho,Canindezinho,Fortaleza,1,0.0,,,
29657,2024-10-16,TRÁFICO DE DROGAS,Vila Saboia,Vila Peri,Ipueiras,0,307.0,252.0,,
29658,2024-10-16,APRESENTAÇÃO E APREENSÃO DE DROGAS,Pavuna,Paupina,Pacatuba,0,9.0,,,
29659,2024-10-16,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Banguê I,Ancuri,Pacajus,1,80.0,21.0,,
29660,2024-10-16,TRÁFICO DE DROGAS; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Aeroporto,Aeroporto,Tianguá,1,17.4,101.0,,
29661,2024-10-16,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS; RESISTÊNCIA - Art. 329/CPB,Paupina,Paupina,Fortaleza,1,7.0,380.0,,
29662,2024-10-16,AMEAÇA - Art. 147/CPB; LESÃO CORPORAL - Art. 129/CPB; MARIA DA PENHA - Lei nº 11.340/2006,Riacho São Francisco,Couto Fernandes,Canindé,0,0.0,,,
29663,2024-10-16,MANDADO DE PRISÃO,Centro,Centro,Cascavel,0,0.0,,,
29664,2024-10-17,APRESENTAÇÃO E APREENSÃO DE DROGAS,Mucuripe,Mucuripe,Fortaleza,0,263.0,,,
29665,2024-10-17,APRESENTAÇÃO E APREENSÃO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,99.0,,,
29666,2024-10-17,TRÁFICO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,108.0,35.0,,
29667,2024-10-17,MANDADO DE PRISÃO,Parque Leblon 2,Parque Săo José,Caucaia,0,0.0,,,
29668,2024-10-17,MANDADO DE PRISÃO,Lagoa,Lagoa Redonda,Jaguaruana,0,0.0,,,
29669,2024-10-17,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO",São Jose,São Bento,Morrinhos,1,0.0,,,
29670,2024-10-17,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Seminário,Centro,Crato,1,0.0,,,
29672,2024-10-17,TRÁFICO DE DROGAS,Açude,Coaçu,Itapajé,0,43.0,771.0,,
29673,2024-10-17,VEÍCULO LOCALIZADO,Canindezinho,Canindezinho,Fortaleza,0,0.0,,,
29674,2024-10-17,VEÍCULO CLONADO,Videlina,Vila Velha,Capistrano,0,0.0,,,
29675,2024-10-17,VEÍCULO LOCALIZADO,Centro,Centro,Poranga,0,0.0,,,
29676,2024-10-17,OUTROS,Rabeca,Aracapé,Tauá,0,0.0,164.0,,
29677,2024-10-17,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003",Flexeiras,Pedras,Paracuru,1,0.0,,,
29678,2024-10-17,MANDADO DE PRISÃO,Planalto Da Barra,Alto Da Balança,Paracuru,0,0.0,,,
29680,2024-10-17,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,Quixeramobim,0,0.0,,,
29681,2024-10-17,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Palestina,Paupina,Canindé,1,0.0,,,
29682,2024-10-17,MANDADO DE PRISÃO,Centro,Centro,Santa Quitéria,0,0.0,,,
29683,2024-10-17,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Centro,Centro,Aquiraz,0,2.2,,,
29686,2024-10-18,Crime de Trânsito (Diversos),José Walter,Prefeito José Walter,Fortaleza,0,0.0,,,
29687,2024-10-17,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Croata,Varjota,São Gonçalo do Amarante,0,0.0,,,
29688,2024-10-18,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Itarema,2,233.0,132.0,,
29689,2024-10-18,TRÁFICO DE DROGAS,Genibaú,Genibaú,Fortaleza,0,675.0,80.0,,
29690,2024-10-18,APRESENTAÇÃO E APREENSÃO DE DROGAS,Casinhas,Serrinha,Hidrolândia,0,10.0,,,
29692,2024-10-18,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Zona Rural,Granja Portugal,Tauá,0,0.0,,,
29693,2024-10-18,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Tianguá,0,0.0,,,
29694,2024-10-18,MANDADO DE PRISÃO,Parque Araxá,Parque Araxá,Fortaleza,0,0.0,,,
29695,2024-10-18,APRESENTAÇÃO E APREENSÃO DE DROGAS,Boa Esperança,Conjunto Esperança,Paraipaba,0,140.0,,,
29697,2024-10-18,RECEPTAÇÃO - Art. 180/CPB,Dom Bosco,Dom Lustosa,Mauriti,0,0.0,,,
29700,2024-10-18,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Crateús,0,0.0,,,
29701,2024-10-18,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Sagrado Coração,Barra Do Ceará,General Sampaio,0,103.9,,,
29702,2024-10-18,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Centro,Centro,Brejo Santo,0,1.5,577.25,,
29703,2024-10-18,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Guararapes,Aracapé,Fortaleza,1,0.0,14.5,,
29704,2024-10-18,TRÁFICO DE DROGAS,Conjunto Gama,Conjunto Palmeiras,Icó,0,1489.0,3.75,,
29705,2024-10-18,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; RECEPTAÇÃO - Art. 180/CPB,Icaraí de Amontada,Carlito Pamplona,Amontada,4,0.0,,,
29706,2024-10-18,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS; RECEPTAÇÃO - Art. 180/CPB,Ladeira,Cajazeiras,Itapipoca,1,4.0,,,
29708,2024-10-18,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Jardim Bandeirantes,Jardim Iracema,Maracanaú,0,0.0,,,
29710,2024-10-18,TRÁFICO DE DROGAS,Carcará,Cararu,Amontada,0,7.0,774.0,,
29711,2024-10-18,APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Vila Elói,Vila Peri,Quixeramobim,0,0.0,,,
29712,2024-10-18,TRÁFICO DE DROGAS; POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,São José,Parque Săo José,Morrinhos,0,106.0,205.0,,
29713,2024-10-18,TRÁFICO DE DROGAS,Centro,Centro,Itapajé,0,120.0,102.0,,
29714,2024-10-19,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Novo Maranguape II,Novo Mondubim,Maranguape,0,0.0,,,
29715,2024-10-19,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Itarema,1,101.0,350.0,,
29716,2024-10-19,MANDADO DE PRISÃO,Genibaú,Genibaú,Fortaleza,0,0.0,,,
29717,2024-10-19,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,São Francisco,São Gerardo,Baturité,0,0.0,,,
29718,2024-10-19,TRÁFICO DE DROGAS,Papicu,Papicu,Fortaleza,0,0.0,3501.55,,
29719,2024-10-19,FURTO - Art. 155/CPB,Centro,Centro,Granja,0,0.0,,,
29720,2024-10-19,FURTO - Art. 155/CPB; RESISTÊNCIA - Art. 329/CPB,Pajuçara,Parque Araxá,Maracanaú,0,0.0,,,
29721,2024-10-19,APRESENTAÇÃO E APREENSÃO DE DROGAS,Zona Rural,Granja Portugal,Ibiapina,0,36.1,122.0,,
29722,2024-10-19,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,Beberibe,0,0.0,,,
29723,2024-10-19,POSSE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003; ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; ORGANIZAÇÃO CRIMINOSA - Art. 2°/ Lei nº 12.850/2013,Monte Líbano,Monte Castelo,Canindé,1,0.0,,,
29724,2024-10-19,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Zona Rural,Granja Portugal,Acaraú,0,3.0,,,
29726,2024-10-19,FURTO - Art. 155/CPB,Centro,Centro,Camocim,0,0.0,,,
29727,2024-10-19,MARIA DA PENHA - Lei nº 11.340/2006,Zona Rural,Granja Portugal,Chorozinho,0,0.0,,,
29728,2024-10-19,TRÁFICO DE DROGAS,Panalto Universitario,Panamericano,Quixadá,0,5.6,332.25,,
29729,2024-10-19,RECEPTAÇÃO - Art. 180/CPB; ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Alto Alegre II,Conjunto Ceará Ii,Maracanaú,0,0.0,,,
29730,2024-10-19,RECEPTAÇÃO - Art. 180/CPB; ORGANIZAÇÃO CRIMINOSA - Art. 2°/ Lei nº 12.850/2013; PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Centro,Centro,Paracuru,1,0.0,5.2,,
29731,2024-10-19,TRÁFICO DE DROGAS; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,João Cabral,Moura Brasil,Juazeiro do Norte,1,663.0,6658.25,,
29732,2024-10-19,NÃO DELITUOSO,Cidade Satelite,Cidade 2000,Ipueiras,0,0.0,,,
29733,2024-10-19,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Urua,Guajeru,Barreira,1,0.0,,,
29734,2024-10-19,VEÍCULO LOCALIZADO,BonSucesso,Bonsucesso,Fortaleza,0,0.0,,,
29737,2024-10-19,VEÍCULO LOCALIZADO,"Parque Santa Rosa, 2268",Parque Santa Rosa,Fortaleza,0,0.0,,,
29738,2024-10-20,VEÍCULO CLONADO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Planalto Airton Sena,Planalto Ayrton Senna,Fortaleza,0,100.0,,,
29740,2024-10-20,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Vila São José,Parque Săo José,Paracuru,1,0.0,,,
29741,2024-10-20,TRÁFICO DE DROGAS,Carrapicho,Maraponga,Monsenhor Tabosa,0,38.9,114.0,,
29742,2024-10-20,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; RECEPTAÇÃO - Art. 180/CPB; ,Flores,Floresta,Amontada,2,0.0,,,
29744,2024-10-20,APRESENTAÇÃO E APREENSÃO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,33.0,,,
29745,2024-10-20,MANDADO DE PRISÃO,Portelinha,Serrinha,Apuiarés,0,0.0,,,
29746,2024-10-20,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB; DESACATO - Art. 331/CPB; RESISTÊNCIA - Art. 329/CPB,Camboas,Cambeba,Paraipaba,0,0.0,,,
29747,2024-10-20,ROUBO,Henrique Jorge,Henrique Jorge,Fortaleza,0,0.0,,,
29748,2024-10-20,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Croata,Varjota,São Gonçalo do Amarante,0,0.0,,,
29750,2024-10-20,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS; INTERVENÇÃO POLICIAL LETAL",Zona Rural,Granja Portugal,Marco,1,118.2,,,
29752,2024-10-21,APOIO A OCORRÊNCIAS  DE OUTRAS UNIDADES; FURTO DE VEÍCULO - Art. 155/CPB,Zona Rural,Granja Portugal,Canindé,0,0.0,,,
29753,2024-10-21,VEÍCULO LOCALIZADO,Nova Morada,Novo Mondubim,Morada Nova,0,0.0,,,
29754,2024-10-20,APOIO A OCORRÊNCIAS  DE OUTRAS UNIDADES; POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Parambu,0,0.0,,,
29755,2024-10-21,MANDADO DE PRISÃO,Parque Leblon,Parquelândia,Caucaia,0,0.0,,,
29758,2024-10-21,MANDADO DE PRISÃO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
29759,2024-10-21,ROUBO,Parquelândia,Parquelândia,Fortaleza,0,0.0,,,
29760,2024-10-21,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Centro,Centro,Baturité,0,0.0,,,
29761,2024-10-21,HOMICÍDIO - Art. 121/CPB; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Centro,Centro,São Benedito,1,0.0,,,
29762,2024-10-21,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Padre Palhano,Padre Andrade,Sobral,2,170.0,10509.0,,
29765,2024-10-21,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Tamboril,0,0.0,,,
29766,2024-10-21,APRESENTAÇÃO E APREENSÃO DE DROGAS,Planalto Benjamim,Planalto Ayrton Senna,Pacatuba,0,861.0,,,
29767,2024-10-21,RECEPTAÇÃO - Art. 180/CPB,Dona Rosinha,Dom Lustosa,Várzea Alegre,0,0.0,,,
29769,2024-10-21,DIREÇÃO PERIGOSA - Art.175/CTB,Canindezinho,Canindezinho,Fortaleza,0,0.0,,,
29771,2024-10-21,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; DIREÇÃO PERIGOSA - Art.175/CTB; DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,Estação,Floresta,Ipueiras,0,0.0,,,
29774,2024-10-21,LESÃO CORPORAL - Art. 129/CPB,Centro,Centro,Bela Cruz,0,0.0,,,
29775,2024-10-21,INTERVENÇÃO POLICIAL LETAL,Mangueiral,Manuel Dias Branco,Horizonte,3,0.0,,,
29776,2024-10-22,APRESENTAÇÃO E APREENSÃO DE DROGAS,Conjunto Nova Esperança,Conjunto Esperança,Paracuru,0,43.0,,,
29777,2024-10-22,APRESENTAÇÃO E APREENSÃO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,40.0,,,
29778,2024-10-22,APRESENTAÇÃO E APREENSÃO DE DROGAS,Lagoa,Lagoa Redonda,Jaguaruana,0,7.0,,,
29780,2024-10-22,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB; RECEPTAÇÃO - Art. 180/CPB",Dom José,Dom Lustosa,Sobral,1,0.0,,,
29781,2024-10-22,APRESENTAÇÃO E APREENSÃO DE VEÍCULO,João Cabral,Moura Brasil,Juazeiro do Norte,0,0.0,,,
29784,2024-10-22,APRESENTAÇÃO E APREENSÃO DE DROGAS,Aldeia Park,Aldeota,Pacajus,0,85.0,,,
29785,2024-10-22,APRESENTAÇÃO E APREENSÃO DE VEÍCULO,Vila Velha,Vila Velha,Fortaleza,0,0.0,,,
29786,2024-10-22,PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Barra Do Ceará,Barra Do Ceará,Fortaleza,1,0.0,259.5,,
29788,2024-10-22,TRÁFICO DE DROGAS,Bairro Elery,Barra Do Ceará,Fortaleza,0,2.0,14.0,,
29789,2024-10-22,APRESENTAÇÃO E APREENSÃO DE VEÍCULO,Bairro De Fátima,Praia De Iracema,Boa Viagem,0,0.0,,,
29790,2024-10-22,MANDADO DE PRISÃO,Alto da Boa Vista,Alto Da Balança,Pacajus,0,0.0,,,
29792,2024-10-22,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Cocobo,Cocó,Iguatu,1,26.45,,,
29793,2024-10-22,MANDADO DE PRISÃO,Granja Portugal,Granja Portugal,Fortaleza,0,0.0,,,
29794,2024-10-22,TRÁFICO DE DROGAS,Siqueira,Siqueira,Fortaleza,0,50.0,,,
29797,2024-10-22,PORTE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art .14/Lei nº 10.826/2003,Centro,Centro,General Sampaio,1,0.0,,,
29798,2024-10-22,FURTO DE VEÍCULO - Art. 155/CPB,João Cabral,Moura Brasil,Juazeiro do Norte,0,0.0,,,
29799,2024-10-22,RAIO 02; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,São Luís,Dom Lustosa,Morrinhos,1,0.0,,,
29800,2024-10-23,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Ipu,1,0.0,,,
29802,2024-10-23,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Realejo,Aldeota,Crateús,1,0.0,,,
29803,2024-10-23,MANDADO DE PRISÃO,Bela Vista,Bela Vista,Jardim,0,0.0,,,
29804,2024-10-23,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Viçosa do Ceará,3,0.0,,,
29805,2024-10-23,DESACATO - Art. 331/CPB,Centro,Centro,Aurora,0,0.0,,,
29806,2024-10-23,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; RECEPTAÇÃO - Art. 180/CPB,Barrinha,Serrinha,Icapuí,1,1.15,5062.7,,
29807,2024-10-23,ESTELIONATO - Art. 171/CPB; FALSA IDENTIDADE - Art. 307/CPB; CRIME TENTADO,Pirajá,Pirambu,Juazeiro do Norte,0,0.0,,,
29808,2024-10-23,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; APRESENTAÇÃO E APREENSÃO DE DROGAS; ASSOCIAÇÃO CRIMINOSA (FORMAÇÃO DE QUADRILHA) - Art. 288/CPB,Zona Rural,Granja Portugal,Ararendá,1,10.0,,,
29809,2024-10-23,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Parada,Parangaba,São Gonçalo do Amarante,2,1.7,20.0,,
29810,2024-10-23,TRÁFICO DE DROGAS,Centro,Centro,Pacujá,0,175.0,,,
29811,2024-10-23,APOIO A OCORRÊNCIAS  DE OUTRAS UNIDADES,Zona Rural,Granja Portugal,Tamboril,0,0.0,,,
29812,2024-10-23,FURTO - Art. 155/CPB,Oiteiro,Itaperi,Granja,0,0.0,,,
29813,2024-10-23,TRÁFICO DE DROGAS,Campo Grande,Couto Fernandes,Caucaia,0,19.0,72.0,,
29814,2024-10-23,TRÁFICO DE DROGAS,Cruzeiro,Centro,Itapipoca,0,70.0,,,
29815,2024-10-23,ABANDONO DE MATERIAL,Pavuna,Paupina,Pacatuba,0,0.0,,,
29816,2024-10-23,APRESENTAÇÃO E APREENSÃO DE DROGAS,Centro,Centro,Horizonte,0,17.0,311.0,,
29817,2024-10-23,VEÍCULO LOCALIZADO,Padre Andrade,Padre Andrade,Fortaleza,0,0.0,,,
29818,2024-10-23,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE VEÍCULO,Pau Pereira,Paupina,Ocara,1,0.0,,,
29819,2024-10-24,APRESENTAÇÃO E APREENSÃO DE DROGAS,Zona Rural,Granja Portugal,Acopiara,0,639.0,,,
29820,2024-10-24,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Bela Vista,Bela Vista,Fortaleza,0,8.0,147.0,,
29821,2024-10-24,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Conjunto Nova Esperança,Conjunto Esperança,Paracuru,0,34.0,,,
29822,2024-10-24,VEÍCULO LOCALIZADO,Conjuto Palmeiras,Conjunto Palmeiras,Fortaleza,0,0.0,,,
29823,2024-10-24,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB",Morro do Cabrito,Barra Do Ceará,Ipueiras,0,0.0,,,
29824,2024-10-24,TRÁFICO DE DROGAS,Centro,Centro,Amontada,0,36.0,452.0,,
29826,2024-10-24,TRÁFICO DE DROGAS; RECEPTAÇÃO - Art. 180/CPB; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Alto Guaramiranga,Alto Da Balança,Canindé,0,27.6,162.7,,
29827,2024-10-24,DISPARO EM VIA PÚBLICA - Art.15/ Lei nº 10.826/2003,Cohab,Coaçu,Boa Viagem,1,0.0,,,
29829,2024-10-24,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Area de Mata,Praia De Iracema,Caucaia,1,0.0,,,
29830,2024-10-24,TRÁFICO DE DROGAS,Mineirolândia,Aerolândia,Pedra Branca,0,1214.0,,,
29831,2024-10-24,NÃO DELITUOSO,João Paulo II,João Xxiii,Iguatu,0,0.99,,,
29832,2024-10-24,INTERVENÇÃO POLICIAL LETAL; APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Zona Rural,Granja Portugal,Morrinhos,1,31.55,,,
29833,2024-10-24,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; ROUBO,Parquelândia,Parquelândia,Fortaleza,1,0.0,,,
29834,2024-10-25,VEÍCULO LOCALIZADO,Portal dos Buritis,Praia Do Futuro Ii,São Benedito,0,0.0,,,
29835,2024-10-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Mondubim,Mondubim,Fortaleza,1,0.0,,,
29836,2024-10-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Carnaúbas,Parangaba,Ipueiras,2,1638.0,,,
29837,2024-10-25,TRÁFICO DE DROGAS; MANDADO DE PRISÃO,Centro,Centro,Icó,0,10.0,4.0,,
29838,2024-10-25,VEÍCULO LOCALIZADO,Gereraú,Genibaú,Itaitinga,0,0.0,,,
29839,2024-10-25,APRESENTAÇÃO E APREENSÃO DE DROGAS,Paupina,Paupina,Fortaleza,0,203.0,903.25,,
29840,2024-10-25,NÃO DELITUOSO,Centro,Centro,Hidrolândia,0,0.0,,,
29841,2024-10-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Aldeia Park,Aldeota,Pacajus,1,7.0,,,
29843,2024-10-25,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Monguba,Mondubim,Pacatuba,0,0.0,,,
29844,2024-10-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Ubajara,1,0.0,,,
29845,2024-10-25,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Sobral,2,0.0,,,
29846,2024-10-25,TRÁFICO DE DROGAS,Patriarca,Parque Iracema,Santana do Acaraú,0,206.0,1021.0,,
29847,2024-10-25,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; DISPARO EM VIA PÚBLICA - Art.15/ Lei nº 10.826/2003,Santa Maria,Parque Santa Maria,Pedra Branca,1,0.0,,,
29848,2024-10-26,VEÍCULO LOCALIZADO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
29849,2024-10-26,ROUBO,Messejana,Messejana,Fortaleza,1,0.0,,,
29850,2024-10-26,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Lagoa,Lagoa Redonda,Quixadá,0,0.0,,,
29852,2024-10-26,TRÁFICO DE DROGAS,Genibaú,Genibaú,Fortaleza,0,3.0,78.0,,
29853,2024-10-26,MANDADO DE PRISÃO,Cohab,Coaçu,Nova Russas,0,0.0,,,
29856,2024-10-26,ROUBO,Conjunto Palmeiras,Conjunto Palmeiras,Fortaleza,1,0.0,,,
29857,2024-10-26,AMEAÇA - Art. 147/CPB,Centro,Centro,Ipueiras,0,0.0,,,
29858,2024-10-26,APRESENTAÇÃO E APREENSÃO DE DROGAS,Outra Banda,Moura Brasil,Maranguape,0,27.0,,,
29859,2024-10-26,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,São João,São João Do Tauape,Quixadá,0,6.0,,,
29861,2024-10-26,VEÍCULO LOCALIZADO,Centro,Centro,Juazeiro do Norte,0,0.0,,,
29862,2024-10-26,APRESENTAÇÃO E APREENSÃO DE COLETE BALÍSTICO,Jardim Oasis,Jardim América,Iguatu,0,0.0,,,
29863,2024-10-26,OUTROS,Jose Bonifácio,José Bonifácio,Fortaleza,0,0.0,,,
29864,2024-10-26,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Mangabeira,Parangaba,Eusébio,1,65.0,9.3,,
29865,2024-10-26,OUTROS,São Cristóvão,São Bento,Fortaleza,0,0.0,,,
29866,2024-10-26,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; RECEPTAÇÃO - Art. 180/CPB; ,Mucunã,Mucuripe,Maracanaú,1,0.0,,,
29867,2024-10-26,FURTO - Art. 155/CPB; ROUBO,Centro,Centro,Quixeramobim,0,0.0,,,
29868,2024-10-27,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Bandeira Branca,Manuel Dias Branco,Massapê,1,0.0,,,
29870,2024-10-27,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003",Planalto Horizonte,Planalto Ayrton Senna,Horizonte,1,0.0,,,
29871,2024-10-27,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Monteiro de Moraes,Dionísio Torres,Quixeramobim,0,0.0,,,
29872,2024-10-27,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Monsenhor Tabosa,3,0.0,,,
29873,2024-10-27,RECEPTAÇÃO - Art. 180/CPB,Centro,Centro,Missão Velha,0,0.0,,,
29874,2024-10-27,VEÍCULO LOCALIZADO,Passaré,Passaré,Fortaleza,0,0.0,,,
29875,2024-10-27,VEÍCULO LOCALIZADO,Fátima I,Fátima,Crateús,0,0.0,,,
29876,2024-10-27,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Cascavel,2,0.0,,,
29877,2024-10-27,DIREÇÃO PERIGOSA - Art.175/CTB; DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,Parque Albano,Parque Araxá,Caucaia,0,0.0,,,
29878,2024-10-27,MANDADO DE PRISÃO,Parque Guadalajara,Parque Araxá,Caucaia,0,0.0,,,
29879,2024-10-27,VEÍCULO LOCALIZADO,Potira,Pirambu,Caucaia,0,0.0,,,
29880,2024-10-27,MANDADO DE PRISÃO,Morro do Cabrito,Barra Do Ceará,Ipueiras,0,0.0,,,
29883,2024-10-27,APRESENTAÇÃO E APREENSÃO DE DROGAS,Conjunto Palmeiras,Conjunto Palmeiras,Fortaleza,0,110.0,,,
29884,2024-10-27,VEÍCULO LOCALIZADO,Matadouro,Praia Do Futuro I,Tianguá,0,0.0,,,
