agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature,ais_original,regiao_risp
2.0,AIS 08,,,MEIRELES,Fortaleza,,Sim,2026-03-21,,,,10:20:23,76584.0,4405884.0,,-3.7295747731,-38.4938782631,Rua Francisco Porfírio da Ponte,,cvp,ROUBO A PESSOA,,,Sábado,False,False,Nublado,3.4,,,AIS 21,CAPITAL LESTE
2.0,AIS 08,,,MEIRELES,Fortaleza,,Sim,2026-03-21,,,,10:20:23,76966.0,4405884.0,,-3.7295747731,-38.4938782631,Rua Francisco Porfírio da Ponte,,cvp,ROUBO A PESSOA,,,Sábado,False,False,Nublado,3.4,,,AIS 21,CAPITAL LESTE
2.0,AIS 06,,,PADRE ANDRADE,Fortaleza,,Sim,2026-03-21,,,,23:41:33,76585.0,4405893.0,,-3.7359451043,-38.5840580512,Rua Demétrio Menezes,,cvp,ROUBO A PESSOA,,,Sábado,False,False,Nublado,3.4,,,AIS 06,CAPITAL OESTE
2.0,AIS 06,,,PADRE ANDRADE,Fortaleza,,Sim,2026-03-21,,,,23:41:33,76972.0,4405893.0,,-3.7359451043,-38.5840580512,Rua Demétrio Menezes,,cvp,ROUBO A PESSOA,,,Sábado,False,False,Nublado,3.4,,,AIS 06,CAPITAL OESTE
2.0,AIS 08,,,MEIRELES,Fortaleza,,Sim,2026-03-21,,,,03:56:46,76586.0,4405881.0,,-3.7265717926,-38.4961325691,Rua Visconde de Mauá,,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Sábado,False,False,Nublado,3.4,,,AIS 08,CAPITAL LESTE
2.0,AIS 08,,,MEIRELES,Fortaleza,,Sim,2026-03-21,,,,03:56:46,76965.0,4405881.0,,-3.7265717926,-38.4961325691,Rua Visconde de Mauá,,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Sábado,False,False,Nublado,3.4,,,AIS 08,CAPITAL LESTE
2.0,AIS 07,,,,Santa Quitéria,,Sim,2026-03-21,,,,17:02:21,76587.0,4406075.0,,-4.3352585754,-40.1545610554,Rua Tabelião Francisco de Paula Lobo,,cvp,ROUBO A PESSOA,,,Sábado,False,False,Nublado,3.4,,,AIS 07,NORTE
2.0,AIS 07,,,,Santa Quitéria,,Sim,2026-03-21,,,,17:02:21,76964.0,4406075.0,,-4.3352585754,-40.1545610554,Rua Tabelião Francisco de Paula Lobo,,cvp,ROUBO A PESSOA,,,Sábado,False,False,Nublado,3.4,,,AIS 07,NORTE
2.0,AIS 08,,,ALDEOTA,Fortaleza,,Sim,2026-03-21,,,,10:54:14,76588.0,4405885.0,,-3.7316314085,-38.5057416628,Avenida Barão de Studart,,cvp,ROUBO A FARMÁCIA,,,Sábado,False,False,Nublado,3.4,,,AIS 21,CAPITAL LESTE
2.0,AIS 08,,,ALDEOTA,Fortaleza,,Sim,2026-03-21,,,,10:54:14,76967.0,4405885.0,,-3.7316314085,-38.5057416628,Avenida Barão de Studart,,cvp,ROUBO A FARMÁCIA,,,Sábado,False,False,Nublado,3.4,,,AIS 21,CAPITAL LESTE
2.0,AIS 18,,,BARRA DO CEARÁ,Fortaleza,,Sim,2026-03-21,,,,13:15:10,76589.0,4405886.0,,-3.7051720546,-38.5747583099,Rua Alberto da Oliveira,,cvp,ROUBO A FARMÁCIA,,,Sábado,False,False,Nublado,3.4,,,AIS 06,CAPITAL OESTE
