cidade,bairro,rua,cvli_count
CRATO,DESCONHECIDO,RUA BERNARDO VIEIRA,1
CRATO,DESCONHECIDO,RUA BÁRBARA DE ALENCAR,1
CRATO,DESCONHECIDO,RUA CHIQUINHA MACÊDO,1
CRATO,DESCONHECIDO,RUA CHIQUINHA PIANCÓ,1
CRATO,DESCONHECIDO,RUA COMANDANTE MARCELO TEIXEIRA,1
CRATO,DESCONHECIDO,RUA CÍCERO,1
CRATO,DESCONHECIDO,RUA DA BAIXA,1
CRATO,DESCONHECIDO,RUA DEODORO DA FONSECA,1
CRATO,DESCONHECIDO,RUA DIOGENES FRAZÃO,1
CRATO,DESCONHECIDO,RUA DO ACAMPAMENTO,1
CRATO,DESCONHECIDO,RUA DO MEIO,1
CRATO,DESCONHECIDO,RUA DOM BÔSCO,1
CRATO,DESCONHECIDO,RUA DOM MELO,1
CRATO,DESCONHECIDO,RUA DOM QUINTINO,1
CRATO,DESCONHECIDO,RUA DOUTOR ELÍSIO FIGUEIREDO,1
CRATO,DESCONHECIDO,RUA DOUTOR FRANCISCO ESMERALDO DE MELO,1
CRATO,DESCONHECIDO,RUA DOUTOR JOSÉ NILO,1
CRATO,DESCONHECIDO,RUA DOUTOR MIGUEL LIMA VERDE,1
CRATO,DESCONHECIDO,RUA DOUTOR RAIMUNDO NORÕES DE MILFONT,1
CRATO,DESCONHECIDO,RUA DOUTORA ANA AMÉLIA,1
CRATO,DESCONHECIDO,RUA EDILSON SUCUPIRA,1
CRATO,DESCONHECIDO,RUA EDITE ARAÚJO TÉLES,1
CRATO,DESCONHECIDO,RUA ELÍAS SIQUEIRA,1
CRATO,DESCONHECIDO,RUA ESMERINDO TAVÁRES,1
CRATO,DESCONHECIDO,RUA FRANCISCO AUGUSTO DOS SANTOS,1
CRATO,DESCONHECIDO,RUA FRANCISCO BEZERRA,1
CRATO,DESCONHECIDO,RUA GEORGE SALDANHA,1
CRATO,DESCONHECIDO,RUA GERALDO MURICI,1
CRATO,DESCONHECIDO,RUA GERSON ZABULON,1
CRATO,DESCONHECIDO,RUA GETÚLIO JOAQUIM PEREIRA,1
CRATO,DESCONHECIDO,RUA GLICÉRIO BENÍCIO PINHEIRO,1
CRATO,DESCONHECIDO,RUA HELENO TOMAZ DE SOUZA,1
CRATO,DESCONHECIDO,RUA HERMENEGILDO FIRMEZA,1
CRATO,DESCONHECIDO,RUA JESUS DE NAZARÉ,1
CRATO,DESCONHECIDO,RUA JOSÉ MARROCOS,1
CRATO,DESCONHECIDO,RUA JOSÉ VALDEVINO CRUZ,1
CRATO,DESCONHECIDO,RUA JUVÊNCIO BARRETO,1
CRATO,DESCONHECIDO,RUA MAESTRO AZUL,1
CRATO,DESCONHECIDO,RUA MANOEL ALVES BEZERRA,1
CRATO,DESCONHECIDO,RUA MARIA AMÉLIA,1
CRATO,DESCONHECIDO,RUA MARIA AMÉLIA ESMERALDO,1
CRATO,DESCONHECIDO,RUA MARIA LUCIOLA SIQUEIRA DE MELLO,1
CRATO,DESCONHECIDO,RUA MONSENHOR ALBOINO PEQUENO,1
CRATO,DESCONHECIDO,RUA MONSENHOR ALENÇAR,1
CRATO,DESCONHECIDO,RUA MÁRIO BEZERRA SAMPAIO,1
CRATO,DESCONHECIDO,RUA NOSSA SENHORA DA CONCEIÇÃO,1
CRATO,DESCONHECIDO,RUA PADRE CÍCERO,1
CRATO,DESCONHECIDO,RUA PADRE FREDERICO,1
CRATO,DESCONHECIDO,RUA PADRE LEMOS,1
CRATO,DESCONHECIDO,RUA PADRE RODOLFO,1
CRATO,DESCONHECIDO,RUA PAULINHO AMARELINHO,1
CRATO,DESCONHECIDO,RUA PEDRO AGOSTINHO DE SOUSA,1
CRATO,DESCONHECIDO,RUA PEDRO GOMES DE NORÕES,1
CRATO,DESCONHECIDO,RUA PLÍNIO CAVALCANTE,1
CRATO,DESCONHECIDO,RUA RAIMUNDA DOMINGOS ALVES,1
CRATO,DESCONHECIDO,RUA RATISBONA,1
CRATO,DESCONHECIDO,RUA RITINHA TAVÁRES,1
CRATO,DESCONHECIDO,RUA SANTANA DO CARIRI,1
CRATO,DESCONHECIDO,RUA SANTO ANTÔNIO,1
CRATO,DESCONHECIDO,RUA SETE DE SETEMBRO,1
CRATO,DESCONHECIDO,RUA SÃO FRANCISCO,1
CRATO,DESCONHECIDO,RUA SÃO PAULO,1
CRATO,DESCONHECIDO,RUA VICENTE MÃXIMO FEITOSA,1
CRATO,DESCONHECIDO,RUA VICENTE TAVARES BEZERRA,1
CRATO,DESCONHECIDO,RUA ÁLVARO MADEIRA,1
CRATO,DESCONHECIDO,RUA ÂNGELO FIGUEIREDO,1
CRATO,DESCONHECIDO,SITIO ANTÔNIO,1
CRATO,DESCONHECIDO,SITIO JUÁ,1
CRATO,DESCONHECIDO,SITIO MONTEIRO CARIRI,1
CRATO,DESCONHECIDO,SITIO QUEBRA,1
CRATO,DESCONHECIDO,TRAVESSA SÃO ROQUE,1
CRATO,DESCONHECIDO,VILA VITÓRIA,1
CROATÁ,DESCONHECIDO,ESTRADA LAGOA SÃO ROQUE,1
CROATÁ,DESCONHECIDO,ESTRADA VIA BARRA DO SOTERO,1
CROATÁ,DESCONHECIDO,ESTRADA VIA DISTRITO BETÂNIA,1
CROATÁ,DESCONHECIDO,RUA PRINCESA ISABEL,1
CROATÁ,DESCONHECIDO,RUA RAIMUNDO LÚCIO,1
CROATÁ,DESCONHECIDO,RUA TOMÁS CRISPA,1
CROATÁ,DESCONHECIDO,RUA WELINGTON MELO,1
CROATÁ,DESCONHECIDO,SITIO BAIXIO,1
CRUZ,DESCONHECIDO,AVENIDA BEIRA MAR,1
CRUZ,DESCONHECIDO,AVENIDA ESTEVÃO SABÓIA,1
CRUZ,DESCONHECIDO,AVENIDA FRANCISCO XAVIER CHAVES,1
CRUZ,DESCONHECIDO,AVENIDA QUATORZE DE JANEIRO,1
CRUZ,DESCONHECIDO,BECO CÓRREGO DO PREFEITO,1
CRUZ,DESCONHECIDO,CE-085,1
CRUZ,DESCONHECIDO,ESTRADA CÓRREGO DO MOURÃO A SOLIDÃO 2,1
CRUZ,DESCONHECIDO,ESTRADA PARÁ AROEIRA,1
CRUZ,DESCONHECIDO,ESTRADA PREÁ A CASTELIANO,1
CRUZ,DESCONHECIDO,RODOVIA ROTA TURISTICA SERRA DA IBIAPABA,1
CRUZ,DESCONHECIDO,RUA CORONEL TEIXEIRA PINTO,1
CRUZ,DESCONHECIDO,RUA ISAURA MUNIZ,1
CRUZ,DESCONHECIDO,RUA JOSÉ LEÔNCIO,1
CRUZ,DESCONHECIDO,RUA MIGUEL INÁCIO,1
CRUZ,DESCONHECIDO,RUA PADRE VALDERY,1
CRUZ,DESCONHECIDO,RUA PEDRO FERREIRA,1
CRUZ,DESCONHECIDO,RUA PORTAL DAS ALMAS,1
CRUZ,DESCONHECIDO,RUA RAIMUNDO ALBANO,1
CRUZ,DESCONHECIDO,RUA TATAJUBA,1
CRUZ,DESCONHECIDO,RUA VICENTE JUSTO,1
DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,ESTRADA PARA ACOPIARA,1
DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,RUA CÂNDIDO BORGES DA COSTA,1
DEPUTADO IRAPUAN PINHEIRO,DESCONHECIDO,ESTRADA VARJOTA,1
ERERÉ,DESCONHECIDO,AVENIDA PADRE DANIEL,1
EUSÉBIO,ANCURI,RUA DOMINGOS SÁVIO,1
EUSÉBIO,COACU,RUA MENINO JESUS,1
EUSÉBIO,DESCONHECIDO,RUA JOÃO NONATO,1
EUSÉBIO,DESCONHECIDO,RUA LOURIVAL SÁLES,1
EUSÉBIO,DESCONHECIDO,RUA LÍRIO DOS VALES,1
EUSÉBIO,DESCONHECIDO,RUA MANOEL PRETINHO,1
EUSÉBIO,SAO BENTO,AVENIDA CORONEL CÍCERO DE SÁ,1
FARIAS BRITO,DESCONHECIDO,BR-122,1
FARIAS BRITO,DESCONHECIDO,ESTRADA SEM NOME,1
FARIAS BRITO,DESCONHECIDO,RUA ANTÔNIO PEREIRA DE SOUSA,1
FARIAS BRITO,DESCONHECIDO,RUA AÇUDE,1
FARIAS BRITO,DESCONHECIDO,RUA DO COMÉRCIO,1
FARIAS BRITO,DESCONHECIDO,RUA MARIA CARMELITA LEITE,1
FARIAS BRITO,DESCONHECIDO,RUA NOVA,1
FARIAS BRITO,DESCONHECIDO,RUA SÃO VICENTE DE PAULA,1
FARIAS BRITO,DESCONHECIDO,SITIO GRAJAÚ,1
FORQUILHA,DESCONHECIDO,ESTRADA SEM NOME,1
FORQUILHA,DESCONHECIDO,POVOADO SETOR 2,1
FORQUILHA,DESCONHECIDO,RUA DO MEIO,1
FORQUILHA,DESCONHECIDO,RUA FRANCISCO PEREIRA ALVES,1
FORQUILHA,FORQUILHA,AVENIDA CRIANÇA DANTE VALÉRIO,1
FORQUILHA,FORQUILHA,FAZENDA RASTEIRA,1
FORQUILHA,FORQUILHA,RUA ANTÔNIO DE LOURDES,1
FORQUILHA,FORQUILHA,RUA MANOEL LIBERATO ARAGÃO,1
FORQUILHA,FORQUILHA,RUA PAULO FRANKLIN BARBOSA,1
FORTALEZA,ALTO DA BALANÇA,RUA CAPITÃO NOGUEIRA,1
FORTALEZA,ALTO DA BALANÇA,RUA SOUSA PINTO,1
FORTALEZA,AMADEU FURTADO,RUA GENERAL PIRAGIBE,1
FORTALEZA,ANCURI,RUA CAPITÃO PORFÍRIO,1
FORTALEZA,ANCURI,RUA HONORINO MAIA,1
FORTALEZA,ANTÔNIO BEZERRA,RUA PANAMÁ,1
FORTALEZA,ANTÔNIO BEZERRA,RUA PROFESSOR JOAQUIM NOGUEIRA,1
FORTALEZA,ANTÔNIO BEZERRA,RUA RUI MONTE,1
FORTALEZA,AUTRAN NUNES,RUA MOÇAMBIQUE,1
FORTALEZA,BARRA DO CEARÁ,AVENIDA 20 DE JANEIRO,1
FORTALEZA,BARRA DO CEARÁ,RUA DO LEME,1
FORTALEZA,BARRA DO CEARÁ,RUA JANGADA,1
FORTALEZA,BARRA DO CEARÁ,RUA JOSÉ LUÍS NETO,1
FORTALEZA,BARRA DO CEARÁ,RUA SANTIAGO DA BARRA DO CEARÁ,1
FORTALEZA,BARRA DO CEARÁ,RUA TAMBAÚ,1
FORTALEZA,BARROSO,AVENIDA CAPITÃO WALDEMAR PAULA LIMA,1
FORTALEZA,BARROSO,RUA ADRIANO GASPAR BRIGIDO RIBEIRO,1
FORTALEZA,BARROSO,RUA BENEDITO LACERDA,1
FORTALEZA,BARROSO,RUA MARIA ELISANGELA,1
FORTALEZA,BOA VISTA,AVENIDA ALBERTO CRAVEIRO,1
FORTALEZA,BOA VISTA,RUA 30 DE ABRIL,1
FORTALEZA,BOA VISTA,RUA CRISANTO BARROSO,1
FORTALEZA,BOA VISTA,RUA JOSÉ MESSÍAS MATOS,1
FORTALEZA,BOM FUTURO,RUA AQUIRAZ,1
FORTALEZA,BOM JARDIM,RUA CORONEL JOÃO CORREIA,1
FORTALEZA,BOM JARDIM,RUA EDSON MARTINS,1
FORTALEZA,BOM JARDIM,RUA OSCAR FRANÇA,1
FORTALEZA,BOM JARDIM,RUA ZACARIAS FLORINDO,1
FORTALEZA,BONSUCESSO,RUA VITAL BRASIL,1
FORTALEZA,CAJAZEIRAS,AVENIDA GEÓGRAFO ANTÔNIO RIBEIRO ZARANZA,1
FORTALEZA,CAJAZEIRAS,RUA ALZIRIA BENTO DO NASCIMENTO,1
FORTALEZA,CAJAZEIRAS,RUA FIDEL CASTRO,1
FORTALEZA,CAJAZEIRAS,RUA LUCIA HELENA DO NASCIMENTO,1
FORTALEZA,CAJAZEIRAS,RUA WALDA GUIMARÃES SAUNDERS,1
FORTALEZA,CAMBEBA,AVENIDA WASHINGTON SOARES,1
FORTALEZA,CANINDEZINHO,RUA RIO VERDE,1
FORTALEZA,CARLITO PAMPLONA,RUA 11 DE JULHO,1
FORTALEZA,CARLITO PAMPLONA,RUA MONSENHOR ROSA,1
FORTALEZA,CARLITO PAMPLONA,TRAVESSA ÁGUIAR,1
FORTALEZA,CARLITO PAMPLONA,VILA CORDEIRO,1
FORTALEZA,CENTRO,RUA JOSÉ AVELINO,1
FORTALEZA,CENTRO,RUA SENADOR ALENCAR,1
FORTALEZA,CIDADE DOS FUNCIONÁRIOS,RODOVIA BR116,1
FORTALEZA,CIRSTO REDENTOR,RUA MARCÍLIO DIAS,1
FORTALEZA,COAÇU,RUA ZUMBI,1
FORTALEZA,CONJUNTO PALMEIRAS,RUA OLÁVO BILAC,1
FORTALEZA,CONJUNTO PALMEIRAS,RUA VALPARAÍSO,1
FORTALEZA,CURIÓ,AVENIDA ODILON GUIMARÃES,1
FORTALEZA,CURIÓ,CUMBUCA,1
FORTALEZA,CURIÓ,RUA AMBRÓSIO DE CARVALHO,1
FORTALEZA,CURIÓ,TRAVESSA ELIEL,1
FORTALEZA,DEMÓCRITO ROCHA,RUA HELENO MOURA,1
FORTALEZA,DOM LUSTOSA,RUA CONSELHEIRO ARAÚJO LIMA,1
FORTALEZA,DOM LUSTOSA,RUA CORONEL MATOS DOURADO,1
FORTALEZA,ENGENHEIRO LUCIANO CAVALCANTE,RUA JOÃO NONATO COSTA,1
FORTALEZA,FARIAS BRITO,RUA CAMPOS SALES,1
FORTALEZA,FLORESTA,AVENIDA MAJOR ASSIS,1
FORTALEZA,FLORESTA,RUA GENERAL MÁRIO HERMES,1
FORTALEZA,GENTILÂNDIA,RUA PADRE FRANCISCO PINTO,1
FORTALEZA,GRANJA PORTUGAL,RUA JOÃO XXIII,1
FORTALEZA,GRANJA PORTUGAL,RUA LONDRINA,1
FORTALEZA,GUAJERU,GUAJERU,1
FORTALEZA,GUAJERU,RUA COSME DE ALMEIDA,1
FORTALEZA,GUAJERU,RUA JOAQUIM FELÍCIO,1
FORTALEZA,HENRIQUE JORGE,RUA JOAQUIM MANUEL DE MACÊDO,1
FORTALEZA,JANGURURSSU,AVENIDA CASTELO DE CASTRO,1
FORTALEZA,JANGURURSSU,AVENIDA GOVERNADOR LEONEL BRIZOLA,1
FORTALEZA,JANGURURSSU,RUA 404,1
FORTALEZA,JANGURURSSU,RUA A (CONJUNTO RESIDENCIAL JOSÉ EUCLIDES),1
FORTALEZA,JANGURURSSU,RUA ABENÇOADA,1
FORTALEZA,JANGURURSSU,RUA D,1
FORTALEZA,JANGURURSSU,RUA NOVA PORTUGUESA,1
FORTALEZA,JARDIM AMÉRICA,TRAVESSA MONSENHOR TABOSA,1
FORTALEZA,JARDIM GUANABARA,RUA ROSINHA SAMPAIO,1
FORTALEZA,JOSÉ BONIFÁCIO,RUA JOAQUIM MAGALHÃES,1
FORTALEZA,JOSÉ DE ALENCAR,AVENIDA ENGENHEIRO LEAL LIMA VERDE,1
FORTALEZA,JOSÉ DE ALENCAR,AVENIDA WASHINGTON SOARES,1
FORTALEZA,JOSÉ DE ALENCAR,RUA BRANCA,1
FORTALEZA,JOSÉ DE ALENCAR,RUA ELIZEU ORIÁ,1
FORTALEZA,JOSÉ DE ALENCAR,RUA FULGÊNCIO CRUZ,1
FORTALEZA,JOSÉ DE ALENCAR,RUA GRANJA SÃO FRANCISCO,1
FORTALEZA,JOSÉ DE ALENCAR,RUA OSVALDO ÁGUIAR,1
FORTALEZA,JOÃO XXIII,TRAVESSA RIO DE JANEIRO,1
FORTALEZA,LAGOA REDONDA,RUA JOSÉ BONFIM JUNIOR,1
FORTALEZA,LAGOA REDONDA,RUA NENÊ ARRUDA,1
FORTALEZA,LAGOA REDONDA,RUA PAULO DE TASSO RAMOS,1
FORTALEZA,MANOEL SÁTIRO,RUA PROFESSOR GLAUCO LOBO,1
FORTALEZA,MANOEL SÁTIRO,RUA SÃO LÁZARO,1
FORTALEZA,MARAPONGA,RUA ÁUSTRIA,1
FORTALEZA,MESSEJANA,PRAÇA DE MESSEJANA,1
FORTALEZA,MESSEJANA,RUA CECÍLIA MEIRELES,1
FORTALEZA,MESSEJANA,RUA COPÉRNICO,1
FORTALEZA,MESSEJANA,RUA JURITI,1
FORTALEZA,MESSEJANA,RUA LETÍCIA,1
FORTALEZA,MESSEJANA,RUA SANTA CLARA DE ASSIS,1
FORTALEZA,MESSEJANA,RUA SANTO EXPEDITO,1
FORTALEZA,MESSEJANA,RUA VICENTE NOBRE MACÊDO,1
FORTALEZA,MESSEJANA,RUA VILAMAR DAMASCENO,1
FORTALEZA,MONDUBIM,AVENIDA B,1
FORTALEZA,MONDUBIM,RUA A,1
FORTALEZA,MONDUBIM,RUA ANTÔNIO DIVINO,1
FORTALEZA,MONDUBIM,RUA ITACIRA,1
FORTALEZA,MONDUBIM,RUA MONTE LÍBANO,1
FORTALEZA,MONDUBIM,RUA SÃO LUCAS,1
FORTALEZA,MONDUBIM,RUA VEREADORA ZÉLIA CORREIA DE SOUSA,1
FORTALEZA,MONDUBIM,TRAVESSA PAULO MENDONÇA,1
FORTALEZA,MONTESE,RUA 15 DE NOVEMBRO,1
FORTALEZA,MUCURIPE,AVENIDA BEIRA MAR,1
FORTALEZA,PADRE ANDRADE,RUA CUBA,1
FORTALEZA,PAPICU,AVENIDA ALMIRANTE HENRIQUE SABÓIA,1
FORTALEZA,PAPICU,RUA ANDRÉ DALL'OLIO,1
FORTALEZA,PAPICU,RUA DOUTOR FRANCISCO MATOS,1
FORTALEZA,PARQUE DOIS IRMĂOS,RUA BARBACENA,1
FORTALEZA,PARQUE DOIS IRMĂOS,RUA J,1
FORTALEZA,PARQUE DOIS IRMĂOS,RUA MATADOURO,1
FORTALEZA,PARQUE IRACEMA,RUA EVARISTO DA VEIGA,1
FORTALEZA,PARQUE SANTA ROSA,RUA INÁ BRITO,1
FORTALEZA,PASSARÉ,AVENIDA 2 DE MAIO,1
FORTALEZA,PASSARÉ,AVENIDA PRESIDENTE COSTA E SILVA,1
FORTALEZA,PASSARÉ,RUA SÃO CIPRIANO,1
FORTALEZA,PICI,RUA DOS MONARCAS,1
FORTALEZA,PICI,RUA SANTO AMARO,1
FORTALEZA,PIRAMBU,RUA SANTA ROSA,1
FORTALEZA,PLANALTO AYRTON SENNA,RUA PLANALTINA,1
FORTALEZA,PRAIA DO FURUTO II,AVENIDA CLÓVIS ARRAIS MAIA,1
FORTALEZA,PRAIA DO FURUTO II,AVENIDA SANTOS DUMONT,1
FORTALEZA,PRAIA DO FURUTO II,RUA GRITO DO IPIRANGA,1
FORTALEZA,PRAIA DO FURUTO II,RUA IPAMERI,1
FORTALEZA,PRAIA DO FURUTO II,RUA SALUSTIANO DE PINHO,1
FORTALEZA,PRAIA DO FUTURO I,AVENIDA CLÓVIS ARRAIS MAIA,1
FORTALEZA,PREFEITO JOSÉ WALTER,AVENIDA G,1
FORTALEZA,PREFEITO JOSÉ WALTER,RUA 01A,1
FORTALEZA,PREFEITO JOSÉ WALTER,RUA MACHADO DE ASSIS,1
FORTALEZA,QUINTINO CUNHA,AVENIDA INDEPENDÊNCIA,1
FORTALEZA,QUINTINO CUNHA,RUA LUÍS COSTA FILHO,1
FORTALEZA,QUINTINO CUNHA,RUA SANTA MARIA GORETE,1
FORTALEZA,SABIAGUABA,RUA ANTÔNIO ECLÊ,1
FORTALEZA,SABIAGUABA,RUA DO AMIANTO,1
FORTALEZA,SIQUEIRA,RUA C ( LOTEAMENTO PARAÍSO VERDE),1
FORTALEZA,SIQUEIRA,RUA ERINEU RAMOS,1
FORTALEZA,SIQUEIRA,RUA ITAPOÃ,1
FORTALEZA,SIQUEIRA,RUA JOSÉ MAURÍCIO,1
FORTALEZA,SIQUEIRA,RUA MARIA NÚBIA DE QUEIROZ,1
FORTALEZA,SÃO BENTO,RUA AGOSTINHO GALDINO NETO,1
FORTALEZA,SÃO BENTO,RUA CRISTINA ARAÚJO,1
FORTALEZA,VICENTE PINZÓN,RUA FEDERAÇÃO,1
FORTALEZA,VICENTE PINZÓN,RUA JOSIAS PAULO DE SOUSA,1
FORTALEZA,VILA VELHA,RUA SANTA LIDUÍNA,1
FORTALEZA,ÁLVARO WEYNE,RUA JOAQUIM PINTO,1
FORTIM,DESCONHECIDO,CE-040,1
FORTIM,DESCONHECIDO,CE-123,1
FORTIM,DESCONHECIDO,F5P9+JH ARACATI,1
FORTIM,DESCONHECIDO,RUA FRANCISCO BATISTA,1
FORTIM,DESCONHECIDO,RUA GERALDO CÂNDIDO,1
FORTIM,DESCONHECIDO,RUA JOÃO DE ANIL,1
FORTIM,DESCONHECIDO,RUA MARIA GOMES,1
FORTIM,DESCONHECIDO,RUA RAIMUNDO BALA,1
FORTIM,DESCONHECIDO,SITIO CARNAUBINHA,1
FORTIM,DESCONHECIDO,VILA GURGURI,1
FORTIM,DESCONHECIDO,VILA JARDIM DE BAIXO,1
FORTIM,DESCONHECIDO,VILA MUNDO NOVO,1
FRECHEIRINHA,DESCONHECIDO,AVENIDA ANTÔNIO DAVI,1
FRECHEIRINHA,DESCONHECIDO,ESTRADA BARREIRA BARRA,1
FRECHEIRINHA,DESCONHECIDO,ESTRADA PAU BRANCO CAIÇARA,1
FRECHEIRINHA,DESCONHECIDO,ESTRADA PRA BOA VISTA,1
FRECHEIRINHA,DESCONHECIDO,ESTRADA SIRIEMA DE CIMA A FRECHEIRINHA,1
FRECHEIRINHA,DESCONHECIDO,RUA ANTÔNIO CRISTÓVÃO,1
FRECHEIRINHA,DESCONHECIDO,RUA FREI ANASTÁCIO,1
FRECHEIRINHA,DESCONHECIDO,SITIO CAIÇARA DO MEIO,1
GENERAL SAMPAIO,DESCONHECIDO,ESTRADA SEM NOME,1
GENERAL SAMPAIO,DESCONHECIDO,VILA JOÃO,1
GRANJA,DESCONHECIDO,CE-085,1
GRANJA,DESCONHECIDO,CE-364,1
GRANJA,DESCONHECIDO,ESTRADA SEM NOME,1
GRANJA,DESCONHECIDO,RUA ALTO DA BRASÍLIA,1
GRANJA,DESCONHECIDO,RUA ANGELO ADRIAO,1
GRANJA,DESCONHECIDO,RUA BOULEVAR COREAU,1
GRANJA,DESCONHECIDO,RUA DA ALEGRIA,1
GRANJA,DESCONHECIDO,RUA DA INDEPENDENCIA,1
GRANJA,DESCONHECIDO,RUA DOIS DE NOVEMBRO,1
GRANJA,DESCONHECIDO,RUA DONÁ MAROCA OLIVEIRA,1
GRANJA,DESCONHECIDO,RUA E,1
GRANJA,DESCONHECIDO,RUA FRANCISCO SOUSA,1
GRANJA,DESCONHECIDO,RUA NOVA AURORA,1
GRANJA,DESCONHECIDO,RUA PARÁ,1
GRANJA,DESCONHECIDO,RUA PAULA PESSOA,1
GRANJA,DESCONHECIDO,RUA PAULO ROCHA,1
GRANJA,DESCONHECIDO,RUA PESSOA ANTA,1
GRANJA,DESCONHECIDO,RUA PROFESSOR MAGDALA,1
GRANJA,DESCONHECIDO,RUA SÃO PEDRO,1
GRANJA,DESCONHECIDO,RUA VEREADOR INÁCIO BARCELOS,1
GRANJA,DESCONHECIDO,RUA VICENTE ARRUDA,1
GRAÇA,DESCONHECIDO,ESTRADA SEM NOME,1
GRAÇA,DESCONHECIDO,RUA DOMINGOS LÓPES DE CARVALHO,1
GRAÇA,DESCONHECIDO,RUA NOSSA SENHORA DE FÁTIMA,1
GRAÇA,DESCONHECIDO,RUA NOSSA SENHORA DO ROSÁRIO,1
GRAÇA,DESCONHECIDO,SITIO PIRITUBA,1
GRAÇA,DESCONHECIDO,V6V2+R5 LAPA,1
GROAÍRAS,DESCONHECIDO,FAZENDA CAIÇARA,1
GROAÍRAS,DESCONHECIDO,FAZENDA CAPIM 1,1
GROAÍRAS,GROAIRAS,FAZENDA MARRECAS,1
GROAÍRAS,GROAIRAS,RUA MANOEL VICENTE DE MELO,1
GUAIÚBA,DESCONHECIDO,ESTRADA DAS TORRES,1
GUAIÚBA,DESCONHECIDO,ESTRADA GUAIUBA-JATOBA,1
GUAIÚBA,DESCONHECIDO,ESTRADA PARADA DA ALEGRIA,1
GUAIÚBA,DESCONHECIDO,ESTRADA SEM NOME,1
GUAIÚBA,DESCONHECIDO,RUA 2,1
GUAIÚBA,DESCONHECIDO,RUA BEIRA RIO,1
GUAIÚBA,DESCONHECIDO,RUA CELSO GONÇALVES DA SILVA,1
GUAIÚBA,DESCONHECIDO,RUA CORONEL JOÃO MENDES,1
GUAIÚBA,DESCONHECIDO,RUA FRANCISCO GALDINO,1
GUAIÚBA,DESCONHECIDO,RUA LUÍS MANOEL DOS SANTOS,1
GUAIÚBA,DESCONHECIDO,RUA MARIANA MENDES,1
GUAIÚBA,DESCONHECIDO,RUA POMPÍLIO DE ANDRADE,1
GUAIÚBA,DESCONHECIDO,RUA RAIMUNDO BANDEIRA,1
GUAIÚBA,DESCONHECIDO,RUA RAIMUNDO INÁCIO SILVA,1
GUAIÚBA,DESCONHECIDO,RUA RODOLFO TEOFILO,1
GUAIÚBA,DESCONHECIDO,RUA SINVAL LEITÃO,1
GUAIÚBA,DESCONHECIDO,RUA UM,1
GUAIÚBA,DESCONHECIDO,TRAVESSA JOÃO CABRAL ARAÚJO,1
GUAIÚBA,DESCONHECIDO,TRAVESSA MATEUS COSTA PIRES,1
GUAIÚBA,GUAIUBA,RUA ALBINIANO JOSÉ DE SOUSA,1
GUAIÚBA,GUAIUBA,RUA TICA,1
GUARACIABA DO NORTE,DESCONHECIDO,ESTAÇÃO ANTIGA ESTRADA P PERIUTABA,1
GUARACIABA DO NORTE,DESCONHECIDO,RODOVIA DEPUTADO JOSÉ MARIA MELO,1
GUARACIABA DO NORTE,DESCONHECIDO,RUA C,1
GUARACIABA DO NORTE,DESCONHECIDO,RUA CAPITÃO FERREIRA,1
GUARACIABA DO NORTE,DESCONHECIDO,RUA FRANCISCO VIÊIRA,1
GUARACIABA DO NORTE,DESCONHECIDO,RUA MONSENHOR EURICO,1
GUARACIABA DO NORTE,DESCONHECIDO,RUA PREFEITO METON SILVANO,1
GUARACIABA DO NORTE,DESCONHECIDO,RUA PREFEITO VALDEMIRO FERREIRA GOMES,1
GUARACIABA DO NORTE,DESCONHECIDO,SITIO CRUZ DAS ALMAS,1
HIDROLÂNDIA,DESCONHECIDO,ESTRADA FAZ TIMBAÚBA A SALGADO,1
HIDROLÂNDIA,DESCONHECIDO,RUA MATEUS FERREIRA GOMES,1
HORIZONTE,DESCONHECIDO,BENTO,1
HORIZONTE,DESCONHECIDO,RODOVIA PRINCIPAL,1
HORIZONTE,DESCONHECIDO,RUA DOCA DE SOUSA FALCÃO,1
HORIZONTE,DESCONHECIDO,RUA FRANCISCA ALVES,1
HORIZONTE,DESCONHECIDO,RUA JOÃO A DA SILVA,1
HORIZONTE,DESCONHECIDO,RUA MANUEL NUNES,1
HORIZONTE,DESCONHECIDO,RUA RAFAEL SANTOS,1
HORIZONTE,DESCONHECIDO,RUA RAIMUNDO PEREIRA LIMA,1
HORIZONTE,DESCONHECIDO,RUA SIMEÃO CORREIA LIMA,1
HORIZONTE,HORIZONTE,AVENIDA ELÍAS BENTO FERREIRA,1
HORIZONTE,HORIZONTE,AVENIDA LEANDRO BEZERRA,1
HORIZONTE,HORIZONTE,RUA ENIR SANTOS,1
HORIZONTE,HORIZONTE,RUA MARIANO F. DE ALMEIDA,1
HORIZONTE,HORIZONTE,RUA VENÂNCIO RAIMUNDO DE SOUSA,1
IBARETAMA,DESCONHECIDO,AVENIDA JOÃO RABÊLO SAMPAIO,1
IBARETAMA,DESCONHECIDO,ESTRADA EXTREMA A LAGOA CANAFÍSTULA,1
IBARETAMA,DESCONHECIDO,ESTRADA MARAMBAIA DOURADO,1
IBARETAMA,DESCONHECIDO,ESTRADA NOVA VIDA EXTREMA,1
IBARETAMA,DESCONHECIDO,ESTRADA PARÁ VÁRZEA DE CIMA,1
