datetime,tipo,cidade,ais,regiao_risp,bairro,rua,latitude,longitude,prox_bairro,prox_rua,dias_para_prox,distancia_para_prox_km
2022-06-29 05:26:53,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7907668122,-38.5991056329,BOM JARDIM,,0.0,0.0
2022-06-29 05:52:15,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8166142383,-38.6141469475,BOM JARDIM,,0.055,3.307
2022-06-29 05:52:15,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8166142383,-38.6141469475,SIQUEIRA,,0.0,0.0
2022-06-29 06:11:33,cvp,Fortaleza,AIS 06,CAPITAL OESTE,DOM LUSTOSA,,-3.7551883812,-38.5859066661,PARQUELÂNDIA,,0.133,3.615
2022-06-29 06:11:33,cvp,Fortaleza,AIS 06,CAPITAL OESTE,DOM LUSTOSA,,-3.7551883812,-38.5859066661,DOM LUSTOSA,,0.0,0.0
2022-06-29 06:43:59,cvp,Fortaleza,AIS 16,CAPITAL LESTE,GUAJERU,,-3.8305933469,-38.4761761206,GUAJERU,,0.0,0.0
2022-06-29 06:43:59,cvp,Fortaleza,AIS 16,CAPITAL LESTE,GUAJERU,,-3.8305933469,-38.4761761206,CAJAZEIRAS,,0.419,4.351
2022-06-29 07:00:00,cvli,Iguatu,AIS 10,SUL,,,-6.32199085,-39.31191939,IGUATU,,0.0,0.0
2022-06-29 07:00:00,cvli,Iguatu,AIS 10,SUL,IGUATU,,-6.32199085,-39.31191939,IGUATU,,12.069,4.843
2022-06-29 07:10:47,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7949685516,-38.5937007326,CANINDEZINHO,,0.017,1.808
2022-06-29 07:10:47,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7949685516,-38.5937007326,BOM JARDIM,,0.0,0.0
2022-06-29 07:35:50,cvp,Fortaleza,AIS 17,CAPITAL OESTE,CANINDEZINHO,,-3.8072232189,-38.6044136309,CANINDEZINHO,,0.0,0.0
2022-06-29 07:35:50,cvp,Fortaleza,AIS 17,CAPITAL OESTE,CANINDEZINHO,,-3.8072232189,-38.6044136309,GRANJA PORTUGAL,,0.147,2.832
2022-06-29 07:39:44,cvp,Fortaleza,AIS 21,CAPITAL LESTE,ENGENHEIRO LUCIANO CAVALCANTE,,-3.7736710698,-38.4987823932,ENGENHEIRO LUCIANO CAVALCANTE,,0.0,0.0
2022-06-29 07:39:44,cvp,Fortaleza,AIS 21,CAPITAL LESTE,ENGENHEIRO LUCIANO CAVALCANTE,,-3.7736710698,-38.4987823932,EDSON QUEIROZ,,0.068,1.949
2022-06-29 07:56:01,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VARJOTA,,-3.7341862558,-38.4848631268,MEIRELES,,0.085,1.407
2022-06-29 07:56:01,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VARJOTA,,-3.7341862558,-38.4848631268,VARJOTA,,0.0,0.0
2022-06-29 09:17:11,cvp,Fortaleza,AIS 21,CAPITAL OESTE,EDSON QUEIROZ,,-3.7758359652,-38.4813509462,EDSON QUEIROZ,,0.0,0.0
2022-06-29 09:17:11,cvp,Fortaleza,AIS 21,CAPITAL OESTE,EDSON QUEIROZ,,-3.7758359652,-38.4813509462,CIDADE DOS FUNCIONÁRIOS,,0.182,3.344
2022-06-29 09:22:47,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUELÂNDIA,,-3.7387020618,-38.5578266049,PARQUELÂNDIA,,0.0,0.0
2022-06-29 09:22:47,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUELÂNDIA,,-3.7387020618,-38.5578266049,PARQUELÂNDIA,,0.126,0.914
2022-06-29 09:59:03,cvp,Eusébio,AIS 24,RMF LESTE,EUSÉBIO,,-3.8886173547,-38.4543398644,,,0.0,0.0
2022-06-29 09:59:03,cvp,Eusébio,AIS 24,RMF LESTE,,,-3.8886173547,-38.4543398644,EUSÉBIO,,1.286,0.046
2022-06-29 09:59:05,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7267601979,-38.4951273786,MEIRELES,,0.0,0.0
2022-06-29 09:59:05,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7267601979,-38.4951273786,ALDEOTA,,0.143,1.529
2022-06-29 10:03:13,cvp,Fortaleza,,,PATRIOLINO RIBEIRO,,-3.7596538764,-38.4853455219,PATRIOLINO RIBEIRO,,0.0,0.0
2022-06-29 10:03:13,cvp,Fortaleza,,,PATRIOLINO RIBEIRO,,-3.7596538764,-38.4853455219,JANGURURSSU,,0.124,9.311
2022-06-29 10:04:22,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.74453155,-38.6186572267,,,0.396,8.701
2022-06-29 10:04:22,cvp,Caucaia,AIS 26,RMF OESTE,PARQUE ALBANO,,-3.74453155,-38.6186572267,PARQUE ALBANO,,0.372,1.194
2022-06-29 11:05:00,cvli,Fortaleza,,,DENDÊ,,-3.79601475,-38.55253219,DENDÊ,,0.0,0.0
2022-06-29 11:05:00,cvli,Fortaleza,,,DENDÊ,,-3.79601475,-38.55253219,SAPIRANGA COITÉ,,0.203,9.817
2022-06-29 11:07:32,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7818874611,-38.6018068372,GRANJA PORTUGAL,,0.0,0.0
2022-06-29 11:07:32,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7818874611,-38.6018068372,SIQUEIRA,,0.06,3.437
2022-06-29 11:39:19,cvp,Fortaleza,AIS 05,CAPITAL OESTE,BENFICA,,-3.7420239782,-38.5371783905,BENFICA,,0.0,0.0
2022-06-29 11:39:19,cvp,Fortaleza,AIS 05,CAPITAL OESTE,BENFICA,,-3.7420239782,-38.5371783905,VILA UNIÃO,,0.045,2.22
2022-06-29 12:00:00,cvli,Frecheirinha,AIS 11,NORDESTE,,AV. ANTÔNIO PINTO,-3.766193575,-40.80747937,,ESTRADA PAU DARCO UMBURANA,1.021,40.614
2022-06-29 12:23:36,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUELÂNDIA,,-3.7388511137,-38.5660615421,ANTÔNIO BEZERRA,,0.014,2.823
2022-06-29 12:23:36,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUELÂNDIA,,-3.7388511137,-38.5660615421,PARQUELÂNDIA,,0.0,0.0
2022-06-29 12:34:02,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.7972670946,-38.6286823668,SIQUEIRA,,0.0,0.0
2022-06-29 12:34:02,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.7972670946,-38.6286823668,BOM JARDIM,,0.373,1.966
2022-06-29 12:39:42,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PARQUE SANTA ROSA,,-3.8185589439,-38.5978794461,MANOEL SÁTIRO,,0.019,1.927
2022-06-29 12:39:42,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PARQUE SANTA ROSA,,-3.8185589439,-38.5978794461,PARQUE SANTA ROSA,,0.0,0.0
2022-06-29 12:43:18,cvp,Fortaleza,AIS 06,CAPITAL OESTE,ANTÔNIO BEZERRA,,-3.7391401028,-38.5914992792,ANTÔNIO BEZERRA,,0.0,0.0
2022-06-29 12:43:18,cvp,Fortaleza,AIS 06,CAPITAL OESTE,ANTÔNIO BEZERRA,,-3.7391401028,-38.5914992792,JOÃO XXIII,,0.063,3.573
2022-06-29 12:43:29,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA UNIÃO,,-3.7619137622,-38.5353955068,VILA UNIÃO,,0.0,0.0
2022-06-29 12:43:29,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA UNIÃO,,-3.7619137622,-38.5353955068,JARDIM AMÉRICA,,0.016,1.512
2022-06-29 13:01:43,cvp,Fortaleza,,,JANGURURSSU,,-3.8388707897,-38.512535971,JANGURURSSU,,0.0,0.0
2022-06-29 13:01:43,cvp,Fortaleza,,,JANGURURSSU,,-3.8388707897,-38.512535971,JANGURURSSU,,0.014,1.806
2022-06-29 13:06:27,cvp,Fortaleza,AIS 05,CAPITAL OESTE,JARDIM AMÉRICA,,-3.7521808148,-38.5449148371,JARDIM AMÉRICA,,0.0,0.0
2022-06-29 13:06:27,cvp,Fortaleza,AIS 05,CAPITAL OESTE,JARDIM AMÉRICA,,-3.7521808148,-38.5449148371,MONTESE,,0.007,1.707
2022-06-29 13:06:49,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.8052924608,-38.5867020154,MANOEL SÁTIRO,,0.0,0.0
2022-06-29 13:06:49,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.8052924608,-38.5867020154,MONDUBIM,,0.21,1.521
2022-06-29 13:16:29,cvp,Fortaleza,AIS 05,CAPITAL OESTE,MONTESE,,-3.7628731368,-38.555950444,MONTESE,,0.0,0.0
2022-06-29 13:16:29,cvp,Fortaleza,AIS 05,CAPITAL OESTE,MONTESE,,-3.7628731368,-38.555950444,JARDIM AMÉRICA,,0.036,1.711
2022-06-29 13:20:14,cvp,Maranguape,AIS 15,RMF LESTE,,,-3.8966587855,-38.6764398195,PACATUBA,,0.206,10.29
2022-06-29 13:20:14,cvp,Maranguape,AIS 15,RMF LESTE,,,-3.8966587855,-38.6764398195,,,0.0,0.0
2022-06-29 13:21:16,cvp,Fortaleza,,,JANGURURSSU,,-3.8340653042,-38.5280832976,JANGURURSSU,,0.0,0.0
2022-06-29 13:21:16,cvp,Fortaleza,,,JANGURURSSU,,-3.8340653042,-38.5280832976,GENTILÂNDIA,,0.038,10.084
2022-06-29 13:25:39,cvp,Fortaleza,AIS 08,CAPITAL LESTE,ALDEOTA,,-3.7404560702,-38.4938525782,VICENTE PINZÓN,,0.313,2.565
2022-06-29 13:25:39,cvp,Fortaleza,AIS 08,CAPITAL LESTE,ALDEOTA,,-3.7404560702,-38.4938525782,ALDEOTA,,0.0,0.0
2022-06-29 13:39:49,cvp,Fortaleza,AIS 21,CAPITAL OESTE,CIDADE DOS FUNCIONÁRIOS,,-3.7908993704,-38.5074333706,CIDADE DOS FUNCIONÁRIOS,,0.0,0.0
2022-06-29 13:39:49,cvp,Fortaleza,AIS 21,CAPITAL OESTE,CIDADE DOS FUNCIONÁRIOS,,-3.7908993704,-38.5074333706,CAMBEBA,,0.157,2.619
2022-06-29 14:08:24,cvp,Fortaleza,AIS 05,CAPITAL OESTE,JARDIM AMÉRICA,,-3.7519771605,-38.5450602935,JARDIM AMÉRICA,,0.0,0.0
2022-06-29 14:08:24,cvp,Fortaleza,AIS 05,CAPITAL OESTE,JARDIM AMÉRICA,,-3.7519771605,-38.5450602935,VILA PERY,,0.099,5.291
2022-06-29 14:14:20,cvp,Fortaleza,AIS 06,CAPITAL OESTE,JOÃO XXIII,,-3.7712598728,-38.5925115603,DOM LUSTOSA,,0.419,2.467
2022-06-29 14:14:20,cvp,Fortaleza,AIS 06,CAPITAL OESTE,JOÃO XXIII,,-3.7712598728,-38.5925115603,JOÃO XXIII,,0.0,0.0
2022-06-29 14:15:28,cvp,Fortaleza,,,GENTILÂNDIA,,-3.7442255787,-38.540456516,JANGURURSSU,,0.166,9.881
2022-06-29 14:15:28,cvp,Fortaleza,,,GENTILÂNDIA,,-3.7442255787,-38.540456516,GENTILÂNDIA,,0.0,0.0
2022-06-29 15:00:45,cvp,Fortaleza,AIS 19,CAPITAL LESTE,JOAQUIM TÁVORA,,-3.7495547684,-38.5173402513,COCÓ,,0.242,3.85
2022-06-29 15:00:45,cvp,Fortaleza,AIS 19,CAPITAL LESTE,JOAQUIM TÁVORA,,-3.7495547684,-38.5173402513,JOAQUIM TÁVORA,,0.0,0.0
2022-06-29 15:09:59,cvli,Altaneira,AIS 13,SUL,ALTANEIRA,,-6.995118226,-39.73216526,,RUA JOSÉ MARROCOS,3.535,44.628
2022-06-29 15:09:59,cvli,Altaneira,AIS 13,SUL,,,-6.995118226,-39.73216526,ALTANEIRA,,0.0,0.0
2022-06-29 15:56:59,cvli,Fortaleza,,,SAPIRANGA COITÉ,,-3.80043784,-38.4641667,JANGURURSSU,,20.148,8.333
2022-06-29 15:56:59,cvli,Fortaleza,,,SAPIRANGA COITÉ,,-3.80043784,-38.4641667,SAPIRANGA COITÉ,,0.0,0.0
2022-06-29 16:31:01,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.788566342,-38.5755512837,MONTESE,,0.075,3.376
2022-06-29 16:31:01,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.788566342,-38.5755512837,VILA PERY,,0.0,0.0
2022-06-29 16:46:59,cvp,Fortaleza,AIS 16,CAPITAL LESTE,CAJAZEIRAS,,-3.8116736137,-38.5105014358,ANCURI,,0.206,6.308
2022-06-29 16:46:59,cvp,Fortaleza,AIS 16,CAPITAL LESTE,CAJAZEIRAS,,-3.8116736137,-38.5105014358,CAJAZEIRAS,,0.0,0.0
2022-06-29 17:25:53,cvp,Fortaleza,AIS 21,CAPITAL OESTE,CAMBEBA,,-3.8042407597,-38.4879816959,CAMBEBA,,0.065,0.0
2022-06-29 17:25:53,cvp,Fortaleza,AIS 21,CAPITAL OESTE,CAMBEBA,,-3.8042407597,-38.4879816959,CAMBEBA,,0.0,0.0
2022-06-29 18:09:08,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.811886778,-38.5746955446,PREFEITO JOSÉ WALTER,,0.123,4.005
2022-06-29 18:09:08,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.811886778,-38.5746955446,MONDUBIM,,0.0,0.0
2022-06-29 18:15:10,cvp,Fortaleza,,,JANGURURSSU,,-3.8312905818,-38.5226433113,JANGURURSSU,,0.0,0.0
2022-06-29 18:15:10,cvp,Fortaleza,,,JANGURURSSU,,-3.8312905818,-38.5226433113,JANGURURSSU,,1.11,0.715
2022-06-29 18:16:17,cvp,Pacatuba,AIS 15,RMF LESTE,PACATUBA,,-3.9368872248,-38.5929077871,,,0.0,0.0
2022-06-29 18:16:17,cvp,Pacatuba,AIS 15,RMF LESTE,,,-3.9368872248,-38.5929077871,,,0.022,26.874
2022-06-29 18:19:14,cvp,Fortaleza,AIS 05,CAPITAL OESTE,MONTESE,,-3.7657691675,-38.5554527579,FÁTIMA,,0.007,3.104
2022-06-29 18:19:14,cvp,Fortaleza,AIS 05,CAPITAL OESTE,MONTESE,,-3.7657691675,-38.5554527579,MONTESE,,0.0,0.0
2022-06-29 18:29:40,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7522652427,-38.5309655196,PARANGABA,,0.004,6.207
2022-06-29 18:29:40,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7522652427,-38.5309655196,FÁTIMA,,0.0,0.0
2022-06-29 18:35:32,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7881628171,-38.5738105215,COUTO FERNANDES,,0.045,3.28
2022-06-29 18:35:32,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7881628171,-38.5738105215,PARANGABA,,0.0,0.0
2022-06-29 18:48:14,cvp,Maranguape,AIS 15,RMF LESTE,,,-4.0960971403,-38.7751839228,,,0.0,0.0
2022-06-29 18:48:14,cvp,Maranguape,AIS 15,RMF LESTE,,,-4.0960971403,-38.7751839228,,,1.834,27.212
2022-06-29 19:00:02,cvp,Fortaleza,AIS 21,CAPITAL OESTE,CAMBEBA,,-3.8042407597,-38.4879816959,CAMBEBA,,0.0,0.0
2022-06-29 19:00:02,cvp,Fortaleza,AIS 21,CAPITAL OESTE,CAMBEBA,,-3.8042407597,-38.4879816959,ENGENHEIRO LUCIANO CAVALCANTE,,0.146,2.708
2022-06-29 19:00:28,cvp,Fortaleza,AIS 26,RMF OESTE,PARQUE ALBANO,,-3.7541975398,-38.6139702327,PARQUE ALBANO,,0.0,0.0
2022-06-29 19:00:28,cvp,Fortaleza,AIS 26,RMF OESTE,PARQUE ALBANO,,-3.7541975398,-38.6139702327,SÃO MIGUEL,,0.395,1.936
2022-06-29 19:32:00,cvli,Fortaleza,AIS 17,CAPITAL OESTE,CONJUNTO CEARÁ I,,-3.768595039,-38.59861378,CONJUNTO CEARÁ I,,0.0,0.0
2022-06-29 19:32:00,cvli,Fortaleza,AIS 17,CAPITAL OESTE,CONJUNTO CEARÁ I,,-3.768595039,-38.59861378,GRANJA LISBOA,,12.832,2.912
2022-06-29 19:34:18,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.7596042307,-38.6956022449,INDUSTRIAL,,0.089,14.156
2022-06-29 19:34:18,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.7596042307,-38.6956022449,,,0.0,0.0
2022-06-29 19:34:19,cvp,Fortaleza,AIS 18,CAPITAL OESTE,VILA VELHA,,-3.7093882615,-38.5961100908,VILA VELHA,,0.0,0.0
2022-06-29 19:34:19,cvp,Fortaleza,AIS 18,CAPITAL OESTE,VILA VELHA,,-3.7093882615,-38.5961100908,CENTRO,,0.103,8.623
2022-06-29 19:40:46,cvp,Fortaleza,AIS 05,CAPITAL OESTE,COUTO FERNANDES,,-3.7631383376,-38.5581656384,COUTO FERNANDES,,0.0,0.0
2022-06-29 19:40:46,cvp,Fortaleza,AIS 05,CAPITAL OESTE,COUTO FERNANDES,,-3.7631383376,-38.5581656384,PARANGABA,,0.002,2.022
2022-06-29 19:44:01,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7812511825,-38.5565748647,PARANGABA,,0.085,1.301
2022-06-29 19:44:01,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7812511825,-38.5565748647,PARANGABA,,0.0,0.0
2022-06-29 20:48:38,cvp,Fortaleza,AIS 19,CAPITAL LESTE,COCÓ,,-3.7426152169,-38.4833435794,COCÓ,,0.082,0.808
2022-06-29 20:48:38,cvp,Fortaleza,AIS 19,CAPITAL LESTE,COCÓ,,-3.7426152169,-38.4833435794,COCÓ,,0.0,0.0
2022-06-29 20:57:05,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VICENTE PINZÓN,,-3.7340756983,-38.4716385413,VICENTE PINZÓN,,0.0,0.0
2022-06-29 20:57:05,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VICENTE PINZÓN,,-3.7340756983,-38.4716385413,VICENTE PINZÓN,,0.587,1.663
2022-06-29 21:00:00,cvli,Quixadá,AIS 01,SUDESTE,,RUA FRANCISCA RICARDO DA SILVEIRA,-4.961862156,-39.01448903,,RUA NEO MARTINS,2.053,0.692
2022-06-29 21:06:08,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PREFEITO JOSÉ WALTER,,-3.8284359169,-38.5426305743,MANOEL SÁTIRO,,0.18,5.624
2022-06-29 21:06:08,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PREFEITO JOSÉ WALTER,,-3.8284359169,-38.5426305743,PREFEITO JOSÉ WALTER,,0.0,0.0
2022-06-29 21:30:38,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7965849383,-38.6109783036,BOM JARDIM,,0.0,0.0
2022-06-29 21:30:38,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7965849383,-38.6109783036,PARQUE PRESIDENTE VARGAS,,0.17,2.886
2022-06-29 21:41:54,cvp,Maracanaú,AIS 12,RMF OESTE,INDUSTRIAL,,-3.837057925,-38.594347083,,,0.283,10.707
2022-06-29 21:41:54,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.837057925,-38.594347083,MARACANAÚ,,0.49,5.662
2022-06-29 21:43:35,cvp,Fortaleza,AIS 16,CAPITAL LESTE,ANCURI,,-3.868343864,-38.5079388726,ANCURI,,0.0,0.0
2022-06-29 21:43:35,cvp,Fortaleza,AIS 16,CAPITAL LESTE,ANCURI,,-3.868343864,-38.5079388726,MESSEJANA,,0.866,5.738
2022-06-29 21:46:28,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7857833329,-38.567380849,PARANGABA,,0.0,0.0
2022-06-29 21:46:28,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7857833329,-38.567380849,PARANGABA,,0.013,0.224
2022-06-29 22:02:29,cvp,Fortaleza,AIS 18,CAPITAL OESTE,CENTRO,,-3.7297590688,-38.5211255027,BARRA DO CEARÁ,,0.051,7.347
2022-06-29 22:02:29,cvp,Fortaleza,AIS 18,CAPITAL OESTE,CENTRO,,-3.7297590688,-38.5211255027,CENTRO,,0.0,0.0
2022-06-29 22:04:43,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7838326281,-38.566892071,PARANGABA,,0.0,0.0
2022-06-29 22:04:43,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7838326281,-38.566892071,DEMÓCRITO ROCHA,,0.009,2.872
2022-06-29 22:17:47,cvp,Fortaleza,AIS 05,CAPITAL OESTE,DEMÓCRITO ROCHA,,-3.7582797606,-38.5706737965,DEMÓCRITO ROCHA,,0.0,0.0
2022-06-29 22:17:47,cvp,Fortaleza,AIS 05,CAPITAL OESTE,DEMÓCRITO ROCHA,,-3.7582797606,-38.5706737965,VILA PERY,,0.001,2.883
2022-06-29 22:18:40,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7832407194,-38.577708742,VILA PERY,,0.0,0.0
2022-06-29 22:18:40,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7832407194,-38.577708742,PARANGABA,,0.021,1.202
2022-06-29 22:29:39,cvp,Fortaleza,AIS 21,CAPITAL LESTE,ENGENHEIRO LUCIANO CAVALCANTE,,-3.7798858064,-38.4878346409,CIDADE DOS FUNCIONÁRIOS,,0.602,2.121
2022-06-29 22:29:39,cvp,Fortaleza,AIS 21,CAPITAL LESTE,ENGENHEIRO LUCIANO CAVALCANTE,,-3.7798858064,-38.4878346409,ENGENHEIRO LUCIANO CAVALCANTE,,0.0,0.0
2022-06-29 22:47:11,cvp,Fortaleza,AIS 19,CAPITAL LESTE,COCÓ,,-3.7446320486,-38.4763432514,DIONÍSIO TORRES,,0.329,3.755
2022-06-29 22:47:11,cvp,Fortaleza,AIS 19,CAPITAL LESTE,COCÓ,,-3.7446320486,-38.4763432514,COCÓ,,0.0,0.0
2022-06-29 22:48:31,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7838326281,-38.566892071,VILA PERY,,0.055,1.087
2022-06-29 22:48:31,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7838326281,-38.566892071,PARANGABA,,0.0,0.0
2022-06-29 22:59:59,cvli,Paramoti,AIS 28,NORTE,,CE-162,-4.093493381,-39.23943367,,ESTRADA PARA BOA VIAGEM,5.438,142.076
2022-06-29 23:15:42,cvp,Fortaleza,AIS 18,CAPITAL OESTE,BARRA DO CEARÁ,,-3.7034803777,-38.5818787064,VILA VELHA,,0.247,2.086
2022-06-29 23:15:42,cvp,Fortaleza,AIS 18,CAPITAL OESTE,BARRA DO CEARÁ,,-3.7034803777,-38.5818787064,BARRA DO CEARÁ,,0.0,0.0
2022-06-30 00:07:31,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7858740544,-38.5764755325,VILA PERY,,0.06,0.351
2022-06-30 00:07:31,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7858740544,-38.5764755325,VILA PERY,,0.0,0.0
2022-06-30 00:17:36,cvp,Fortaleza,AIS 06,CAPITAL OESTE,DOM LUSTOSA,,-3.7493985746,-38.588740322,DOM LUSTOSA,,0.0,0.0
2022-06-30 00:17:36,cvp,Fortaleza,AIS 06,CAPITAL OESTE,DOM LUSTOSA,,-3.7493985746,-38.588740322,PARQUE ARAXÁ,,0.287,4.676
2022-06-30 01:25:43,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.8066205849,-38.5883588029,PARQUE SANTA ROSA,,0.043,1.561
2022-06-30 01:25:43,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.8066205849,-38.5883588029,MANOEL SÁTIRO,,0.0,0.0
2022-06-30 01:33:24,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7849874262,-38.5795130624,MARAPONGA,,0.386,1.765
2022-06-30 01:33:24,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7849874262,-38.5795130624,VILA PERY,,0.0,0.0
2022-06-30 01:35:49,cvp,Fortaleza,AIS 17,CAPITAL OESTE,PARQUE PRESIDENTE VARGAS,,-3.8200368184,-38.5998262131,SIQUEIRA,,0.142,3.578
2022-06-30 01:35:49,cvp,Fortaleza,AIS 17,CAPITAL OESTE,PARQUE PRESIDENTE VARGAS,,-3.8200368184,-38.5998262131,PARQUE PRESIDENTE VARGAS,,0.0,0.0
2022-06-30 02:27:16,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PARQUE SANTA ROSA,,-3.8175863509,-38.5971441677,PARQUE SANTA ROSA,,0.0,0.0
2022-06-30 02:27:16,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PARQUE SANTA ROSA,,-3.8175863509,-38.5971441677,ALTO ALEGRE II,,0.464,3.482
2022-06-30 04:29:50,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.7411101922,-38.6024659124,,,0.307,4.965
2022-06-30 04:29:50,cvp,Caucaia,AIS 26,RMF OESTE,SÃO MIGUEL,,-3.7411101922,-38.6024659124,MARECHAL RONDON,,0.363,4.429
2022-06-30 04:59:43,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8087289661,-38.6300174221,SIQUEIRA,,0.0,0.0
2022-06-30 04:59:43,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8087289661,-38.6300174221,PARQUE PRESIDENTE VARGAS,,0.257,4.523
2022-06-30 05:11:32,cvp,Fortaleza,AIS 18,CAPITAL OESTE,VILA VELHA,,-3.7158002713,-38.596054136,VILA VELHA,,0.0,0.0
2022-06-30 05:11:32,cvp,Fortaleza,AIS 18,CAPITAL OESTE,VILA VELHA,,-3.7158002713,-38.596054136,FARIAS BRITO,,0.141,5.673
2022-06-30 06:36:57,cvp,Pacajus,AIS 25,RMF LESTE,,,-4.1711330673,-38.452207529,PACAJUS,,0.0,0.0
2022-06-30 06:36:57,cvp,Pacajus,AIS 25,RMF LESTE,PACAJUS,,-4.1711330673,-38.452207529,,,2.322,33.166
2022-06-30 06:40:19,cvp,Fortaleza,AIS 19,CAPITAL LESTE,DIONÍSIO TORRES,,-3.7490971969,-38.5098877643,DIONÍSIO TORRES,,0.0,0.0
2022-06-30 06:40:19,cvp,Fortaleza,AIS 19,CAPITAL LESTE,DIONÍSIO TORRES,,-3.7490971969,-38.5098877643,DIONÍSIO TORRES,,0.723,0.632
2022-06-30 07:11:08,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUE ARAXÁ,,-3.7364391495,-38.5486482627,RODOLFO TEÓFILO,,0.356,0.745
2022-06-30 07:11:08,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUE ARAXÁ,,-3.7364391495,-38.5486482627,PARQUE ARAXÁ,,0.0,0.0
2022-06-30 08:35:02,cvp,Fortaleza,AIS 18,CAPITAL OESTE,FARIAS BRITO,,-3.7296956715,-38.5468635907,VILA VELHA,,0.16,6.435
