datetime,tipo,cidade,ais,regiao_risp,bairro,rua,latitude,longitude,prox_bairro,prox_rua,dias_para_prox,distancia_para_prox_km
2022-01-01 00:32:44,cvp,Caucaia,AIS 26,RMF OESTE,MARECHAL RONDON,,-3.7698785836,-38.630819063,MARECHAL RONDON,,0.011,0.104
2022-01-01 00:38:55,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.6427015851,-38.6975399795,,,0.24,2.923
2022-01-01 00:40:00,cvli,Varjota,AIS 07,NORTE,,,-4.177895549,-40.47854265,,RUA FRANCISCO SILVA CARVALHO,9.868,136.543
2022-01-01 00:48:38,cvp,Caucaia,AIS 26,RMF OESTE,MARECHAL RONDON,,-3.7705685817,-38.6301906988,URUCUTUBA,,1.851,2.368
2022-01-01 01:00:00,cvli,Aiuaba,AIS 30,SUDESTE,AIUABA,,-6.596301075,-40.31871526,IRACEMA,,7.819,239.045
2022-01-01 01:15:12,cvp,Fortaleza,AIS 08,CAPITAL LESTE,ALDEOTA,,-3.7343689655,-38.503445735,MEIRELES,,0.374,1.053
2022-01-01 01:30:00,cvli,Maranguape,AIS 15,RMF LESTE,,,-3.903287901,-38.67815552,PACATUBA,,0.681,8.504
2022-01-01 02:30:00,cvli,Jucás,AIS 10,SUL,,,-6.449369791,-39.44820222,IGUATU,,9.938,18.221
2022-01-01 04:28:00,cvli,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA LISBOA,,-3.788365498,-38.61509302,GRANJA LISBOA,,0.592,1.228
2022-01-01 04:59:59,cvli,Fortaleza,,,CIRSTO REDENTOR,,-3.705818703,-38.56971866,JANGURURSSU,,0.681,16.518
2022-01-01 05:05:41,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA LISBOA,,-3.7924809064,-38.6174652769,CONJUNTO CEARÁ I,,0.444,3.69
2022-01-01 05:17:42,cvp,Chorozinho,AIS 25,RMF LESTE,CHOROZINHO,,-4.2969596342,-38.4985833299,CHOROZINHO,,0.266,0.54
2022-01-01 05:24:08,cvp,Fortaleza,AIS 19,CAPITAL LESTE,JOAQUIM TÁVORA,,-3.7475413603,-38.5108493422,SÃO JOÃO DO TAUAPE,,0.298,1.153
2022-01-01 06:17:51,cvp,Fortaleza,AIS 06,CAPITAL OESTE,GENIBAÚ,,-3.7587840213,-38.6006877537,JOÃO XXIII,,0.465,1.74
2022-01-01 06:24:45,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.6642975485,-38.6825222962,,,1.617,12.152
2022-01-01 06:43:18,cvp,Pacatuba,AIS 16,CAPITAL LESTE,PEDRAS,,-3.8995175516,-38.5554935825,PEDRAS,,0.192,3.954
2022-01-01 08:17:33,cvp,Fortaleza,AIS 18,CAPITAL OESTE,JACARECANGA,,-3.7204613404,-38.5465798736,VILA ELLERY,,0.625,1.761
2022-01-01 10:13:24,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7251018011,-38.5014978645,PRAIA DE IRACEMA,,0.454,1.506
2022-01-01 11:19:56,cvp,Fortaleza,AIS 16,CAPITAL LESTE,PEDRAS,,-3.8874490677,-38.521963901,CAJAZEIRAS,,0.285,8.698
2022-01-01 11:40:56,cvp,Chorozinho,AIS 25,RMF LESTE,CHOROZINHO,,-4.3001230875,-38.4948848842,,,2.968,46.44
2022-01-01 11:57:06,cvp,Fortaleza,AIS 22,CAPITAL LESTE,CASTELÃO,,-3.8091446527,-38.5225709814,CASTELÃO,,0.022,0.794
2022-01-01 11:57:23,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.8088481727,-38.5916295455,MONDUBIM,,0.078,1.932
2022-01-01 12:11:00,cvli,Fortaleza,AIS 18,CAPITAL OESTE,FLORESTA,,-3.716104886,-38.57390956,PIRAMBU,,0.083,2.278
2022-01-01 12:28:31,cvp,Fortaleza,AIS 22,CAPITAL LESTE,CASTELÃO,,-3.8031551718,-38.5186788563,CASTELÃO,,1.494,0.663
2022-01-01 12:33:12,cvp,Fortaleza,AIS 19,CAPITAL LESTE,SÃO JOÃO DO TAUAPE,,-3.7579050631,-38.5111954283,PRAIA DO FUTURO I,,1.99,6.782
2022-01-01 12:35:14,cvp,Juazeiro do Norte,AIS 02,SUL,JUAZEIRO DO NORTE,,-7.1797242148,-39.3071306572,,,0.084,5.588
2022-01-01 13:21:41,cvp,Fortaleza,,,JANGURURSSU,,-3.836768096,-38.5247165391,PRAIA DO FURUTO II,,0.261,12.701
2022-01-01 13:25:00,cvli,Fortaleza,AIS 16,CAPITAL LESTE,CONJUNTO PALMEIRAS,,-3.851335374,-38.53057706,JOSÉ DE ALENCAR,,0.562,7.144
2022-01-01 13:49:55,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8104603692,-38.5742876304,MONDUBIM,,0.246,0.599
2022-01-01 14:00:00,cvli,Juazeiro do Norte,AIS 02,SUL,,,-7.240660978,-39.30547155,JUAZEIRO DO NORTE,,4.833,3.069
2022-01-01 14:10:00,cvli,Fortaleza,AIS 18,CAPITAL OESTE,PIRAMBU,,-3.709641078,-38.55443237,MOURA BRASIL,,4.903,2.522
2022-01-01 14:35:45,cvp,Juazeiro do Norte,AIS 02,SUL,,,-7.2298918322,-39.3100346007,JUAZEIRO DO NORTE,,2.959,2.89
2022-01-01 15:45:23,cvp,Fortaleza,AIS 17,CAPITAL OESTE,CONJUNTO CEARÁ I,,-3.7615589893,-38.6054038212,CONJUNTO CEARÁ I,,0.001,0.435
2022-01-01 15:46:38,cvp,Fortaleza,AIS 17,CAPITAL OESTE,CONJUNTO CEARÁ I,,-3.7623295151,-38.6092476074,SIQUEIRA,,0.128,5.057
2022-01-01 17:00:00,cvli,Boa Viagem,AIS 28,NORTE,,,-5.139193314,-39.73649817,,,0.187,156.455
2022-01-01 17:27:56,cvp,Fortaleza,AIS 06,CAPITAL OESTE,JOÃO XXIII,,-3.7675908095,-38.5877301702,ANTÔNIO BEZERRA,,0.082,3.49
2022-01-01 17:45:36,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7528968367,-38.5225610442,PARANGABA,,0.156,4.458
2022-01-01 17:50:00,cvli,Quixeramobim,AIS 01,SUDESTE,,,-5.188116717,-39.29321329,,RUA DA LAVANDERIA,1.049,37.575
2022-01-01 17:50:00,cvli,Pacatuba,AIS 15,RMF LESTE,PACATUBA,,-3.91596379,-38.60256059,,,10.069,8.192
2022-01-01 18:03:23,cvp,Fortaleza,AIS 21,CAPITAL OESTE,AEROLÂNDIA,,-3.7725815694,-38.5122248018,EDSON QUEIROZ,,1.485,3.539
2022-01-01 18:09:37,cvp,Fortaleza,AIS 16,CAPITAL LESTE,CAJAZEIRAS,,-3.811544749,-38.5030328444,ANCURI,,0.952,5.085
2022-01-01 18:40:00,cvli,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA LISBOA,,-3.777780964,-38.6119378,GRANJA LISBOA,,4.958,0.593
2022-01-01 18:49:59,cvli,Reriutaba,AIS 11,NORDESTE,,,-4.066683687,-40.52938069,,RUA TRINTA E UM DE MAIO,7.674,63.544
2022-01-01 18:50:42,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8046494758,-38.6259290534,GRANJA PORTUGAL,,0.066,3.913
2022-01-01 19:00:00,cvli,Missão Velha,AIS 32,SUL,,,-7.249333036,-39.13860336,BREJO SANTO,,25.389,45.306
2022-01-01 19:25:59,cvp,Fortaleza,AIS 06,CAPITAL OESTE,ANTÔNIO BEZERRA,,-3.7362502908,-38.5860541622,AUTRAN NUNES,,0.002,1.724
2022-01-01 19:28:48,cvp,Fortaleza,AIS 06,CAPITAL OESTE,AUTRAN NUNES,,-3.7483521674,-38.5957594595,PICI,,0.034,3.27
2022-01-01 19:37:10,cvp,Fortaleza,,,PRAIA DO FURUTO II,,-3.7532269191,-38.4466560682,GENTILÂNDIA,,1.816,10.403
2022-01-01 19:43:35,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8156855287,-38.5729904901,ALTO ALEGRE II,,0.433,5.552
2022-01-01 20:15:00,cvli,Groaíras,AIS 03,NORTE,GROAÍRAS,,-3.918896389,-40.38571601,GROAÍRAS,,1.031,4.435
2022-01-01 20:17:46,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PICI,,-3.7470967332,-38.5663127929,GENIBAÚ,,0.087,4.152
2022-01-01 20:26:22,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7784352398,-38.6023966822,SIQUEIRA,,0.924,3.743
2022-01-01 21:07:00,cvp,Fortaleza,AIS 08,CAPITAL LESTE,PRAIA DE IRACEMA,,-3.7206794125,-38.514327279,ALDEOTA,,0.07,2.518
2022-01-01 21:21:00,cvli,Fortaleza,,,JANGURURSSU,,-3.839589988,-38.50498396,SAPIRANGA COITÉ,,4.881,6.554
2022-01-01 21:29:59,cvli,Pentecoste,AIS 28,NORTE,,,-3.814911876,-39.25960536,MULUNGU,,0.701,61.632
2022-01-01 21:30:09,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7677922574,-38.5598662022,VILA UNIĂO,,0.131,2.606
2022-01-01 22:23:04,cvp,Fortaleza,AIS 06,CAPITAL OESTE,GENIBAÚ,,-3.7684993707,-38.5969793046,HENRIQUE JORGE,,0.744,0.845
2022-01-01 22:48:27,cvp,Fortaleza,AIS 08,CAPITAL LESTE,ALDEOTA,,-3.7367111772,-38.4982988091,MEIRELES,,0.819,1.439
2022-01-01 23:18:08,cvp,Fortaleza,AIS 18,CAPITAL OESTE,VILA ELLERY,,-3.7216890311,-38.5624003689,CENTRO,,0.131,2.953
2022-01-01 23:30:00,cvli,Senador Pompeu,AIS 31,SUDESTE,,,-5.521916001,-39.49194049,SOLONÓPOLE,,2.865,59.178
2022-01-02 00:39:06,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA UNIĂO,,-3.7646647572,-38.5365935259,PARANGABA,,0.376,2.584
2022-01-02 00:39:06,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA UNIĂO,,-3.7646647572,-38.5365935259,VILA UNIĂO,,0.0,0.0
2022-01-02 02:26:17,cvp,Fortaleza,AIS 18,CAPITAL OESTE,CENTRO,,-3.7251913796,-38.5360179491,JACARECANGA,,0.233,0.883
2022-01-02 02:26:17,cvp,Fortaleza,AIS 18,CAPITAL OESTE,CENTRO,,-3.7251913796,-38.5360179491,CENTRO,,0.0,0.0
2022-01-02 02:55:00,cvli,Fortaleza,AIS 16,CAPITAL LESTE,JOSÉ DE ALENCAR,,-3.817177132,-38.47603549,JOSÉ DE ALENCAR,,0.0,0.0
2022-01-02 02:55:00,cvli,Fortaleza,AIS 16,CAPITAL LESTE,JOSÉ DE ALENCAR,,-3.817177132,-38.47603549,BARROSO,,0.226,4.769
2022-01-02 06:00:00,cvli,Russas,AIS 09,SUDESTE,,TRAVESSA DA CHESF,-4.947431863,-37.99425163,,ESTRADA SEM NOME,4.056,12.679
2022-01-02 06:06:36,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.8457526712,-38.6129444704,,,0.202,2.685
2022-01-02 06:06:36,cvp,Maracanaú,AIS 20,CAPITAL OESTE,ALTO ALEGRE II,,-3.8457526712,-38.6129444704,MONDUBIM,,0.183,4.695
2022-01-02 08:02:26,cvp,Fortaleza,AIS 18,CAPITAL OESTE,JACARECANGA,,-3.7269175686,-38.5437829207,CENTRO,,0.345,0.523
2022-01-02 08:02:26,cvp,Fortaleza,AIS 18,CAPITAL OESTE,JACARECANGA,,-3.7269175686,-38.5437829207,JACARECANGA,,0.0,0.0
2022-01-02 08:19:59,cvli,Fortaleza,AIS 16,CAPITAL LESTE,BARROSO,,-3.82407214,-38.51845632,BARROSO,,0.0,0.0
2022-01-02 08:19:59,cvli,Fortaleza,AIS 16,CAPITAL LESTE,BARROSO,,-3.82407214,-38.51845632,MESSEJANA,,15.153,1.691
2022-01-02 09:41:12,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7788907428,-38.5550115538,FÁTIMA,,0.024,4.752
2022-01-02 09:41:12,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7788907428,-38.5550115538,PARANGABA,,0.0,0.0
2022-01-02 10:15:33,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7535071071,-38.5205585825,FÁTIMA,,0.0,0.0
2022-01-02 10:15:33,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7535071071,-38.5205585825,ITAOCA,,0.009,4.659
2022-01-02 10:28:07,cvp,Fortaleza,AIS 05,CAPITAL OESTE,ITAOCA,,-3.7701499656,-38.5590928561,ITAOCA,,0.0,0.0
2022-01-02 10:28:07,cvp,Fortaleza,AIS 05,CAPITAL OESTE,ITAOCA,,-3.7701499656,-38.5590928561,SERRINHA,,0.253,3.116
2022-01-02 10:29:35,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8160582267,-38.5828605335,MONDUBIM,,0.0,0.0
2022-01-02 10:29:35,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8160582267,-38.5828605335,ARACAPÉ,,0.02,2.15
2022-01-02 10:57:52,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.8328337796,-38.5924931884,MARACANAÚ,,0.02,10.619
2022-01-02 10:57:52,cvp,Maracanaú,AIS 20,CAPITAL OESTE,ARACAPÉ,,-3.8328337796,-38.5924931884,PARQUE SĂO JOSÉ,,0.018,3.689
2022-01-02 11:23:39,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PARQUE SĂO JOSÉ,,-3.7999159869,-38.588333254,MONDUBIM,,0.409,2.277
2022-01-02 11:23:39,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PARQUE SĂO JOSÉ,,-3.7999159869,-38.588333254,PARQUE SĂO JOSÉ,,0.0,0.0
2022-01-02 11:26:36,cvp,Maranguape,AIS 15,RMF LESTE,,,-3.8803255227,-38.6755364187,,,2.799,1.534
2022-01-02 11:26:36,cvp,Maranguape,AIS 14,RMF LESTE,MARACANAÚ,,-3.8803255227,-38.6755364187,,,0.284,3.989
2022-01-02 11:50:00,cvli,Pacajus,AIS 25,RMF LESTE,,,-4.183110494,-38.50411219,PACAJUS,,0.0,0.0
2022-01-02 11:50:00,cvli,Pacajus,AIS 25,RMF LESTE,PACAJUS,,-4.183110494,-38.50411219,HORIZONTE,,3.413,11.329
2022-01-02 14:19:59,cvli,Mulungu,AIS 28,NORTE,,,-4.301028407,-38.99264476,,,6.924,57.292
2022-01-02 14:19:59,cvli,Mulungu,AIS 28,NORTE,MULUNGU,,-4.301028407,-38.99264476,,,0.0,0.0
2022-01-02 16:14:24,cvp,Fortaleza,AIS 06,CAPITAL OESTE,HENRIQUE JORGE,,-3.7649793074,-38.5902268226,HENRIQUE JORGE,,0.0,0.0
2022-01-02 16:14:24,cvp,Fortaleza,AIS 06,CAPITAL OESTE,HENRIQUE JORGE,,-3.7649793074,-38.5902268226,PARQUELÂNDIA,,0.244,4.621
2022-01-02 16:19:03,cvp,Fortaleza,AIS 18,CAPITAL OESTE,CENTRO,,-3.7272905506,-38.5390884933,CENTRO,,0.0,0.0
2022-01-02 16:19:03,cvp,Fortaleza,AIS 18,CAPITAL OESTE,CENTRO,,-3.7272905506,-38.5390884933,BARRA DO CEARÁ,,0.151,5.436
2022-01-02 16:32:24,cvp,Fortaleza,AIS 05,CAPITAL OESTE,SERRINHA,,-3.7897915373,-38.5390572131,FÁTIMA,,0.128,5.36
2022-01-02 16:32:24,cvp,Fortaleza,AIS 05,CAPITAL OESTE,SERRINHA,,-3.7897915373,-38.5390572131,SERRINHA,,0.0,0.0
2022-01-02 17:00:31,cvp,Fortaleza,AIS 16,CAPITAL LESTE,ANCURI,,-3.8571158373,-38.5069029068,ANCURI,,0.0,0.0
2022-01-02 17:00:31,cvp,Fortaleza,AIS 16,CAPITAL LESTE,ANCURI,,-3.8571158373,-38.5069029068,MESSEJANA,,0.641,3.182
2022-01-02 18:14:57,cvp,Maracanaú,AIS 14,RMF LESTE,MARACANAÚ,,-3.8575126449,-38.6477853225,,,0.43,4.333
2022-01-02 18:14:57,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.8575126449,-38.6477853225,MARACANAÚ,,0.0,0.0
2022-01-02 18:27:16,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7253148242,-38.4921448372,MEIRELES,,0.063,1.288
2022-01-02 18:27:16,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7253148242,-38.4921448372,MEIRELES,,0.0,0.0
2022-01-02 18:37:17,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8051821716,-38.6228805591,SIQUEIRA,,0.002,0.128
2022-01-02 18:37:17,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8051821716,-38.6228805591,SIQUEIRA,,0.0,0.0
2022-01-02 18:39:55,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8061461974,-38.6235166141,GRANJA PORTUGAL,,0.004,3.728
2022-01-02 18:39:55,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8061461974,-38.6235166141,SIQUEIRA,,0.0,0.0
2022-01-02 18:45:31,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7777731398,-38.6056224724,SIQUEIRA,,0.004,3.695
2022-01-02 18:45:31,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7777731398,-38.6056224724,GRANJA PORTUGAL,,0.0,0.0
2022-01-02 18:51:57,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8061881705,-38.6228894881,BOM JARDIM,,0.184,2.795
2022-01-02 18:51:57,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8061881705,-38.6228894881,SIQUEIRA,,0.0,0.0
2022-01-02 19:00:00,cvli,Quixadá,AIS 01,SUDESTE,,RUA DA LAVANDERIA,-4.989859703,-39.01847606,,TRAVESSA TEÓFILO LESSA,3.0,38.855
2022-01-02 19:36:03,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7444998454,-38.5225305667,FÁTIMA,,0.0,0.0
2022-01-02 19:36:03,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7444998454,-38.5225305667,JOSÉ BONIFÁCIO,,0.007,1.134
2022-01-02 19:46:15,cvp,Fortaleza,AIS 05,CAPITAL OESTE,JOSÉ BONIFÁCIO,,-3.7382855873,-38.530630933,ITAPERI,,0.085,5.956
2022-01-02 19:46:15,cvp,Fortaleza,AIS 05,CAPITAL OESTE,JOSÉ BONIFÁCIO,,-3.7382855873,-38.530630933,JOSÉ BONIFÁCIO,,0.0,0.0
2022-01-02 19:56:51,cvp,Fortaleza,AIS 18,CAPITAL OESTE,BARRA DO CEARÁ,,-3.7034803777,-38.5818787064,BARRA DO CEARÁ,,0.0,0.0
2022-01-02 19:56:51,cvp,Fortaleza,AIS 18,CAPITAL OESTE,BARRA DO CEARÁ,,-3.7034803777,-38.5818787064,JACARECANGA,,0.117,5.244
2022-01-02 19:57:32,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7314175148,-38.5020093248,ALDEOTA,,0.471,1.352
2022-01-02 19:57:32,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7314175148,-38.5020093248,MEIRELES,,0.0,0.0
2022-01-02 20:19:59,cvli,Jaguaruana,AIS 29,NORDESTE,,SITIO CAIÇARA,-4.750878987,-37.80097584,,RUA PÔR DO SOL,1.84,27.068
2022-01-02 21:00:00,cvli,Groaíras,AIS 03,NORTE,,,-3.882041809,-40.37043289,,RUA BEIRA RIO,3.375,43.372
2022-01-02 21:00:00,cvli,Groaíras,AIS 03,NORTE,GROAÍRAS,,-3.882041809,-40.37043289,,,0.0,0.0
2022-01-02 21:12:25,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8105516311,-38.5707983742,MONDUBIM,,0.0,0.0
2022-01-02 21:12:25,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8105516311,-38.5707983742,ALTO ALEGRE II,,0.306,5.686
2022-01-02 21:13:31,cvp,Caucaia,AIS 26,RMF OESTE,URUCUTUBA,,-3.769102324,-38.6514787927,PARQUE ALBANO,,0.372,4.538
2022-01-02 21:13:31,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.769102324,-38.6514787927,,,0.372,4.538
2022-01-02 21:48:02,cvp,Fortaleza,AIS 05,CAPITAL OESTE,ITAPERI,,-3.7913116549,-38.5382363187,ITAPERI,,0.0,0.0
2022-01-02 21:48:02,cvp,Fortaleza,AIS 05,CAPITAL OESTE,ITAPERI,,-3.7913116549,-38.5382363187,PARREÃO,,0.04,3.536
2022-01-02 22:06:19,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUELÂNDIA,,-3.7396665717,-38.5572017685,PARQUELÂNDIA,,0.0,0.0
2022-01-02 22:06:19,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUELÂNDIA,,-3.7396665717,-38.5572017685,QUINTINO CUNHA,,0.027,4.214
2022-01-02 22:44:49,cvp,Fortaleza,AIS 06,CAPITAL OESTE,QUINTINO CUNHA,,-3.7333197405,-38.5946409296,QUINTINO CUNHA,,0.0,0.0
2022-01-02 22:44:49,cvp,Fortaleza,AIS 06,CAPITAL OESTE,QUINTINO CUNHA,,-3.7333197405,-38.5946409296,PARQUELÂNDIA,,0.045,3.748
2022-01-02 22:45:02,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARREÃO,,-3.759569383,-38.5363441481,PARREÃO,,0.0,0.0
2022-01-02 22:45:02,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARREÃO,,-3.759569383,-38.5363441481,VILA UNIĂO,,0.004,0.833
2022-01-02 22:46:02,cvp,Fortaleza,AIS 18,CAPITAL OESTE,JACARECANGA,,-3.727715925,-38.5413352053,VILA VELHA,,0.567,6.08
2022-01-02 22:46:02,cvp,Fortaleza,AIS 18,CAPITAL OESTE,JACARECANGA,,-3.727715925,-38.5413352053,JACARECANGA,,0.0,0.0
2022-01-02 22:50:24,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA UNIĂO,,-3.7664913156,-38.533466926,PARANGABA,,0.011,4.982
2022-01-02 22:50:24,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA UNIĂO,,-3.7664913156,-38.533466926,VILA UNIĂO,,0.0,0.0
2022-01-02 23:06:10,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7812311865,-38.5758693432,PARANGABA,,0.0,0.0
2022-01-02 23:06:10,cvp,Fortaleza,AIS 05,CAPITAL OESTE,PARANGABA,,-3.7812311865,-38.5758693432,FÁTIMA,,0.037,6.588
2022-01-02 23:16:58,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7928281495,-38.6015506564,SIQUEIRA,,0.233,3.862
2022-01-02 23:16:58,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7928281495,-38.6015506564,BOM JARDIM,,0.0,0.0
2022-01-02 23:49:47,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUELÂNDIA,,-3.735873119,-38.5609571595,JÓQUEI CLUBE,,1.198,3.633
2022-01-02 23:49:47,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PARQUELÂNDIA,,-3.735873119,-38.5609571595,PARQUELÂNDIA,,0.0,0.0
2022-01-02 23:59:49,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7462911084,-38.5279149177,MARAPONGA,,0.261,7.386
2022-01-02 23:59:49,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7462911084,-38.5279149177,FÁTIMA,,0.0,0.0
2022-01-03 00:20:32,cvp,Fortaleza,AIS 22,CAPITAL LESTE,CASTELÃO,,-3.7972003032,-38.5184505209,CASTELÃO,,0.0,0.0
2022-01-03 00:20:32,cvp,Fortaleza,AIS 22,CAPITAL LESTE,CASTELÃO,,-3.7972003032,-38.5184505209,PASSARÉ,,0.753,1.735
2022-01-03 02:00:00,cvli,Caucaia,AIS 12,RMF OESTE,,AVENIDA JOAO FONTENELE,-3.643873085,-38.80612012,,,3.049,22.829
2022-01-03 04:33:33,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.8387471832,-38.6135530523,,,0.674,4.641
2022-01-03 04:33:33,cvp,Maracanaú,AIS 20,CAPITAL OESTE,ALTO ALEGRE II,,-3.8387471832,-38.6135530523,MONDUBIM,,0.199,5.935
2022-01-03 04:52:14,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8066410222,-38.6334882605,SIQUEIRA,,0.0,0.0
2022-01-03 04:52:14,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8066410222,-38.6334882605,GRANJA PORTUGAL,,0.058,4.55
2022-01-03 05:41:22,cvp,Fortaleza,AIS 21,CAPITAL OESTE,EDSON QUEIROZ,,-3.778942773,-38.4809678849,EDSON QUEIROZ,,0.0,0.0
2022-01-03 05:41:22,cvp,Fortaleza,AIS 21,CAPITAL OESTE,EDSON QUEIROZ,,-3.778942773,-38.4809678849,ENGENHEIRO LUCIANO CAVALCANTE,,1.494,0.313
2022-01-03 06:09:12,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.7536702287,-38.613611946,,,1.278,2.035
2022-01-03 06:09:12,cvp,Caucaia,AIS 26,RMF OESTE,PARQUE ALBANO,,-3.7536702287,-38.613611946,GUADALAJARA,,1.278,2.035
2022-01-03 06:15:26,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7801449003,-38.6022320847,GRANJA PORTUGAL,,0.0,0.0
2022-01-03 06:15:26,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7801449003,-38.6022320847,CANINDEZINHO,,0.211,4.38
2022-01-03 06:16:14,cvp,Fortaleza,AIS 05,CAPITAL OESTE,MARAPONGA,,-3.7947870397,-38.5734080368,DEMÓCRITO ROCHA,,0.195,3.826
2022-01-03 06:16:14,cvp,Fortaleza,AIS 05,CAPITAL OESTE,MARAPONGA,,-3.7947870397,-38.5734080368,MARAPONGA,,0.0,0.0
2022-01-03 07:00:00,cvli,Uruburetama,AIS 04,NORDESTE,,,-3.624106853,-39.49910599,URUBURETAMA,,0.0,0.0
2022-01-03 07:00:00,cvli,Uruburetama,AIS 04,NORDESTE,URUBURETAMA,,-3.624106853,-39.49910599,,RUA JOÃO DA SILVA MOTA,0.542,11.342
2022-01-03 07:15:58,cvp,Fortaleza,AIS 08,CAPITAL LESTE,ALDEOTA,,-3.7404560702,-38.4938525782,MEIRELES,,0.503,2.581
2022-01-03 07:15:58,cvp,Fortaleza,AIS 08,CAPITAL LESTE,ALDEOTA,,-3.7404560702,-38.4938525782,ALDEOTA,,0.0,0.0
2022-01-03 08:00:00,cvli,Bela Cruz,AIS 27,NORTE,,RUA PROFESSOR NICÁCIO,-3.059452657,-40.16702534,,RUA JOÃO JAIME,0.901,32.219
2022-01-03 08:24:01,cvp,Fortaleza,AIS 16,CAPITAL LESTE,MESSEJANA,,-3.8288196517,-38.5026065407,PEDRAS,,1.105,6.823
