agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature,ais_original,regiao_risp
2.0,AIS 05,,,MONTESE,Fortaleza,,Sim,2026-02-19,,,,12:21:28,74810.0,4390795.0,,-3.7643831711,-38.5429787577,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 05,CAPITAL OESTE
2.0,AIS 05,,,MONTESE,Fortaleza,,Sim,2026-02-19,,,,12:21:28,75217.0,4390795.0,,-3.7643831711,-38.5429787577,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 05,CAPITAL OESTE
2.0,AIS 05,,,MONTESE,Fortaleza,,Sim,2026-02-19,,,,12:21:28,75583.0,4390795.0,,-3.7643831711,-38.5429787577,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 05,CAPITAL OESTE
2.0,AIS 12,,,PARQUE SOLEDADE,Caucaia,,Sim,2026-02-19,,,,19:47:14,74811.0,4390460.0,,-3.7333613591,-38.6552907795,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 12,RMF OESTE
2.0,AIS 12,,,PARQUE SOLEDADE,Caucaia,,Sim,2026-02-19,,,,19:47:14,75212.0,4390460.0,,-3.7333613591,-38.6552907795,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 12,RMF OESTE
2.0,AIS 12,,,PARQUE SOLEDADE,Caucaia,,Sim,2026-02-19,,,,19:47:14,75578.0,4390460.0,,-3.7333613591,-38.6552907795,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 12,RMF OESTE
2.0,AIS 19,,,JOAQUIM TÁVORA,Fortaleza,,Sim,2026-02-19,,,,06:21:23,74812.0,4390792.0,,-3.7452071411,-38.5111434081,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 19,CAPITAL LESTE
2.0,AIS 19,,,JOAQUIM TÁVORA,Fortaleza,,Sim,2026-02-19,,,,06:21:23,75215.0,4390792.0,,-3.7452071411,-38.5111434081,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 19,CAPITAL LESTE
2.0,AIS 19,,,JOAQUIM TÁVORA,Fortaleza,,Sim,2026-02-19,,,,06:21:23,75581.0,4390792.0,,-3.7452071411,-38.5111434081,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 19,CAPITAL LESTE
2.0,AIS 19,,,CIDADE 2000,Fortaleza,,Sim,2026-02-19,,,,07:51:57,74813.0,4390793.0,,-3.7524855384,-38.4742402868,,,cvp,ROUBO A PESSOA,,,Quinta-feira,False,False,Nublado,3.1,,,AIS 19,CAPITAL LESTE
