micronodo,area_oficial,faction,lat,long,cvli_count_500m,cvli_count_1km,cvli_count_2km,cvli_count_total
Rua da Gaveta,IRACEMA,TCP/GDE,-5.808768000000001,-38.30202267599206,4,4,4,4
Comunidade do Arroz,SÃO BENTO,CV,-3.8537715,-38.482051844546746,2,4,4,4
Malvina (Bela Vista),BELA VISTA,CV,-3.7519005,-38.56394590686621,4,4,4,4
Mercado Bela Vista,COUTO FERNANDES,CV,-3.756267,-38.55897509437736,4,4,4,4
Favelinha Parquelândia,AMADEU FURTADO,CV,-3.747163,-38.56129145841789,4,4,4,4
Comunidade do Bloco,RODOLFO TEÓFILO,CV,-3.741579,-38.551056543715845,4,4,4,4
Alto da Cruz- Baturité,BATURITE,CV,-4.337545,-38.870731910186215,4,4,4,4
Bairro de Macunã,BATURITE,CV,-4.344887,-38.87194946634164,4,4,4,4
Junco,MERUOCA,CV,-3.676699,-40.36490569247897,2,4,4,4
Alto da Balança,ALTO DA BALANÇA,CV,-3.764068,-38.51404626346299,4,4,4,4
Aerolândia,AEROLÂNDIA,CV,-3.7664755,-38.51406538057969,4,4,4,4
Terreno dos Padres,JOAQUIM TÁVORA,CV,-3.7500655,-38.51810004970461,4,4,4,4
Apartamentos do Novo Mondubim,NOVO MONDUBIM,CV,-3.807631,-38.58845184925287,4,4,4,4
Sítio Corrego,MONDUBIM,CV,-3.816863,-38.57125880796835,4,4,4,4
Beco do HR,NOVO MONDUBIM,CV,-3.811637,-38.58297625954614,4,4,4,4
Comunidade do C3,CONJUNTO ESPERANÇA,CV,-3.820356,-38.58366460574727,4,4,4,4
Favela do Cuca,NOVO MONDUBIM,CV,-3.80682,-38.58256423810409,4,4,4,4
Comunidade da Lagoa - Mondubim,NOVO MONDUBIM,CV,-3.8071755,-38.57862215101633,4,4,4,4
Beco Do Espinho - Aracapé,ARACAPÉ,CV,-3.82837,-38.58169156036078,4,4,4,4
Favela da GN,NOVO MONDUBIM,CV,-3.8132965,-38.58491020570807,4,4,4,4
Beco America - Mondubim,MONDUBIM,CV,-3.8232655,-38.575225626716914,2,4,4,4
Canal Baixo ,PLANALTO AYRTON SENNA,CV,-3.8345125,-38.57900925830511,4,4,4,4
Aurora - Cidade Nova,PLANALTO AYRTON SENNA,CV,-3.837806,-38.57340650187054,4,4,4,4
THS - Santa Maria ,PARQUE SANTA MARIA,CV,-3.8543695,-38.499190676136365,4,4,4,4
Polígono 2222,GUADALAJARA,CV,-3.759761,-38.61537457994923,4,4,4,4
São Gonçalo ,TRAIRI,CV,-3.2937190000000003,-39.25851765580855,4,4,4,4
Conjunto Bandeirante,GUAJERU,CV,-3.8353565,-38.485670574058574,4,4,4,4
Polígono 2217,FLORESTA,CV,-3.7146675,-38.57738900716118,4,4,4,4
Rua da Lama,MERUOCA,CV,-3.677673,-40.3465802657682,4,4,4,4
Comunidade 8 de Dezembro,CANINDEZINHO,CV,-3.819561,-38.61513595333567,4,4,4,4
Comunidade do Posto - Canidezinho,CANINDEZINHO,CV,-3.81212,-38.59828285482847,4,4,4,4
Beco da Morte - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.8158795,-38.59078324732006,4,4,4,4
Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.8124355,-38.59157139509385,4,4,4,4
Parque Santana,NOVO MONDUBIM,CV,-3.814064,-38.57974738789494,4,4,4,4
Canal - Conjunto Esperança,CONJUNTO ESPERANÇA,CV,-3.8116915,-38.59605950478056,4,4,4,4
Titanic,MONDUBIM,CV,-3.8196355,-38.574817294453744,4,4,4,4
Setor C1 - Paraipaba,PARAIPABA,CV,-3.45468,-39.171856761559184,4,4,6,6
Setor B ,PARAIPABA,CV,-3.4387215,-39.16600859695663,4,4,4,10
Setor C2 - Paraipaba ,PARAIPABA,CV,-3.4514655000000003,-39.1517936794132,2,4,5,6
Sorriso - São Cristóvão ,CONJUNTO PALMEIRAS,CV,-3.834945,-38.52739885839341,4,4,4,4
Comunidade da Lara ou Vila Berne,FLORESTA,CV,-3.714966,-38.5789378930883,4,4,4,4
Conjunto Juraci Magalhães,CANINDEZINHO,CV,-3.8093775,-38.60450773129424,4,4,4,4
Vila Nova,MUCURIPE,CV,-3.7283145,-38.48250047237569,4,4,4,4
São Mateus,VARJOTA,CV,-3.7299195,-38.48681988116529,4,4,4,4
Comunidade do Moranguinho do Edson Queiroz,EDSON QUEIROZ,CV,-3.7742235,-38.473793984375,4,4,4,4
AP,LAGOA REDONDA,CV,-3.824844,-38.46425843954707,4,4,4,4
Portelinha (Alto do Bode),AUTRAN NUNES,CV,-3.749862,-38.59526121314741,4,4,4,4
Gereberaba,SABIAGUABA,CV,-3.8019695,-38.4333892190027,4,4,6,6
Mucambinho,MERUOCA,CV,-3.6829825,-40.369116444304254,4,4,4,4
Parque Silvana,MERUOCA,CV,-3.67318,-40.35290108621071,3,4,4,4
Alto da Expectativa,MERUOCA,CV,-3.675011,-40.34815998108747,4,4,4,4
Jardim União 2 - Complexo Da Rosalina ,PARQUE DOIS IRMĂOS,CV,-3.810905,-38.544177412159314,4,4,4,4
Alto da Brasília ,MERUOCA,CV,-3.6737895,-40.34230541992187,4,4,4,4
Pracinha Saporé,MUCURIPE,CV,-3.7245455,-38.483073567489626,4,4,4,4
Vila São Miguel,VARJOTA,CV,-3.730698,-38.4858431,4,4,4,4
Parque São Vicente ,BOM JARDIM,CV,-3.80162,-38.60560162920538,4,4,4,4
Cidade de Caridade,CARIDADE,CV,-4.2309705,-39.197030655963374,2,4,5,6
Itaperi,ITAPERI,CV,-3.8128315,-38.56284403488101,4,4,4,4
Parque Roberto Feitosa,PACAJUS,CV,-4.1814925,-38.43650568064872,4,4,4,7
Sem Terra,EDSON QUEIROZ,CV,-3.7760435,-38.46959666677309,2,4,4,4
Favela do Tatu,ALTO DA BALANÇA,CV,-3.7630585,-38.51688186636471,4,4,4,4
Comunidade no bairro Tamandaré,JANGURUSSU,CV,-3.8401595,-38.51135545715796,4,4,4,4
Comunidade Tupiniquim,FLORESTA,CV,-3.724044,-38.57128241638955,4,4,4,4
Coité,MARACANAÚ,CV,-3.9074605,-38.67590803152309,4,4,4,4
Residencial Pacatuba 1,MARACANAÚ,CV,-3.891322,-38.60649726808264,2,4,4,4
Residencial Pacatuba 2,MARACANAÚ,CV,-3.8903055,-38.6061944939693,4,4,4,4
Bairro Alto São João,PACATUBA,CV,-3.997197,-38.62222215114699,4,4,4,4
Piripau,PACATUBA,CV,-3.9804785,-38.617192929741776,2,4,6,6
São Gregório ,PACATUBA,CV,-3.9766215,-38.60964994098364,4,4,6,6
Buraco da Gia,GUAIÚBA,CV,-4.0430790000000005,-38.63895884493671,4,4,4,4
Aldeia,CARLITO PAMPLONA,CV,-3.713848,-38.553397141808205,4,4,4,4
Planalto - Parambu,PARAMBU,CV,-6.2125145,-40.698500445353794,2,4,4,4
CDD,PACAJUS,CV,-4.1621815,-38.47995108760362,4,4,4,4
Cidade de Pindoretama,PINDORETAMA,CV,-4.023222499999999,-38.31052900394304,0,4,18,22
Tanques,HORIZONTE,CV,-4.068967000000001,-38.43784520845243,0,4,6,6
COHAB III,IGUATU,CV,-6.3665405,-39.31086403859187,4,4,4,4
PRADO,IGUATU,CV,-6.36857595,-39.295230299265526,4,4,4,4
Santa Luzia,CANINDÉ,CV,-4.352246,-39.32001016184971,4,4,4,4
Serrote - Curió,LAGOA REDONDA,CV,-3.8353165,-38.46106704355447,4,4,4,4
Comunidade Asa Branca,HORIZONTE,CV,-4.131391,-38.4785238945616,0,4,4,4
Morro Do TN,MERUOCA,CV,-3.673466,-40.37734463947476,4,4,4,4
Polígono 661,PARACURU,CV,-3.43148755,-39.03314094904454,2,4,8,12
Comunidade do Alagadiço ,PARACURU,CV,-3.4263115,-39.02254505151888,2,4,4,4
Carlotas,PARACURU,CV,-3.4257160000000004,-39.0297509272698,4,4,4,4
Maleitas,PARACURU,CV,-3.419879,-39.03757931262855,2,4,5,5
VILA MATOSO - RUSSAS ,QUIXERE,CV,-4.947945499999999,-37.967005929848966,3,4,4,4
Trilhos do São Miguel,SÃO MIGUEL,CV,-3.7463935,-38.60094697363636,4,4,4,4
Baixada- Otávio Bonfim,PARQUE ARAXÁ,CV,-3.733904,-38.54580712941977,4,4,4,4
Mutirão,PANAMERICANO,CV,-3.7558285,-38.5716291682243,4,4,4,4
AREIAS I,IGUATU,CV,-6.3532601,-39.30380001373955,4,4,4,4
CHAPADINHA,IGUATU,CV,-6.37554745,-39.26724688442641,0,4,6,6
Bessalandia,PINDORETAMA,CV,-4.127449,-38.24291813012044,2,4,4,4
Lotemenento Espaço Nobre,PINDORETAMA,CV,-4.115337,-38.24105045621846,1,4,5,5
Mataquiri,PINDORETAMA,CV,-4.1148035,-38.262885634966125,3,4,5,5
Coaçu,COAÇU,CV,-4.11764,-38.22616050337852,1,4,5,6
Alto Da Macaca - Aracoiaba,BATURITE,CV,-4.3649635,-38.80692013791513,4,4,5,8
Autódromo,EUSÉBIO,CV,-3.895682,-38.46253464259077,2,4,4,4
Vila da Prata,EUSÉBIO,CV,-3.8933605,-38.45616025411184,2,4,8,8
Gruta - Aquiraz,AQUIRAZ,CV,-3.9085715,-38.38668617608184,4,4,4,4
Comunidade dos Índios,CANINDEZINHO,CV,-3.804431,-38.59663660183366,4,4,4,4
Beco Da Zeza,BARRA DO CEARÁ,CV,-3.7043005,-38.58038711692015,4,4,4,4
Cidade 2000,CIDADE 2000,CV,-5.1598690000000005,-40.66617673911644,4,4,4,4
Buriti,PACAJUS,CV,-4.173857999999999,-38.47915620031115,4,4,4,4
Barro preto,PINDORETAMA,CV,-3.9492645,-38.27618392489239,3,4,4,5
Comunidade Riacho Doce- Barra do Ceará,BARRA DO CEARÁ,CV,-3.711013,-38.58621582230175,4,4,4,4
São Miguel ll,PARQUE DAS NAÇÕES,CV,-3.7486975,-38.60913585813088,4,4,4,4
Tijucussu 1,PINDORETAMA,CV,-4.0865045,-38.248501346868366,2,4,6,6
Planalto - Cascavel,PINDORETAMA,CV,-4.1229890000000005,-38.24679768556895,3,4,4,4
Polígono 1397,IGUATU,CV,-6.32642325,-39.31925790196594,0,4,4,4
Campo Verde,ARACATI,CV,-4.567358499999999,-37.76744667663961,4,4,4,4
Cristo Redentor Colônia - (Complexo Da Barra Do Ceará),CRISTO REDENTOR,CV,-3.7056895,-38.567972411810615,4,4,4,4
Travessa,PARQUE MANIBURA,CV,-3.788742,-38.48633276572959,4,4,4,4
CASARÃO / RUA DO MEIO,PARQUE MANIBURA,CV,-3.78971295,-38.48728214362114,4,4,4,4
Beco Da Raposa,BOM JARDIM,CV,-3.791746,-38.603680117582414,4,4,4,4
Vila Buriti,ALTO ALEGRE II,CV,-3.8420985,-38.61364461534954,4,4,4,4
Comunidade Itu,BOM JARDIM,CV,-3.794096,-38.60332712004615,4,4,4,4
Ouro preto,MARACANAÚ,CV,-3.8712665,-38.62174447586375,4,4,4,4
Dourados,HORIZONTE,CV,-4.1017785,-38.45448225423181,2,4,6,6
Banguê I,PACAJUS,CV,-4.184707,-38.459783252366336,4,4,4,4
Papoco,PANAMERICANO,CV,-3.7540605,-38.569862199734914,4,4,4,4
Arrudas - Paramoti,PARAMOTI,CV,-4.101871,-39.23034457266846,3,4,4,6
Terrenos Novos,MERUOCA,CV,-3.676144,-40.37228966977602,4,4,4,4
Rua Do Posto,ÁLVARO WEYNE,CV,-3.7163365,-38.57130933091779,4,4,4,4
Parque Veras,MONDUBIM,CV,-3.809247,-38.56791161921349,4,4,4,4
Invasão ,JARDIM CEARENSE,CV,-3.8076925,-38.561735480479456,4,4,4,4
Urucunema,EUSÉBIO,CV,-3.911195,-38.45470261828821,2,4,4,4
Santo Amaro- Bom Jardim,BOM JARDIM,CV,-3.798435,-38.60301416751901,4,4,4,4
Comunidade do Gueto Novo,BARRA DO CEARÁ,CV,-3.7103795,-38.5826731342086,4,4,4,4
Presidente Kennedy,PRESIDENTE KENNEDY,CV,-3.7246315,-38.568804894450096,4,4,4,4
Das Piranhas - Acaraú ,ACARAÚ,CV,-2.8823915,-40.10455265240351,2,4,4,6
12,VILA VELHA,CV,-3.71075,-38.59556326600277,4,4,4,4
Fazendinha,CONJUNTO ESPERANÇA,CV,-3.8059765,-38.59337038618373,4,4,4,4
Comunidade do Canção ,VILA VELHA,CV,-3.7140905,-38.60267427047005,2,4,4,4
Conjunto Tasso,JARDIM DAS OLIVEIRAS,CV,-3.777847,-38.50561084361957,4,4,4,4
Cracôlandia,JARDIM DAS OLIVEIRAS,CV,-3.7794855,-38.50308606395349,4,4,4,4
Favela da Cirandar,BARRA DO CEARÁ,CV,-3.703474,-38.57383748833671,4,4,4,4
Divisão - Cedro ,CEDRO,TCP/GDE,-6.610474,-39.06174275197414,4,4,4,4
Distrito de Siupé,PARACURU,CV,-3.53433,-38.94744666599128,2,4,8,12
Comunidade do BC (Padre Andrade),PADRE ANDRADE,CV,-3.729816,-38.57881342070729,4,4,4,4
Distrito de Cacimbinha,SOBRAL,CV,-3.8051785,-40.203796668120766,4,4,4,4
Comunidade Sitiozinho - Paupina,SÃO BENTO,CV,-3.8497985,-38.48758829707935,4,4,4,4
Polígono 2227,MONTESE,CV,-3.758439,-38.55337260938504,4,4,4,4
Cemitério Dos Cachorro,DIAS MACÊDO,CV,-3.7859495,-38.52197208909247,4,4,4,4
Colônia ,CRISTO REDENTOR,CV,-3.704384,-38.57193202261104,4,4,4,4
Miragem - Caririaçu,CARIRIAÇU,TCP/GDE,-7.039490000000001,-39.29412959124869,2,4,4,4
Balneario - Morada Nova,MORADA NOVA,TCP/GDE,-5.1286495,-38.36642742245668,4,4,5,9
Tamatanduba,SANTA CLARA,CV,-3.8735145,-38.47128923711857,0,4,6,6
COHAB- Beberibe,CASCAVEL,CV,-4.182163,-38.127612284905474,2,4,4,4
Comunidade Cidade de Deus 1,PARQUE SANTA MARIA,CV,-3.844939,-38.499883530982906,4,4,4,4
Alonso Diogenes,JAGUARIBE,TCP/GDE,-5.879334,-38.61842393360305,4,4,4,4
Comunidade do HX ,BARRA DO CEARÁ,CV,-3.701991,-38.58003625838997,4,4,4,4
Beco Do Moicano,BONSUCESSO,CV,-3.783468,-38.590827181856895,4,4,4,4
Rua da Vicência,MERUOCA,CV,-3.6743215,-40.37222563392552,3,3,3,3
Comunidade Graça Aranha,FLORESTA,CV,-3.715729,-38.57475171843076,3,3,3,3
Bitupitá ,BARROQUINHA,TCP/GDE,-2.8938125,-41.27391558178478,3,3,3,4
Ipiranga,GRAÇA,TCP/GDE,-4.068657,-40.86285769227886,3,3,6,14
Toca do Quati,GRAÇA,TCP/GDE,-4.0643135,-40.86216153437606,3,3,3,3
QUIXERÉ - ÁGUA FRIA - CV,QUIXERE,CV,-5.036169299999999,-38.00502035201016,3,3,4,7
Sítio Estrela - Barbalha,JUAZEIRO DO NORTE,CV,-7.279042,-39.26786394419946,3,3,4,8
Campo Velho,IBARETAMA,TCP/GDE,-4.821847,-38.82271197665467,2,3,3,6
Ibicuitaba - Icapui,ICAPUÍ,TCP/GDE,-4.7405605,-37.31465109497576,2,3,3,12
Majorlândia,ARACATI,CV,-4.5543665,-37.675224676961605,2,3,3,3
Alto do Bernardo,ITAPAJÉ,CV,-3.681071,-39.590439152951696,3,3,3,3
Bairro José Geraldo da Cruz,JUAZEIRO DO NORTE,CV,-7.238286,-39.30582470379248,3,3,6,6
Porteiras ,PORTEIRAS,CV,-3.73728,-38.76048205361813,2,3,3,3
Lagoa do Banana,IPARANA,CV,-3.639372,-38.76072184324741,1,3,4,4
Praia do Japão - Aquiraz,AQUIRAZ,CV,-3.8944995,-38.3563815609956,1,3,3,3
Jandaiguabinha,PARQUE SOLEDADE,CV,-3.729802,-38.691818373563365,1,3,3,3
Campinho ,PARQUE SOLEDADE,CV,-3.7287865,-38.697621902040936,3,3,3,3
Parque São João,MARACANAÚ,CV,-3.899859,-38.67746868042184,3,3,3,3
Lages,GUAIÚBA,CV,-4.0155935,-38.71156078842306,3,3,3,3
Minha Casa Minha Vida- Canindé,CANINDÉ,CV,-4.3547715,-39.30518244438175,3,3,3,3
Mosquito,AMONTADA,CV,-3.092069,-39.68766498579198,3,3,3,16
Vila Nova de Baturité,BATURITE,CV,-4.323457,-38.88647832636656,2,3,3,3
Pissareira - Conj. Palmeiras I ,CONJUNTO PALMEIRAS,CV,-3.8483595,-38.5293553666139,3,3,3,3
Cidade de Fortim ,FORTIM,CV,-4.453645,-37.79681053941606,2,3,3,3
Parque Grangeiro,CRATO,CV,-7.25235,-39.42225347155957,1,3,3,3
Cohab,PORANGA,CV,-4.741243,-40.92073985560991,3,3,3,3
Alto do Bode,SENADOR POMPEU,CV,-5.58528,-39.3741634582791,3,3,3,3
Chafariz,SALITRE,CV,-7.081504,-40.37640865752351,3,3,3,3
Pedras - Morada Nova,LIMOEIRO DO NORTE,CV,-5.1298905,-38.24107006720844,2,3,3,3
CDD - Trairí ,TRAIRI,CV,-3.3033415,-39.26683271151267,2,3,3,3
Gualdrapras - Trairí ,TRAIRI,CV,-3.4039985,-39.29524428832365,2,3,7,22
Crianco - Trairí ,TRAIRI,CV,-3.270167,-39.25629654850347,2,3,4,4
Cotesa - Trairí ,TRAIRI,CV,-3.269354,-39.26054922998297,3,3,3,3
Santa Quitéria,SANTA QUITÉRIA,CV,-4.3364295,-40.15428342972256,1,3,4,6
Bofim,SENADOR POMPEU,CV,-5.5241455,-39.49210621650465,3,3,3,7
Croatá,CROATÁ,CV,-4.4167760000000005,-40.905357341418885,1,3,3,12
Distrito de Porto do Barco,ITAREMA,CV,-2.907321,-39.88444744002608,3,3,4,4
Sitio Alegre,ITAREMA,CV,-2.9344615000000003,-39.84829382021634,1,3,3,5
Comunidade Do Rato,PALMÁCIA,CV,-4.057525500000001,-38.90893686629338,3,3,3,3
Matadouro,CRATO,CV,-7.2404635,-39.42702475224274,3,3,3,3
Comunidade dos Gaviões ,MERUOCA,TCP/GDE,-3.698937,-40.35064313253676,3,3,3,3
Distrito de Patos,OCARA,TCP/GDE,-4.702464,-38.39817134668857,3,3,3,8
Malvinas,EUSÉBIO,CV,-3.9457035,-38.47446705996549,3,3,4,4
Varzante,FRECHEIRINHA,CV,-3.769152,-40.80752576819672,2,3,4,6
Saquin,ITAREMA,CV,-2.96228,-39.81320692257645,2,3,3,18
Vila Da Prata - Aquiraz,AQUIRAZ,CV,-3.9020415,-38.37799221583944,2,3,3,3
Rodoviária - Maranguape ,MARACANAÚ,CV,-3.8964795,-38.681329277259685,3,3,3,3
MULTIRÃO - LIMOEIRO DO NRTE,LIMOEIRO DO NORTE,CV,-5.1269895,-38.092021,2,3,3,3
MULTIRÃO VELHO - RUSSAS,QUIXERE,PCC,-4.921355,-37.98379382894737,3,3,3,3
São Raimundo,AMONTADA,CV,-3.3558975,-39.82830195464523,1,3,3,3
ABC,SAO BENEDITO,PCC,-4.0338465,-40.86873643967286,3,3,3,3
Rua dos Passos - Aracati,FORTIM,CV,-4.5571555,-37.76542305477426,3,3,3,3
Favela da Cuba,GUAIÚBA,CV,-4.043536,-38.62886724124425,1,3,3,3
ZÉ AIRES,TRAIRI,PCC,-3.3520067,-39.39330427800949,3,3,9,18
Tauazinho I/II,TAUÁ,PCC,-6.0109035,-40.29554564098379,3,3,3,3
Belmonte,CRATO,CV,-7.2648435,-39.45316279137352,3,3,6,7
Aracatiaçu,IRAUÇUBA,CV,-3.879309,-40.02360586132954,2,3,3,7
Caracará- Senador Pompeu,SENADOR POMPEU,CV,-5.5814765,-39.370074209598855,3,3,3,3
LIMOEIRO DO NORTE - TOMÉ - PCC,QUIXERE,PCC,-5.134623,-37.94911534625543,2,3,5,9
BELA VISTA PCC,BREJO SANTO,PCC,-7.49337855,-38.98980135943854,3,3,3,3
Lagamar,JAGUARIBARA,CV,-5.6804065,-38.6733351753937,3,3,3,5
Bairro Quandú,PACATUBA,CV,-4.008672000000001,-38.61989403860569,1,3,4,8
Bairro Oséas Facundo,BOA VIAGEM,PCC,-5.13272,-39.72063524231306,2,3,3,13
Vila Lobos- Crato,CRATO,PCC,-7.245425,-39.40323934858215,3,3,3,3
Águas Belas,IPAPORANGA,CV,-4.8987475,-40.75993936011905,1,3,3,6
Canindezinho,CANINDEZINHO,CV,-4.349728,-39.33032695693912,1,3,3,7
Buenos Aires,AMONTADA,CV,-3.3710045,-39.825464611684,1,3,3,11
Vila São José,PARACURU,CV,-3.4242660000000003,-39.032697466049385,3,3,3,3
Carlotas ll,PARACURU,CV,-3.4272035,-39.026585762724096,3,3,3,3
Comunidade da Babilônia ,MARANGUAPE,CV,-4.029582,-38.873552765209126,3,3,4,5
Lagoa do Juvenal - Maranguape,MARANGUAPE,CV,-4.026025499999999,-38.97177902345474,2,3,4,5
Pato Selvagem,MARACANAÚ,CV,-3.9121255,-38.67584176555815,3,3,3,3
Dom Bosco- Mauriti,MAURITI,PCC,-7.3917515,-38.77356786883556,1,3,4,4
Bela Vista I- Mauriti,MAURITI,PCC,-7.385247,-38.76813591703056,3,3,3,3
Riacho Doce,PARACURU,CV,-3.4170705,-39.04350125613948,3,3,5,6
Morro São Sebastião ,UBAJARA,CV,-3.8687065,-40.917002901073445,0,3,8,13
Bica - Cascavel ,PINDORETAMA,CV,-4.127585,-38.2239903456536,2,3,4,4
AP De Catatau ,TIANGUA,PCC,-3.746999,-41.00624990101661,2,3,3,3
Cruzeiro - Itapipoca ,ITAPIPOCA,PCC,-3.4879005000000003,-39.5784537255752,3,3,3,3
Cachoeira,SAO BENEDITO,PCC,-4.0512665000000005,-40.86934724663677,1,3,3,3
Santa Maria - Limoeiro Do Norte ,LIMOEIRO DO NORTE,CV,-5.2282845,-38.01285451828007,3,3,3,4
Zezé Da Cruz ,AURORA,PCC,-6.937456,-38.96527370101556,0,3,5,5
Capilé ,BREJO SANTO,PCC,-7.489815,-38.9944497028834,2,3,3,3
Luzia Leite,BREJO SANTO,PCC,-7.4906205,-38.9894531342601,3,3,3,3
Vila Feliz,NOVO ORIENTE,PCC,-5.5407455,-40.78407582386647,3,3,3,3
Colinas,NOVO ORIENTE,PCC,-5.540037,-40.77527281255114,3,3,3,3
Boa Vista,NOVO ORIENTE,PCC,-5.5390905,-40.77039404572412,3,3,3,5
Palhano,PALHANO,PCC,-4.744373,-37.96216887063563,3,3,3,3
Cidade de Guaciraba do Norte,GRAÇA,CV,-4.161015,-40.75289011039787,1,3,5,9
Ladeira,ITAPIPOCA,PCC,-3.509327,-39.58471492957872,3,3,3,9
Sanharão - Itapipoca ,ITAPIPOCA,PCC,-3.5035665,-39.58547705762935,3,3,3,3
Alto Alegre - Itapipoca ,ITAPIPOCA,PCC,-3.500993,-39.59134005244083,3,3,3,3
VILA RAMALHO - RUSSAS - PCC,QUIXERE,PCC,-4.9321625,-37.96584027298765,1,3,3,3
GADELHA,IGUATU,CV,-6.4187534,-39.28239978379047,0,3,3,7
Tupuiú,EUSÉBIO,CV,-3.878595,-38.40963619061942,3,3,3,3
Águas Belas,PINDORETAMA,CV,-4.05281,-38.18883328232789,2,3,3,3
Bairro José Holanda Lima- Tauá,TAUÁ,PCC,-6.0158235,-40.30155425738294,1,3,3,7
Cohab de Cascavel,PINDORETAMA,CV,-4.1395865,-38.23407117827552,2,3,3,5
Ilha,TRAIRI,PCC,-3.278401,-39.28461858882645,1,3,3,3
Conj. Geraldo G. Azavedo - Itapipoca ,ITAPIPOCA,PCC,-3.4965945,-39.59996500302199,3,3,3,6
Comunidade Terra Livre,CRATEÚS,CV,-5.1885225,-40.66798094814175,3,3,3,3
Bairro Maravilha,QUIXERAMOBIM,CV,-5.2074595,-39.29611194365464,3,3,3,5
São Francisco ou Barrocão,CAMOCIM,CV,-3.1169345,-40.82458313248988,3,3,3,3
Córrego Do Urubu - Acaraú ,ACARAÚ,CV,-2.889001,-40.11929442153427,1,3,3,3
Padre Lucena,MORADA NOVA,TCP/GDE,-5.108973499999999,-38.37761734564597,2,3,3,3
Beco da Fumaça ,BOM JARDIM,CV,-3.794094,-38.60490511666393,3,3,3,3
IPAUMIRIM ,IPAUMIRIM,OKAIDA,-6.78858145,-38.7185734,2,2,2,2
Lisieux,FORQUILHA,CV,-4.0026215,-40.186681956281305,0,2,2,5
Poeiral ,BARROSO,CV,-3.827888,-38.51394477134588,2,2,2,2
Divino Espírito Santo,MORADA NOVA,TCP/GDE,-5.0933685,-38.361046008253695,1,2,3,3
Alto da Boa Vista,IBARETAMA,TCP/GDE,-4.8194985,-38.82394620906433,2,2,2,2
Comunidade Do Serrote,SERRINHA,CV,-3.782717,-38.54144753438303,2,2,2,2
Betesda (Alto do Bode),AUTRAN NUNES,CV,-3.7516645,-38.5977219511375,2,2,2,2
Tucunduba,CAUCAIA,CV,-3.872173,-38.75222757941733,2,2,2,2
Gruta,ARACATI,CV,-4.572833,-37.76793868778721,2,2,2,2
CAPIM DE ROÇA,PINDORETAMA,CV,-4.1006185,-38.299958515085535,2,2,3,4
TRAPIÁ,FORQUILHA,CV,-3.890724,-40.25846104859869,2,2,4,4
Distrito de Lagoa Nova,FORQUILHA,CV,-3.857888,-40.213272789364375,2,2,2,2
COMUNIDADE DEUS É FIEL,CAJAZEIRAS,CV,-3.80400325,-38.51255301580137,2,2,2,2
Favela do Preá,JANGURUSSU,CV,-3.843508,-38.50645617553464,2,2,2,2
Pindorama,SALINAS,CV,-3.772162,-38.50142077480788,2,2,2,2
Comunidade da 50tinha,JARDIM DAS OLIVEIRAS,CV,-3.779831,-38.50412841446028,2,2,2,2
Rua da Granja,JARDIM DAS OLIVEIRAS,CV,-3.779928,-38.5023386013324,2,2,2,2
Comunidade do Cimpelco (Complexo da Barra do Ceará),BARRA DO CEARÁ,CV,-3.7024405,-38.57509746398685,2,2,2,2
Coloral,JARDIM DAS OLIVEIRAS,CV,-3.786001,-38.50993661789552,2,2,2,2
Cavalaria,PACAJUS,CV,-4.178312,-38.51793049615806,2,2,8,12
Beco da Foice,SAPIRANGA / COITÉ,CV,-3.7983985,-38.46438696860002,2,2,2,2
Residencial Dummar 2,MARACANAÚ,CV,-3.8810765,-38.59758822793828,2,2,2,2
Distrito de São Jerônimo,GUAIÚBA,CV,-4.0802605,-38.701526507442495,2,2,2,2
Barragem Santo Antônio ,PACATUBA,CV,-3.9403555,-38.64329062403165,0,2,3,3
Final Feliz,LAGOA REDONDA,CV,-3.8237705,-38.4630693600693,2,2,2,2
Itaoca,ITAOCA,CV,-3.77511,-38.5557183539532,2,2,2,2
Alto Luminoso,PINDORETAMA,CV,-4.140422,-38.246717479729725,2,2,4,4
Favela da Fossa,DIAS MACÊDO,CV,-3.7907575,-38.526766579631385,2,2,2,2
Comunidade da Caixa D'água- Planalto Pici,DEMÓCRITO ROCHA,CV,-3.7592345,-38.57247946717172,2,2,2,2
Comunidade do Catatau,TIANGUA,PCC,-3.7462025,-41.00774849974055,2,2,2,6
Sítios Cacimbas,TIANGUA,PCC,-3.7428285,-41.00962217165967,2,2,2,4
Casinhas,ITAPIPOCA,PCC,-3.4700935,-39.56245002752025,1,2,2,13
Rua dos Cocos,SOBRAL,CV,-3.805575,-40.26281358648062,2,2,2,2
Bairro Coelce,SÃO LUÍS DO CURU,CV,-3.672894,-39.23345952393311,2,2,2,3
Terreno ll,FLORESTA,CV,-3.715908,-38.57751717106302,2,2,2,2
Caixa d'água ,IRACEMA,TCP/GDE,-5.818612,-38.30453060850767,2,2,2,2
Holandinho ,IRACEMA,TCP/GDE,-5.80959,-38.29976755674734,2,2,2,4
Paraguaçu ,SERRINHA,CV,-3.7885405,-38.54096971072309,2,2,2,2
Comunidade do Mangueiral - Quintino Cunha,OLAVO OLIVEIRA,CV,-3.7350285,-38.59374924459274,2,2,2,2
